chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.columns,parameters.dbkey,parameters.input,parameters.input.values,parameters.module,parameters.settings,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-05-24 13:37:33.336998,slurm_normal,,main_w4_handler0,2638311,15927812,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4047247,tabular,10025569.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""x_1:1, y_1:2, z_1:2""","""mm10""",,"[{'src': 'hda', 'id': 26211748}]","""heatmap""","""__use_panels:true, x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, color_set:jet, url_template:""",,38027748,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-05-24 13:42:26.062643,58521,292.72564500000004
,,2015-06-10 16:29:36.679701,slurm_normal,,main_w1_handler1,2326584,9628474,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4118985,tabular,3939054.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""x_1:1, y_1:1, z_1:8""","""?""",19967009,,"""heatmap""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:true, color_set:red2green, url_template:""",,23459641,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-06-10 17:02:35.173733,64495,1978.494032
,,2017-11-21 11:58:23.616381,slurm_normal,,main_w3_handler0,3333438,17533755,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5720661400,sam,11593091,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""x_1:1, y_1:2, z_1:2""","""mm9""",,"[{'src': 'hda', 'id': 32443031}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,41981039,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-11-21 12:55:45.106378,108449,3441.489997
,,2015-10-21 19:21:32.636903,slurm_normal,,main_w1_handler0,2476229,10677983,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11364354,tabular,4940541.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""x_1:1, y_1:1, z_1:8""","""hg19""",21606785,,"""heatmap""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:true, color_set:jet, url_template:""",,25686638,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-10-21 20:38:22.089788,71237,4609.452885000001
,,2017-02-24 14:04:46.061805,slurm_normal,,main_w4_handler1,2999629,15129918,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3644016,tabular,9283560.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""x_1:1, y_1:1, z_1:3""","""?""",,"[{'src': 'hda', 'id': 28398049}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,34920552,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-02-24 14:28:50.549173,97008,1444.487368
,,2016-12-24 23:17:06.124439,slurm_normal,,main_w3_handler0,2775255,14643839,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4408342,tabular,8818882.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""x_1:1, y_1:8, z_1:8""","""?""",,"[{'src': 'hda', 'id': 27739128}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,34686638,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2016-12-25 13:22:13.585381,87759,50707.460942000005
,,2017-03-23 04:13:30.448349,slurm_normal,,main_w3_handler0,2855832,15372365,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4717486,tabular,9510816.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""x_1:1, y_1:10, z_1:10""","""hg19""",,"[{'src': 'hda', 'id': 28730447}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,36797903,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-03-23 04:56:45.872489,92250,2595.42414
,,2018-02-07 19:28:25.915169,slurm_normal,,main_w3_handler1,3394446,18301825,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5757340146,bed,12384877,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""x_1:1, y_1:2, z_1:2""","""mm10""",,"[{'src': 'hda', 'id': 33449303}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,43229618,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2018-02-07 19:51:55.005060,28015,1409.089891
,,2017-10-28 10:09:42.044693,slurm_normal,,main_w3_handler0,3298449,17249597,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5315389,tabular,11309255,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""x_1:1, y_1:10, z_1:10""","""hg19""",,"[{'src': 'hda', 'id': 31857277}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,40988244,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-10-28 10:15:54.950087,98146,372.905394
,,2017-12-20 14:48:00.682361,slurm_normal,,main_w3_handler0,3278880,17859979,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6411146,interval,11932751,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""x_1:1, y_1:2, z_1:2""","""mm10""",,"[{'src': 'hda', 'id': 32951611}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,42681710,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-12-20 15:39:47.645724,113029,3106.9633630000003
,,2017-02-28 01:48:49.527173,slurm_normal,,main_w3_handler1,2936811,15161095,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12393919,tabular,9312672.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""x_1:1, y_1:2, z_1:2""","""mm10""",,"[{'src': 'hda', 'id': 28542823}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,36311632,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-02-28 02:25:25.291811,97264,2195.764638
,,2016-07-05 19:07:18.048348,slurm_normal,,main_w2_handler0,2753477,13337700,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4128942,tabular,7545719.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""x_1:1, y_1:1, z_1:8""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d9e9b5f4ac4ef053'}]","""heatmap""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:true, color_set:jet, url_template:""",,31221568,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2016-07-05 19:26:23.031566,86583,1144.983218
,,2018-02-05 14:14:18.764250,slurm_normal,,main_w3_handler0,3332363,18258277,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",678902,tabular,12339986,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""x_1:1, y_1:1, z_1:1""","""?""",,"[{'src': 'hda', 'id': 33674897}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,43689000,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2018-02-05 14:38:15.453732,74396,1436.689482
,,2017-10-12 09:21:45.865634,slurm_normal,,main_w4_handler1,3273263,17085086,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4097626409,sam,11141195.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/turTru1.len""","""x_1:1, y_1:2, z_1:2""","""turTru1""",,"[{'src': 'hda', 'id': 31577913}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,41240897,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-10-12 09:40:41.635347,88676,1135.7697130000001
,,2017-11-22 19:37:50.664536,slurm_normal,,main_w3_handler1,3305108,17553113,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2611305,tabular,11613409,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""x_1:1, y_1:10, z_1:10""","""hg19""",,"[{'src': 'hda', 'id': 32403049}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,41794526,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-11-22 19:41:12.696287,114778,202.031751
,,2016-01-12 14:53:51.216252,slurm_normal,,main_w1_handler2,2559672,11477403,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3091762,tabular,5740621.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""x_1:1, y_1:1, z_1:8""","""mm10""",22833361,,"""heatmap""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:true, color_set:jet, url_template:""",,27296497,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2016-01-12 15:05:23.289358,76503,692.073106
,,2015-04-23 17:49:09.746858,slurm_normal,,main_w1_handler1,2247940,9314626,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",959000258,taxonomy,3641204.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""x_1:1, y_1:23, z_1:25""","""?""",19014117,,"""heatmap""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:true, color_set:jet, url_template:""",,22676692,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-04-24 16:13:43.571415,61379,80673.824557
,,2017-05-08 09:40:43.046381,slurm_normal,,main_w3_handler0,3059270,15777957,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13731905537,sam,9884410.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""y_1:2""","""hg19""",,"[{'src': 'hda', 'id': 29513314}]","""boxplot""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, x_axis_grid:true, y_axis_grid:true""",,37726813,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-05-08 10:01:34.789901,103584,1251.74352
,,2015-04-03 14:41:07.278807,slurm_normal,,main_w2_handler1,2254509,9134483,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7226476,tabular,3417697.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""x_1:1, y_1:1, z_1:10""","""mm10""",19129711,,"""heatmap""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:true, color_set:jet, url_template:""",,22187613,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2015-04-03 14:54:37.848599,61737,810.569792
,,2017-06-10 14:31:24.617640,slurm_normal,,main_w4_handler1,3146893,16070890,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3657882,tabular,10159237.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""x_1:1, y_1:8, z_1:8""","""mm9""",,"[{'src': 'hda', 'id': 29971956}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,38297128,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-06-10 14:35:08.504850,87897,223.88721
,,2017-10-19 17:26:04.052002,slurm_normal,,main_w3_handler0,3213065,17147502,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3778720,tabular,11205270,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""x_1:10, y_1:1, z_1:10""","""rn6""",,"[{'src': 'hda', 'id': 30771542}]","""heatmap""","""x_axis_label:X-axis, x_axis_type|type:auto, y_axis_label:Y-axis, y_axis_type|type:auto, show_legend:true, __use_panels:true, color_set:jet, url_template:""",,40674898,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2017-10-19 17:29:56.045731,48354,231.993729
,,2016-02-14 00:42:24.005125,slurm_normal,,main_w1_handler0,2598903,11818648,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3541638,bed,6068135.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""x_1:1, y_1:2, z_1:2""","""hg19""",23333046,,"""heatmap""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:true, color_set:jet, url_template:""",,28358267,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2016-02-14 01:03:07.270231,78531,1243.265106
,,2016-03-15 13:13:35.500161,slurm_normal,,main_w2_handler0,2634235,12139953,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1668382099,sam,6358457.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""x_1:1""","""?""",23845067,,"""histogramdiscrete""","""x_axis_label:Breaks, x_axis_type:auto, x_axis_precision:1, y_axis_label:Density, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:false, x_axis_grid:false, y_axis_grid:true""",,28996967,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2016-03-15 13:42:34.780775,80638,1739.280614
,,2016-11-11 21:50:23.567945,slurm_normal,,main_w3_handler0,2890039,14321533,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9344869,tabular,8529647.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""x_1:1, y_1:8, z_1:8""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53fa56f447d3dc5f3'}]","""heatmap""","""x_axis_label:X-axis, x_axis_type:auto, x_axis_precision:1, y_axis_label:Y-axis, y_axis_type:auto, y_axis_precision:1, show_legend:true, use_panels:true, color_set:jet, url_template:""",,34194178,error,toolshed.g2.bx.psu.edu/repos/guerler/charts/charts/1.0.0,1.0.0,,2016-11-11 21:59:29.265020,64454,545.697075
