create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.chromInfo,parameters.dbkey,parameters.dereplicate,parameters.fasta.values,parameters.options.__current_case__,parameters.options.setby,runner_name,session_id,state,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-12 20:29:18.528833,slurm_normal,,74801720,fasta,main_w3_handler0,3106125,15827298,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9929598.roundup,slurm,,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29554112}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29585040}]",0,default,,37938221,error,3273489229,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_slayer/1.23.0,1.23.0,,2017-05-12 20:30:25.265713,99883,66.73688
2017-06-02 15:33:11.781767,slurm_normal,,74801720,fasta,main_w4_handler1,3106125,16000271,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10094520.roundup,slurm,,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29866896}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29585040}]",0,default,,37980121,error,1036169679,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_slayer/1.23.0,1.23.0,,2017-06-02 15:34:58.537191,99883,106.755424
2017-05-12 17:37:28.578479,slurm_normal,,118888347,fasta,main_w3_handler0,3106125,15825825,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9928161.roundup,slurm,,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29554112}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29582142}]",0,default,,37886156,error,3273489229,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_slayer/1.23.0,1.23.0,,2017-05-12 17:38:06.402481,99883,37.824002
2017-05-12 17:40:49.000700,slurm_normal,,118888347,fasta,main_w3_handler1,3106125,15825844,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9928182.roundup,slurm,,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29554112}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29582142}]",0,default,,37938221,error,3273489229,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_slayer/1.23.0,1.23.0,,2017-05-12 17:42:14.996158,99883,85.995458
2017-06-02 14:40:28.903249,slurm_normal,,74801720,fasta,main_w4_handler0,3106125,15999678,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10093882.roundup,slurm,,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29866524}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29585040}]",0,default,,37980121,error,1082430403,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_slayer/1.23.0,1.23.0,,2017-06-02 14:42:23.916294,99883,115.013045
2017-04-26 06:27:40.828485,slurm_normal,,4907138,fasta,main_w3_handler0,3087004,15678803,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9793639.roundup,slurm,,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29362284}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29361286}]",0,default,,37562141,error,1781303288,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_slayer/1.23.0,1.23.0,,2017-04-26 06:28:11.901100,104720,31.072615000000003
2017-05-12 14:33:14.761504,slurm_normal,,239602873,fasta,main_w4_handler0,3106125,15824533,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9926116.roundup,slurm,,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29554112}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29573107}]",0,default,,37886156,error,3273489229,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_slayer/1.23.0,1.23.0,,2017-05-12 15:31:21.688784,99883,3486.9272800000003
2017-05-11 20:18:01.140243,slurm_normal,,239602873,fasta,main_w4_handler1,3106125,15820203,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9923290.roundup,slurm,,corral-repl,,1,hist,"[{'src': 'hda', 'id': 29554112}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29573107}]",0,default,,37886156,error,3273489229,fasta,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_slayer/1.23.0,1.23.0,,2017-05-11 20:25:26.056183,99883,444.91594000000003
