create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-17 05:09:44.529072,slurm_normal,,main_w2_handler0,2671377,12488806,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3488543836,fasta,6681502.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d91d6ed544d7e27'}]",,29183917,error,CONVERTER_fasta_to_bowtie_base_index,1.0.0,,2016-04-17 05:12:42.028116,81363,177.499044
2016-01-28 21:45:00.794786,slurm_normal,,main_w1_handler1,2581094,11626442,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4939081659,fastqsanger,5890271.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""",23068250,,,27863376,error,CONVERTER_fasta_to_bowtie_base_index,1.0.0,,2016-01-28 21:47:48.981213,77694,168.186427
2016-04-17 05:07:32.126092,slurm_normal,,main_w1_handler1,2671377,12488804,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3488543836,fasta,6681496.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d91d6ed544d7e27'}]",,29183917,error,CONVERTER_fasta_to_bowtie_base_index,1.0.0,,2016-04-17 05:10:46.769066,81363,194.642974
2016-01-28 21:44:38.058803,slurm_normal,,main_w1_handler0,2581094,11626440,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6791985609,fastqsanger,5890268.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""",23073377,,,27863376,error,CONVERTER_fasta_to_bowtie_base_index,1.0.0,,2016-01-28 21:50:12.060595,77694,334.001792
2016-04-17 06:10:48.899526,slurm_normal,,main_w2_handler1,2671377,12488890,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3488543836,fasta,6681707.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d91d6ed544d7e27'}]",,29183917,error,CONVERTER_fasta_to_bowtie_base_index,1.0.0,,2016-04-17 06:13:52.597748,81363,183.69822200000002
