bamfiles,bamfiles1,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.outRawCounts,parameters.region,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2954049507,2954049507,bam,268050019,bam,689160536,bam,bam,2016-08-23 07:38:02.993897,slurm_multi,,main_w3_handler2,2783503,13703179,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7919296,slurm,,corral-repl,,0,no,0,no,"[{'src': 'hdca', 'id': '26db903138c60112'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,"""false""","""""",,32134019,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.3.0,2.2.3.0,,2016-08-23 08:11:39.329248,88098,2016.3353510000002
