create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alignment.__current_case__,parameters.alignment.ucl,parameters.chimealns,parameters.chromInfo,parameters.chunks,parameters.dbkey,parameters.dereplicate,parameters.dn,parameters.fasta.values,parameters.idsmoothwindow,parameters.maxlen,parameters.maxp,parameters.minchunk,parameters.mindiv,parameters.minh,parameters.minlen,parameters.skipgaps,parameters.skipgaps2,parameters.template.__current_case__,parameters.template.reference.values,parameters.template.source,parameters.xa,parameters.xn,reference,reference_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-02 13:16:22.994108,slurm_normal,,177797428257,align,main_w4_handler0,3051903,15461829,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9592138.roundup,slurm,,corral-repl,,0,false,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 29022510}]","""32""","""0""","""2""","""64""","""0.5""","""0.3""","""0""","""true""","""true""",1,"[{'src': 'hda', 'id': 29022484}]",hist,"""1.0""","""8.0""",747991272,fasta,,37043856,error,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_chimera_uchime/1.23.0,1.23.0,,2017-04-02 13:18:59.203464,97888,156.209356
