create_time,destination_id,exit_code,gtf,gtf_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.fdr_cutoff,parameters.gtf.values,parameters.rep_factorName,parameters.report,rep_factorName_0|countFiles1,rep_factorName_0|countFiles11,rep_factorName_0|countFiles110,rep_factorName_0|countFiles110_filetype,rep_factorName_0|countFiles111,rep_factorName_0|countFiles111_filetype,rep_factorName_0|countFiles112,rep_factorName_0|countFiles112_filetype,rep_factorName_0|countFiles113,rep_factorName_0|countFiles113_filetype,rep_factorName_0|countFiles11_filetype,rep_factorName_0|countFiles12,rep_factorName_0|countFiles12_filetype,rep_factorName_0|countFiles13,rep_factorName_0|countFiles13_filetype,rep_factorName_0|countFiles14,rep_factorName_0|countFiles14_filetype,rep_factorName_0|countFiles15,rep_factorName_0|countFiles15_filetype,rep_factorName_0|countFiles16,rep_factorName_0|countFiles16_filetype,rep_factorName_0|countFiles17,rep_factorName_0|countFiles17_filetype,rep_factorName_0|countFiles18,rep_factorName_0|countFiles18_filetype,rep_factorName_0|countFiles19,rep_factorName_0|countFiles19_filetype,rep_factorName_0|countFiles1_filetype,rep_factorName_0|countFiles2,rep_factorName_0|countFiles21,rep_factorName_0|countFiles210,rep_factorName_0|countFiles210_filetype,rep_factorName_0|countFiles211,rep_factorName_0|countFiles211_filetype,rep_factorName_0|countFiles212,rep_factorName_0|countFiles212_filetype,rep_factorName_0|countFiles213,rep_factorName_0|countFiles213_filetype,rep_factorName_0|countFiles214,rep_factorName_0|countFiles214_filetype,rep_factorName_0|countFiles215,rep_factorName_0|countFiles215_filetype,rep_factorName_0|countFiles21_filetype,rep_factorName_0|countFiles22,rep_factorName_0|countFiles22_filetype,rep_factorName_0|countFiles23,rep_factorName_0|countFiles23_filetype,rep_factorName_0|countFiles24,rep_factorName_0|countFiles24_filetype,rep_factorName_0|countFiles25,rep_factorName_0|countFiles25_filetype,rep_factorName_0|countFiles26,rep_factorName_0|countFiles26_filetype,rep_factorName_0|countFiles27,rep_factorName_0|countFiles27_filetype,rep_factorName_0|countFiles28,rep_factorName_0|countFiles28_filetype,rep_factorName_0|countFiles29,rep_factorName_0|countFiles29_filetype,rep_factorName_0|countFiles2_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-05 14:10:23.939059,slurm_normal,,91416038,gtf,main_w4_handler1,3226083,16737460,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10806814.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""0.1""","[{'src': 'hda', 'id': 31106695}]","[{""factorName"": ""Tissue Type"", ""countFiles1"": {""values"": [{""src"": ""hda"", ""id"": 31106712}, {""src"": ""hda"", ""id"": 31106713}, {""src"": ""hda"", ""id"": 31106714}]}, ""factorLevel2"": ""BFL"", ""factorLevel1"": ""BSLF"", ""countFiles2"": {""values"": [{""src"": ""hda"", ""id"": 31106708}, {""src"": ""hda"", ""id"": 31106709}, {""src"": ""hda"", ""id"": 31106710}, {""src"": ""hda"", ""id"": 31106711}]}, ""__index__"": 0}]","""true""",12607979,12607979,,,,,,,,,tabular,12627896,tabular,12632451,tabular,,,,,,,,,,,,,tabular,12586425,12586425,,,,,,,,,,,,,tabular,12584955,tabular,12589289,tabular,12612376,tabular,,,,,,,,,,,tabular,,40275840,error,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq/1.20.1,1.20.1,,2017-09-05 18:50:23.225099,110307,16799.286040000003
2017-12-09 14:06:54.235707,slurm_multi,,129414070,gtf,main_w3_handler2,3357648,17755667,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11823161,slurm,,corral-repl,,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0.05""","[{'src': 'hda', 'id': 32804546}]","[{""factorName"": ""Disease"", ""countFiles1"": {""values"": [{""src"": ""hda"", ""id"": 32807977}, {""src"": ""hda"", ""id"": 32807992}, {""src"": ""hda"", ""id"": 32807993}, {""src"": ""hda"", ""id"": 32807994}, {""src"": ""hda"", ""id"": 32807995}, {""src"": ""hda"", ""id"": 32807996}, {""src"": ""hda"", ""id"": 32807997}, {""src"": ""hda"", ""id"": 32807998}, {""src"": ""hda"", ""id"": 32807999}, {""src"": ""hda"", ""id"": 32808000}, {""src"": ""hda"", ""id"": 32808001}, {""src"": ""hda"", ""id"": 32808002}, {""src"": ""hda"", ""id"": 32808003}]}, ""factorLevel2"": ""Traditional"", ""factorLevel1"": ""Youthful"", ""countFiles2"": {""values"": [{""src"": ""hda"", ""id"": 32804569}, {""src"": ""hda"", ""id"": 32807978}, {""src"": ""hda"", ""id"": 32807979}, {""src"": ""hda"", ""id"": 32807980}, {""src"": ""hda"", ""id"": 32807981}, {""src"": ""hda"", ""id"": 32807982}, {""src"": ""hda"", ""id"": 32807983}, {""src"": ""hda"", ""id"": 32807984}, {""src"": ""hda"", ""id"": 32807985}, {""src"": ""hda"", ""id"": 32807986}, {""src"": ""hda"", ""id"": 32807987}, {""src"": ""hda"", ""id"": 32807988}, {""src"": ""hda"", ""id"": 32807989}, {""src"": ""hda"", ""id"": 32807990}, {""src"": ""hda"", ""id"": 32807991}]}, ""__index__"": 0}]","""true""",17260655,17260655,17195105.0,tabular,17200292.0,tabular,17240375.0,tabular,17207889.0,tabular,tabular,17217208,tabular,17269501,tabular,17212425.0,tabular,17270981.0,tabular,17277562.0,tabular,17208248.0,tabular,17270069.0,tabular,17183367.0,tabular,tabular,17291044,17291044,17346650.0,tabular,17330478.0,tabular,17394294.0,tabular,17348827.0,tabular,17265441.0,tabular,17274746.0,tabular,tabular,17283576,tabular,17201194,tabular,17288994,tabular,17279238.0,tabular,17348855.0,tabular,17327323.0,tabular,17367575.0,tabular,17342963.0,tabular,tabular,,42553917,error,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq/1.20.1,1.20.1,,2017-12-10 03:43:55.417674,116840,49021.181967000004
2017-12-08 12:25:52.235823,slurm_multi,,129414070,gtf,main_w4_handler2,3357648,17745868,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11812506,slurm,,corral-repl,,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0.01""","[{'src': 'hda', 'id': 32804546}]","[{""factorName"": ""Disease"", ""countFiles1"": {""values"": [{""src"": ""hda"", ""id"": 32807977}, {""src"": ""hda"", ""id"": 32807992}, {""src"": ""hda"", ""id"": 32807993}, {""src"": ""hda"", ""id"": 32807994}, {""src"": ""hda"", ""id"": 32807995}, {""src"": ""hda"", ""id"": 32807996}, {""src"": ""hda"", ""id"": 32807997}, {""src"": ""hda"", ""id"": 32807998}, {""src"": ""hda"", ""id"": 32807999}, {""src"": ""hda"", ""id"": 32808000}, {""src"": ""hda"", ""id"": 32808001}, {""src"": ""hda"", ""id"": 32808002}, {""src"": ""hda"", ""id"": 32808003}]}, ""factorLevel2"": ""Traditional"", ""factorLevel1"": ""Youthful"", ""countFiles2"": {""values"": [{""src"": ""hda"", ""id"": 32804569}, {""src"": ""hda"", ""id"": 32807978}, {""src"": ""hda"", ""id"": 32807979}, {""src"": ""hda"", ""id"": 32807980}, {""src"": ""hda"", ""id"": 32807981}, {""src"": ""hda"", ""id"": 32807982}, {""src"": ""hda"", ""id"": 32807983}, {""src"": ""hda"", ""id"": 32807984}, {""src"": ""hda"", ""id"": 32807985}, {""src"": ""hda"", ""id"": 32807986}, {""src"": ""hda"", ""id"": 32807987}, {""src"": ""hda"", ""id"": 32807988}, {""src"": ""hda"", ""id"": 32807989}, {""src"": ""hda"", ""id"": 32807990}, {""src"": ""hda"", ""id"": 32807991}]}, ""__index__"": 0}]","""true""",17260655,17260655,17195105.0,tabular,17200292.0,tabular,17240375.0,tabular,17207889.0,tabular,tabular,17217208,tabular,17269501,tabular,17212425.0,tabular,17270981.0,tabular,17277562.0,tabular,17208248.0,tabular,17270069.0,tabular,17183367.0,tabular,tabular,17291044,17291044,17346650.0,tabular,17330478.0,tabular,17394294.0,tabular,17348827.0,tabular,17265441.0,tabular,17274746.0,tabular,tabular,17283576,tabular,17201194,tabular,17288994,tabular,17279238.0,tabular,17348855.0,tabular,17327323.0,tabular,17367575.0,tabular,17342963.0,tabular,tabular,,42518830,error,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq/1.20.1,1.20.1,,2017-12-09 02:38:59.575699,116840,51187.339876000005
