create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__ORIGINAL_DATASET_STATE__,parameters.__SET_EXTERNAL_METADATA_COMMAND_LINE__,parameters.input1,parameters.input1.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-12 22:53:31.196776,slurm_normal,,main_w1_handler0,2536209,12434764,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",714660548,bam,6634822.roundup,slurm,,corral-repl,,"""ok""","""\""/galaxy/main/scratch/tmpDp7M4C\"" \""None\"" \""/galaxy-repl/main/jobdir/012/434/12434764/metadata_in_HistoryDatasetAssociation_24278413_xW05Bm,/galaxy-repl/main/jobdir/012/434/12434764/metadata_kwds_HistoryDatasetAssociation_24278413_Te689Q,/galaxy-repl/main/jobdir/012/434/12434764/metadata_out_HistoryDatasetAssociation_24278413_YgOnol,/galaxy-repl/main/jobdir/012/434/12434764/metadata_results_HistoryDatasetAssociation_24278413_cJbHQY,/galaxy-repl/main/files/015/201/dataset_15201886.dat,/galaxy-repl/main/jobdir/012/434/12434764/metadata_override_HistoryDatasetAssociation_24278413_qvInLj\"" 1000000""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5040102ce00089136'}]",,29568754,error,__SET_METADATA__,1.0.1,,2016-04-12 22:55:35.525223,64633,124.32844700000001
2017-09-14 03:27:09.915128,slurm_normal,,main_w3_handler0,2916175,16814170,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",23172668,bcf,10883606.roundup,slurm,,corral-repl,,"""ok""","""\""/galaxy-repl/main/scratch2/tmpLz299h\"" \""None\"" \""/galaxy-repl/main/jobdir/016/814/16814170/metadata_in_HistoryDatasetAssociation_31226163_ZOaJXY,/galaxy-repl/main/jobdir/016/814/16814170/metadata_kwds_HistoryDatasetAssociation_31226163_E1ngIs,/galaxy-repl/main/jobdir/016/814/16814170/metadata_out_HistoryDatasetAssociation_31226163_0mW9eT,/galaxy-repl/main/jobdir/016/814/16814170/metadata_results_HistoryDatasetAssociation_31226163_TILdf5,/galaxy-repl/main/files/021/274/dataset_21274826.dat,/galaxy-repl/main/jobdir/016/814/16814170/metadata_override_HistoryDatasetAssociation_31226163_G4TrlC\"" 1000000""",,"[{'src': 'hda', 'id': 31226163}]",,40311830,error,__SET_METADATA__,1.0.1,,2017-09-14 03:27:35.636935,96205,25.721807000000002
2018-01-25 19:23:46.701463,slurm_normal,,main_w3_handler0,3189308,18157594,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12195326069,zip,12238846,slurm,,corral-repl,,"""ok""","""\""/galaxy-repl/main/jobdir/018/157/18157594/registry.xml\"" \""None\"" \""/galaxy-repl/main/jobdir/018/157/18157594/metadata_in_HistoryDatasetAssociation_33488260_iFXy2X,/galaxy-repl/main/jobdir/018/157/18157594/metadata_kwds_HistoryDatasetAssociation_33488260_ulChpO,/galaxy-repl/main/jobdir/018/157/18157594/metadata_out_HistoryDatasetAssociation_33488260_B7kh06,/galaxy-repl/main/jobdir/018/157/18157594/metadata_results_HistoryDatasetAssociation_33488260_5E4bvk,/galaxy-repl/main/files/023/257/dataset_23257347.dat,/galaxy-repl/main/jobdir/018/157/18157594/metadata_override_HistoryDatasetAssociation_33488260_GaIsEZ\"" 1000000""",,"[{'src': 'hda', 'id': 33488260}]",,43121579,error,__SET_METADATA__,1.0.1,,2018-01-25 19:26:30.997872,108846,164.296409
2017-08-02 02:01:29.742579,slurm_normal,,main_w4_handler0,3156013,16482995,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",546778809,bam,10551959.roundup,slurm,,corral-repl,,"""ok""","""\""/galaxy-repl/main/scratch2/tmpcGzCyK\"" \""None\"" \""/galaxy-repl/main/jobdir/016/482/16482995/metadata_in_HistoryDatasetAssociation_30720530_IgkpTU,/galaxy-repl/main/jobdir/016/482/16482995/metadata_kwds_HistoryDatasetAssociation_30720530_F9dvdA,/galaxy-repl/main/jobdir/016/482/16482995/metadata_out_HistoryDatasetAssociation_30720530_lW5w2p,/galaxy-repl/main/jobdir/016/482/16482995/metadata_results_HistoryDatasetAssociation_30720530_NumJN8,/galaxy-repl/main/files/020/818/dataset_20818820.dat,/galaxy-repl/main/jobdir/016/482/16482995/metadata_override_HistoryDatasetAssociation_30720530_wofdvX\"" 1000000""",,"[{'src': 'hda', 'id': 30720530}]",,39629862,error,__SET_METADATA__,1.0.1,,2017-08-02 02:03:14.045328,107709,104.302749
2018-01-25 19:33:44.017255,slurm_normal,,main_w3_handler0,3189308,18157653,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12195326069,zip,12238916,slurm,,corral-repl,,"""failed_metadata""","""\""/galaxy-repl/main/jobdir/018/157/18157653/registry.xml\"" \""None\"" \""/galaxy-repl/main/jobdir/018/157/18157653/metadata_in_HistoryDatasetAssociation_33488260_YaKQ7V,/galaxy-repl/main/jobdir/018/157/18157653/metadata_kwds_HistoryDatasetAssociation_33488260_yvgaIa,/galaxy-repl/main/jobdir/018/157/18157653/metadata_out_HistoryDatasetAssociation_33488260_Rbdh4v,/galaxy-repl/main/jobdir/018/157/18157653/metadata_results_HistoryDatasetAssociation_33488260_P2Yi8q,/galaxy-repl/main/files/023/257/dataset_23257347.dat,/galaxy-repl/main/jobdir/018/157/18157653/metadata_override_HistoryDatasetAssociation_33488260_CTdl6h\"" 1000000""",,"[{'src': 'hda', 'id': 33488260}]",,43121579,error,__SET_METADATA__,1.0.1,,2018-01-25 19:36:15.580383,108846,151.563128
2018-01-25 22:06:19.524658,slurm_normal,,main_w4_handler1,3189308,18159035,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11021144075,zip,12240223,slurm,,corral-repl,,"""ok""","""\""/galaxy-repl/main/jobdir/018/159/18159035/registry.xml\"" \""None\"" \""/galaxy-repl/main/jobdir/018/159/18159035/metadata_in_HistoryDatasetAssociation_33500863_CNZnPU,/galaxy-repl/main/jobdir/018/159/18159035/metadata_kwds_HistoryDatasetAssociation_33500863_Hcp4ms,/galaxy-repl/main/jobdir/018/159/18159035/metadata_out_HistoryDatasetAssociation_33500863_q8GGSG,/galaxy-repl/main/jobdir/018/159/18159035/metadata_results_HistoryDatasetAssociation_33500863_bhEOAJ,/galaxy-repl/main/files/023/268/dataset_23268722.dat,/galaxy-repl/main/jobdir/018/159/18159035/metadata_override_HistoryDatasetAssociation_33500863_joLNmc\"" 1000000""",,"[{'src': 'hda', 'id': 33500863}]",,43121579,error,__SET_METADATA__,1.0.1,,2018-01-25 22:08:21.400469,108846,121.87581100000001
2016-07-11 20:15:25.835766,slurm_normal,,main_w1_handler1,2758393,13378176,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1239490254,bam,7589022.roundup,slurm,,corral-repl,,"""ok""","""\""/galaxy/main/scratch/tmpEPaZR1\"" \""None\"" \""/galaxy-repl/main/jobdir/013/378/13378176/metadata_in_HistoryDatasetAssociation_25753280_xd0ueX,/galaxy-repl/main/jobdir/013/378/13378176/metadata_kwds_HistoryDatasetAssociation_25753280_SWeuAd,/galaxy-repl/main/jobdir/013/378/13378176/metadata_out_HistoryDatasetAssociation_25753280_TBK51K,/galaxy-repl/main/jobdir/013/378/13378176/metadata_results_HistoryDatasetAssociation_25753280_88aFhC,/galaxy-repl/main/files/016/531/dataset_16531194.dat,/galaxy-repl/main/jobdir/013/378/13378176/metadata_override_HistoryDatasetAssociation_25753280_hSL0xV\"" 1000000""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fde154ad092fa373'}]",,31398702,error,__SET_METADATA__,1.0.1,,2016-07-11 20:17:18.105875,57632,112.270109
2016-02-05 15:00:01.811369,slurm_normal,,main_w1_handler1,2589941,11721715,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15181857,bcf,5978390.roundup,slurm,,corral-repl,,"""failed_metadata""","""\""/galaxy/main/scratch/tmpRQaOCa\"" \""None\"" \""/galaxy-repl/main/jobdir/011/721/11721715/metadata_in_HistoryDatasetAssociation_23201709_AzbDaL,/galaxy-repl/main/jobdir/011/721/11721715/metadata_kwds_HistoryDatasetAssociation_23201709_UzpxPI,/galaxy-repl/main/jobdir/011/721/11721715/metadata_out_HistoryDatasetAssociation_23201709__Nk9Aw,/galaxy-repl/main/jobdir/011/721/11721715/metadata_results_HistoryDatasetAssociation_23201709_kF4LLZ,/galaxy-repl/main/files/014/227/dataset_14227554.dat,/galaxy-repl/main/jobdir/011/721/11721715/metadata_override_HistoryDatasetAssociation_23201709_5qtDZY\"" 1000000""",23201709,,,27545510,error,__SET_METADATA__,1.0.1,,2016-02-05 15:01:34.635485,43474,92.824116
2018-01-18 07:38:42.838791,slurm_normal,,main_w4_handler1,3372086,18069084,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4941559290,bed,12147626,slurm,,corral-repl,,"""ok""","""\""/galaxy-repl/main/jobdir/018/069/18069084/registry.xml\"" \""None\"" \""/galaxy-repl/main/jobdir/018/069/18069084/metadata_in_HistoryDatasetAssociation_33327713_zI2S67,/galaxy-repl/main/jobdir/018/069/18069084/metadata_kwds_HistoryDatasetAssociation_33327713_WQWj9M,/galaxy-repl/main/jobdir/018/069/18069084/metadata_out_HistoryDatasetAssociation_33327713_TEO6ep,/galaxy-repl/main/jobdir/018/069/18069084/metadata_results_HistoryDatasetAssociation_33327713_BGZvOB,/galaxy-repl/main/files/023/110/dataset_23110556.dat,/galaxy-repl/main/jobdir/018/069/18069084/metadata_override_HistoryDatasetAssociation_33327713_op_c7Z\"" 1000000""",,"[{'src': 'hda', 'id': 33327713}]",,43103048,error,__SET_METADATA__,1.0.1,,2018-01-19 04:14:07.900492,111505,74125.061701
2018-01-16 08:12:03.570317,slurm_normal,,main_w4_handler0,3372086,18045388,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4941559290,gff,12122752,slurm,,corral-repl,,"""ok""","""\""/galaxy-repl/main/jobdir/018/045/18045388/registry.xml\"" \""None\"" \""/galaxy-repl/main/jobdir/018/045/18045388/metadata_in_HistoryDatasetAssociation_33327244_fgT_CF,/galaxy-repl/main/jobdir/018/045/18045388/metadata_kwds_HistoryDatasetAssociation_33327244___nwFs,/galaxy-repl/main/jobdir/018/045/18045388/metadata_out_HistoryDatasetAssociation_33327244_eKaG7d,/galaxy-repl/main/jobdir/018/045/18045388/metadata_results_HistoryDatasetAssociation_33327244_64ZQ3Z,/galaxy-repl/main/files/023/110/dataset_23110089.dat,/galaxy-repl/main/jobdir/018/045/18045388/metadata_override_HistoryDatasetAssociation_33327244_XY3i2C\"" 1000000""",,"[{'src': 'hda', 'id': 33327244}]",,43103048,error,__SET_METADATA__,1.0.1,,2018-01-17 03:41:40.509720,111505,70176.93940300001
