create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.inputFile.values,parameters.interleave,parameters.output_per_rg,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.read2_max_bases_to_write,parameters.read2_trim,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-17 00:34:03.221577,slurm_normal,,main_w3_handler0,3157461,16120146,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",27185930100,sam,10201896.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/geoFor1.len""","""null""","""null""","""geoFor1""","""false""","""false""","[{'src': 'hda', 'id': 30059727}]","""false""","""true""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,38705361,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-17 00:38:23.154183,107748,259.932606
2017-06-17 01:13:57.566768,slurm_normal,,main_w3_handler1,3157461,16120332,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",27185930100,sam,10202081.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/geoFor1.len""","""null""","""null""","""geoFor1""","""false""","""false""","[{'src': 'hda', 'id': 30059727}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,38705361,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-17 01:19:18.034059,107748,320.46729100000005
2017-06-30 14:35:05.123134,slurm_normal,,main_w4_handler1,2680871,16231994,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",28137138631,bam,10307887.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 30241961}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,39023285,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-30 14:51:28.821472,77324,983.698338
2017-07-01 14:31:20.110008,slurm_normal,,main_w3_handler1,2680871,16238287,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",39336562050,bam,10313929.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 30256084}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,39023285,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-07-01 14:49:03.262707,77324,1063.152699
2017-07-25 12:22:34.339372,slurm_normal,,main_w4_handler1,2960094,16412288,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21627603780,bam,10477334.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 30599576}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""SILENT""",,39491893,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-07-25 12:35:59.819855,44519,805.480483
2017-06-30 03:19:15.007455,slurm_normal,,main_w4_handler0,2680871,16227855,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",28137138631,bam,10304728.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""false""","""false""","[{'src': 'hda', 'id': 30241961}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,38597706,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-06-30 07:46:13.942070,77324,16018.934615
2017-08-08 20:56:20.936830,slurm_normal,,main_w3_handler1,3216423,16533316,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12451975259,bam,10603540.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 30800374}]","""false""","""false""","""true""","""-1""","""0""","""-1""","""0""","""LENIENT""",,39770200,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/2.7.1.0,2.7.1.0,,2017-08-08 21:09:33.698912,109937,792.7620820000001
