create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filter_type.__current_case__,parameters.filter_type.filter,parameters.filter_type.read_list_file.values,parameters.inputFile.values,parameters.validation_stringency,read_list_file,read_list_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-17 12:52:29.473238,slurm_normal,,main_w4_handler0,2806770,15324079,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2946427967,bam,9464884.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",2,includeReadList,"[{'src': 'hda', 'id': 28804273}]","[{'src': 'hda', 'id': 28162300}]","""STRICT""",1635775553,tabular,,36632592,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2017-03-17 13:26:35.172600,89282,2045.699362
2017-03-17 12:33:41.480981,slurm_normal,,main_w4_handler1,2806770,15323983,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2904077756,bam,9464793.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,includeReadList,"[{'src': 'hda', 'id': 28804273}]","[{'src': 'hda', 'id': 28762958}]","""LENIENT""",1635775553,tabular,,36632592,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2017-03-17 13:03:52.343786,89282,1810.8628050000002
