chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.dnarna,parameters.input,parameters.input.values,parameters.out_order,parameters.outcontrol.__current_case__,parameters.outcontrol.out_seqnos,parameters.outcontrol.outform,parameters.outname,parameters.range.__current_case__,parameters.range.mode,parameters.range.seq_range_end,parameters.range.seq_range_start,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-09 18:24:46.196380,slurm_normal,,main_w4_handler1,3096855,16067336,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",45846253,fasta,10155780.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 29973681}]","""ALIGNED""",2,OFF,clustal,"""Clustal_FGFRbc06""",0,complete,,,,37741245,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2017-06-09 18:34:05.941989,,559.7456090000001
,,2015-11-26 11:11:39.097790,slurm_normal,,main_w1_handler0,1383003,11013718,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1057465268,fasta,5272265.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",21042984,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run_L. pealeii""",0,complete,,,,25779276,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-11-26 11:14:50.902369,29379.0,191.80457900000002
,,2017-09-10 22:49:20.773136,slurm_normal,,main_w3_handler1,3248475,16783396,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1143252313,fasta,10851768.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""danRer10""","""DNA""",,"[{'src': 'hda', 'id': 31177678}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run Augustus""",0,complete,,,,40390921,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2017-09-10 22:51:16.344865,,115.571729
,,2016-11-23 20:50:39.601906,slurm_normal,,main_w4_handler1,2775463,14419414,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13724775315,fasta,8623507.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 27358487}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,34428521,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-11-23 21:01:00.320168,87777.0,620.7182620000001
,,2015-09-23 18:02:49.535020,slurm_normal,,main_w2_handler0,2448111,10398720,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",108852311,fasta,4677885.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/propAcne_KPA171202.len""","""propAcne_KPA171202""","""DNA""",21217703,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,25333536,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-09-23 19:42:44.879527,69858.0,5995.344507000001
,,2015-06-16 01:53:33.231810,slurm_normal,,main_w2_handler1,2342487,9659167,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",598278008,fasta,3969733.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",20015989,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,23638128,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-06-16 01:55:59.611306,,146.37949600000002
,,2017-01-04 20:32:06.187000,slurm_normal,,main_w3_handler1,2858628,14691940,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",173004743,fasta,8861856.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 27803444}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,33774071,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2017-01-05 14:17:18.625130,,63912.43813
,,2016-01-12 10:00:22.657568,slurm_normal,,main_w2_handler0,2562068,11470135,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",608764335,fasta,5737179.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",22856452,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,27344521,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-01-12 10:02:56.577186,,153.919618
,,2015-01-14 10:15:18.807411,rodeo_normal,,main_w1_handler0,2164430,8544109,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",266297125,fasta,764708.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",18205737,,"""ALIGNED""",0,,fasta,"""PR2_gb203_Clustal_Aligned""",0,complete,,,,20338809,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-01-14 10:24:52.044376,,573.236965
,,2017-04-14 04:32:28.214277,slurm_normal,,main_w4_handler0,3026915,15585075,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3153506519,fasta,9707148.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 29186505}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,37322175,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2017-04-14 04:37:45.418088,98165.0,317.20381100000003
,,2015-01-26 12:43:23.160966,rodeo_normal,,main_w1_handler1,2002340,8606594,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",94978074,fasta,2566805.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",18300525,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,20652551,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-01-26 12:55:13.716445,51788.0,710.555479
,,2015-02-12 01:30:40.078822,rodeo_normal,,main_w1_handler1,2055905,8708990,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",816524198,fasta,2729504.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",18483432,,"""INPUT""",2,OFF,clustal,"""BHLHE40-AS1-004 on SRX020783""",0,complete,,,,21211685,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-02-12 01:33:39.437301,53160.0,179.35847900000002
,,2015-03-20 14:09:14.481257,rodeo_normal,,main_w1_handler0,2243626,8996377,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",578202079,fasta,3256368.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",18933004,,"""ALIGNED""",2,OFF,clustal,"""aligned_dolp_seqs_nocyano.fasta""",0,complete,,,,21906533,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-03-20 14:10:42.835736,,88.35447900000001
,,2015-06-19 14:42:23.978108,slurm_normal,,main_w2_handler0,2348654,9693183,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4303074,fasta,4002007.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""DNA""",20065217,,"""ALIGNED""",0,,fasta,"""Clustal_run""",0,complete,,,,23723800,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-06-19 16:09:02.164357,65069.0,5198.186249
,,2015-10-08 20:43:41.043023,slurm_normal,,main_w1_handler1,2464078,10531216,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1356406042,fasta,4805381.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",21436401,,"""ALIGNED""",0,,fasta,"""Clustal_run""",0,complete,,,,25557833,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-10-08 20:48:52.091508,70720.0,311.048485
,,2016-04-23 03:20:31.963432,slurm_normal,,main_w1_handler0,2680156,12579532,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3226979,fasta,6777117.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f1f9d505d2f0fc5'}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,29035648,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-04-23 07:18:31.715790,,14279.752358000002
,,2017-07-12 12:41:48.732614,slurm_normal,,main_w3_handler1,2793805,16319554,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1083981148,fasta,10386173.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 30454057}]","""ALIGNED""",0,,fasta,"""Clustal_run""",0,complete,,,,39068274,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2017-07-12 12:44:53.145645,74680.0,184.41303100000002
,,2017-03-01 16:28:47.818383,slurm_normal,,main_w3_handler1,3013891,15180308,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12641823,fasta,9330690.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 28568423}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,36338646,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2017-03-01 16:31:39.628434,101066.0,171.81005100000002
,,2016-07-13 08:38:55.047406,slurm_normal,,main_w1_handler1,2757753,13393418,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8835174288,fasta,7605166.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b810d5c842552a82'}]","""ALIGNED""",1,,phylip,"""Clustal_run""",0,complete,,,,30061330,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-07-13 08:46:41.430818,62597.0,466.383412
,,2018-02-05 19:28:45.093998,slurm_normal,,main_w4_handler1,3334296,18261858,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",713841874,fasta,12343183,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 33681048}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,42157347,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2018-02-05 19:31:08.546992,109246.0,143.45299400000002
,,2015-11-16 16:43:54.830303,slurm_normal,,main_w1_handler2,2508525,10916214,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",174880601,fasta,5169356.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",22022442,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,26298058,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-11-17 16:11:29.243399,,84454.413096
,,2016-05-28 19:36:40.124569,slurm_normal,,main_w2_handler1,2720173,13013628,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",824016107,fasta,7198599.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""DNA""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b578b1ff04be4f12fe'}]","""ALIGNED""",2,ON,clustal,"""Clustal_run""",0,complete,,,,30418438,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-05-28 19:40:31.913737,83277.0,231.78916800000002
,,2015-02-12 01:35:36.871893,rodeo_normal,,main_w1_handler1,2055905,8709003,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",816524198,fasta,2729527.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",18483432,,"""INPUT""",2,OFF,clustal,"""BHLHE40-AS1-003 on SRX020783""",0,complete,,,,21211685,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-02-12 01:37:49.563277,53160.0,132.691384
,,2015-02-18 08:50:12.318403,rodeo_normal,,main_w2_handler1,2209114,8753377,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2479263115,fasta,2807810.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",18551066,,"""INPUT""",2,ON,clustal,"""Clustal_run""",0,complete,,,,21294278,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-02-18 08:53:34.987985,59756.0,202.66958200000002
,,2015-03-25 06:52:15.158961,rodeo_normal,,main_w2_handler1,2248082,9030784,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2803943,fasta,3316089.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",18986471,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,22007453,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-03-25 08:05:07.244943,61330.0,4372.0859820000005
,,2015-03-19 18:38:16.435396,rodeo_normal,,main_w2_handler1,2162999,8990838,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",578202079,fasta,3245998.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",18923403,,"""ALIGNED""",0,,fasta,"""aligned_dolphins_no_cyano""",0,complete,,,,20309622,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-03-19 18:40:16.989294,,120.553898
,,2017-10-26 18:50:45.913769,slurm_normal,,main_w3_handler0,3232191,17232768,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1930107342,fasta,11293032,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 31573204}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,41067818,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2017-10-26 18:54:46.232871,110520.0,240.31910200000002
,,2017-10-26 18:50:46.187289,slurm_normal,,main_w4_handler0,3232191,17232769,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1926521534,fasta,11293030,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 31589870}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,41067818,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2017-10-26 18:54:57.034916,110520.0,250.84762700000002
,,2016-12-20 11:55:43.195209,slurm_normal,,main_w4_handler1,2922877,14614880,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",428037801,fasta,8804980.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 27552921}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run_all""",0,complete,,,,34716217,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-12-22 01:07:20.930171,83430.0,133897.73496200002
,,2016-01-12 11:16:31.332836,slurm_normal,,main_w2_handler0,2562966,11470552,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",608764335,fasta,5737839.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",22857042,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,27370730,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-01-12 11:18:40.410772,,129.077936
,,2016-12-20 11:55:23.816962,slurm_normal,,main_w3_handler0,2922877,14614855,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",539847590,fasta,8804949.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 27536618}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run_all""",0,complete,,,,34716217,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-12-21 23:56:45.701889,83430.0,129681.884927
,,2016-03-11 09:37:50.276491,slurm_normal,,main_w1_handler1,2621468,12104354,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",798988648,fasta,6328302.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",23736644,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,28811924,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-03-11 09:41:47.424325,79831.0,237.14783400000002
,,2016-09-10 06:26:58.892596,slurm_normal,,main_w3_handler0,2816017,13819943,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6978490612,fasta,8041612.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""DNA""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5723eec3c3fc2c6cc'}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,32882253,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-09-10 06:32:15.045510,89881.0,316.152914
,,2016-12-20 11:55:12.130465,slurm_normal,,main_w4_handler0,2922877,14614840,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",231661326,fasta,8804950.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",,"[{'src': 'hda', 'id': 27536415}]","""ALIGNED""",2,OFF,clustal,"""Clustal_run_all""",0,complete,,,,34716217,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2016-12-21 23:59:16.110593,83430.0,129843.98012800001
,,2015-12-11 17:37:28.530971,slurm_normal,,main_w1_handler0,2521770,11159346,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",850169726,fasta,5425164.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",22420117,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,26748305,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-12-11 17:41:27.126238,74321.0,238.595267
,,2015-08-09 00:41:37.159480,slurm_normal,,main_w1_handler1,2403816,10084830,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1405562728,fasta,4361679.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""DNA""",20720312,,"""ALIGNED""",1,,phylip,"""Clustal_run""",0,complete,,,,24579179,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-08-09 00:42:53.696245,67541.0,76.536765
,,2015-09-25 19:35:15.693464,slurm_normal,,main_w1_handler1,2448111,10429433,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",108852311,fasta,4705808.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/propAcne_KPA171202.len""","""propAcne_KPA171202""","""DNA""",21217703,,"""ALIGNED""",2,OFF,clustal,"""Clustal_run""",0,complete,,,,25333536,error,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,0.1,,2015-09-25 21:16:56.556973,69858.0,6100.863509000001
