create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-02 15:31:29.078514,slurm_normal,,main_w1_handler2,2611137,11996247,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14191,bed,1402217245,bed,6224027.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23612324,,23498623,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-02 15:57:20.244716,52630,1551.166202
2016-02-24 15:30:58.106879,slurm_normal,,main_w1_handler2,2611137,11929893,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14202,bed,341459672,bed,6158803.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23498713,,23498622,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-24 15:58:11.898840,52630,1633.7919610000001
2016-04-01 19:01:27.129944,slurm_normal,,main_w2_handler0,2644697,12314349,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18814,bed,1121527771,interval,6521740.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23996079,,23996083,,,29238289.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-01 19:09:00.066097,71114,452.93615300000005
2016-12-17 02:27:58.186162,slurm_normal,,main_w3_handler0,2932515,14597582,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26335913,bed,152060737,bed,8776046.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27668516}]",,"[{'src': 'hda', 'id': 27666418}]",,33988944.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-12-17 02:35:35.858207,52630,457.672045
2016-04-07 22:00:15.955137,slurm_normal,,main_w2_handler1,2661605,12376375,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",161349,bed,341459672,bed,6573853.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24196801,,24196795,,,28403310.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-07 22:13:26.149685,70266,790.194548
2016-02-24 15:30:02.169567,slurm_normal,,main_w2_handler0,2611137,11929877,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14202,bed,349645648,bed,6158645.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23498714,,23498631,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-24 15:48:39.300539,52630,1117.1309720000002
2015-08-12 17:33:07.324114,slurm_normal,,main_w1_handler0,1099587,10103689,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",440831,bed,2003443836,interval,4377603.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17160442,,20750000,,,24273893.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2015-08-12 17:41:47.047375,25571,519.723261
2017-01-11 21:45:56.950093,slurm_normal,,main_w3_handler1,2936681,14744178,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",40957886,interval,1117887133,interval,8914036.roundup,slurm,,corral-repl,,"""46fea63ed84711e6bb79005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27897560}]",,"[{'src': 'hda', 'id': 27897573}]",,,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2017-01-12 14:33:42.357914,5613,60465.407821
2016-02-24 15:29:59.536679,slurm_normal,,main_w1_handler1,2611137,11929874,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14202,bed,1402217245,bed,6158905.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23498714,,23498623,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-24 16:10:03.709740,52630,2404.173061
2016-02-16 21:57:52.109161,slurm_normal,,main_w2_handler1,2600600,11852527,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",70125575,interval,1121269905,interval,6095307.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23358589,,23381700,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-16 22:08:11.369715,52630,619.2605540000001
2016-02-22 21:25:48.886114,slurm_normal,,main_w2_handler1,2608610,11903384,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6366737,interval,1402217245,bed,6142037.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23463377,,23461668,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-22 21:46:11.546533,52630,1222.660419
2016-02-18 19:53:37.513366,slurm_normal,,main_w2_handler0,2604712,11871579,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3546,bed,257884199,interval,6111868.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23411035,,23411045,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-18 20:08:42.911967,52630,905.3986010000001
2016-03-08 19:46:18.072587,slurm_normal,,main_w1_handler0,2626261,12073736,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",636716,interval,152060737,bed,6299409.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23744685,,23744608,,,28403310.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-08 22:32:16.174822,70266,9958.102235
2016-02-15 21:36:25.316529,slurm_normal,,main_w1_handler2,2600600,11837674,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",70125575,interval,1401921572,bed,6082336.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23358589,,23358494,,,28316939.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-15 22:06:54.103118,52630,1828.786589
2016-03-07 16:38:13.015231,slurm_normal,,main_w1_handler1,2624371,12057932,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",118562549,interval,1121269905,interval,6281302.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23722098,,23722125,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-07 17:29:41.936011,52630,3088.9207800000004
2016-12-17 02:30:51.497355,slurm_normal,,main_w3_handler1,2932515,14597652,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2114585,bed,152060737,bed,8777817.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 27668519}]",,"[{'src': 'hda', 'id': 27666418}]",,33988944.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-12-17 17:34:24.729284,52630,54213.231929
