create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-06 00:37:46.455077,slurm_normal,,main_w1_handler0,2658990,12349478,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2693590,bed,1402217245,bed,6554314.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24160853,,24160812,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-06 00:54:20.152408,52630,993.6973310000001
2016-03-02 15:30:57.602914,slurm_normal,,main_w1_handler1,2611137,11996228,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14191,bed,349645648,bed,6223773.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23612326,,23498631,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-02 15:44:27.921696,52630,810.318782
2016-02-24 15:30:59.902069,slurm_normal,,main_w1_handler2,2611137,11929897,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14202,bed,349645648,bed,6159164.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23498713,,23498631,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-24 16:36:31.426178,52630,3931.5241090000004
2015-12-09 02:00:32.006564,slurm_normal,,main_w1_handler2,2487411,11123453,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",687717,interval,465040562,interval,5389155.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21775140,,22358937,,,26194191.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2015-12-09 02:07:23.144165,70266,411.137601
2016-02-15 21:36:28.454113,slurm_normal,,main_w1_handler2,2600600,11837677,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",70125575,interval,349534797,bed,6082353.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23358589,,23358498,,,28316939.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-15 22:12:10.017967,52630,2141.563854
2016-03-10 19:08:35.532411,slurm_normal,,main_w1_handler1,2629245,12098641,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",344857,interval,270307019,interval,6323054.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23784029,,23782941,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-10 20:19:03.030221,52630,4227.49781
2016-02-24 15:29:58.369093,slurm_normal,,main_w2_handler0,2611137,11929873,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14202,bed,341459672,bed,6158624.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23498714,,23498622,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-24 15:40:21.785592,52630,623.416499
2016-04-01 02:17:50.600051,slurm_normal,,main_w1_handler0,2644697,12306499,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18814,bed,257955771,interval,6514742.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23996079,,23996081,,,29238289.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-01 03:43:22.671358,71114,5132.071307
2016-03-07 21:32:09.380105,slurm_normal,,main_w2_handler0,2624371,12061742,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",354557,interval,1121269905,interval,6284241.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23722099,,23722125,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-07 22:22:12.296511,52630,3002.9164060000003
2016-04-06 00:37:47.761845,slurm_normal,,main_w1_handler0,2658990,12349481,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2693590,bed,349645648,bed,6554357.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24160853,,24160815,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-06 01:09:28.506221,52630,1900.744376
2016-02-19 21:21:52.202009,slurm_normal,,main_w1_handler2,2606226,11881624,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14188,bed,1121269905,interval,6121280.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23428389,,23428358,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-19 22:16:05.188098,52630,3252.986089
2016-02-15 21:36:23.581021,slurm_normal,,main_w1_handler2,2600600,11837672,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",70125575,interval,341384902,bed,6082200.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23358589,,23358493,,,28316939.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-15 21:54:09.124919,52630,1065.5438980000001
2016-02-24 15:31:32.943309,slurm_normal,,main_w2_handler1,2611137,11929924,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14202,bed,349645648,bed,6158882.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23498711,,23498631,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-24 16:11:55.141521,52630,2422.1982120000002
2016-02-26 14:31:40.491724,slurm_normal,,main_w1_handler0,2608553,11951079,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",636716,interval,152060737,bed,6184426.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23461818,,23528831,,,28403310.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-26 14:45:06.907743,70266,806.416019
2015-01-06 17:14:19.929947,rodeo_normal,,main_w2_handler0,1104769,8505659,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",717405,interval,150572831,interval,2423890.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/009/502/dataset_9502597.dat""","""C.gigasv9""",18140872,,18140624,,,18527463.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2015-01-06 17:20:35.551669,25695,375.62172200000003
2016-04-06 00:39:57.820571,slurm_normal,,main_w2_handler1,2658990,12349570,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18814,bed,349645648,bed,6554500.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24160855,,24160815,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-06 01:32:29.126630,52630,3151.306059
2015-09-24 16:32:04.368928,slurm_normal,,main_w2_handler0,2449067,10410648,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3102679,interval,148943864,interval,4689174.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21236451,,21236464,,,25071297.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2015-09-24 16:33:35.124757,5613,90.755829
2016-08-28 22:20:10.772103,slurm_normal,,main_w4_handler0,2804491,13737245,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37013407,bed,152060737,bed,7956518.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580c809c2c2aa2a75'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d5aa4b386065624'}]",,31887632.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-08-28 22:29:46.206735,52630,575.4346320000001
2016-02-29 20:25:19.288524,slurm_normal,,main_w2_handler0,2616712,11975312,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3550,bed,1121269905,interval,6203809.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23563486,,23563458,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-29 20:35:54.021453,52630,634.732929
2016-03-02 15:31:30.533929,slurm_normal,,main_w2_handler1,2611137,11996250,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14191,bed,349645648,bed,6224163.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23612324,,23498631,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-02 16:14:29.300663,52630,2578.7667340000003
2016-03-08 19:43:15.756640,slurm_normal,,main_w1_handler0,2626261,12073687,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",64210247,interval,152060737,bed,6298254.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23744651,,23744608,,,28403310.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-08 21:31:13.419210,70266,6477.66257
2016-04-06 00:38:42.378660,slurm_normal,,main_w1_handler2,2658990,12349520,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17133386,bed,341459672,bed,6554509.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24160854,,24160810,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-06 01:29:59.423266,52630,3077.0446060000004
2016-02-22 21:24:51.318622,slurm_normal,,main_w1_handler0,2608610,11903361,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",636716,interval,341459672,bed,6142053.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23463376,,23461642,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-22 21:45:39.790922,52630,1248.4723000000001
2016-04-06 00:37:45.383633,slurm_normal,,main_w1_handler1,2658990,12349476,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2693590,bed,341459672,bed,6554271.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24160853,,24160810,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-06 00:45:30.826887,52630,465.443254
2016-02-29 20:25:54.361017,slurm_normal,,main_w1_handler2,2616712,11975329,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3550,bed,257884199,interval,6204218.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23563485,,23563457,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-29 21:36:11.763187,52630,4217.40217
2017-09-28 09:59:10.172572,slurm_normal,,main_w4_handler1,3107494,16958300,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",40936,bed,132349820,bed,11026844.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31459677}]",,"[{'src': 'hda', 'id': 31459488}]",,39751379.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2017-09-28 10:06:20.205451,13067,430.03287900000004
2016-02-19 21:21:04.821806,slurm_normal,,main_w1_handler2,2606226,11881605,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14188,bed,257884199,interval,6121146.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23428388,,23428357,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-19 21:53:45.553343,52630,1960.7315370000001
2016-03-08 19:40:02.923994,slurm_normal,,main_w1_handler2,2626261,12073659,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14188,bed,152060737,bed,6298352.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23744594,,23744608,,,28403310.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-08 21:36:48.546252,70266,7005.622258
2016-02-18 19:53:40.135224,slurm_normal,,main_w1_handler1,2604712,11871580,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3546,bed,1121269905,interval,6111904.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23411035,,23411046,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-02-18 20:16:34.722208,52630,1374.586984
2016-10-27 16:20:46.545893,slurm_normal,,main_w4_handler0,2871700,14192555,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1043655,interval,398963640,interval,8405048.roundup,slurm,,corral-repl,,"""483de1449c6111e68402005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f11ab103ab16fbd9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54509a26a88c38c07'}]",,33902058.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-10-27 16:48:34.646269,5613,1668.100376
2016-12-21 16:43:19.310718,slurm_normal,,main_w3_handler1,2936681,14626455,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5302057,interval,1140943282,interval,8806474.roundup,slurm,,corral-repl,,"""89dcb54cc79c11e6b6cb005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27711077}]",,"[{'src': 'hda', 'id': 27711090}]",,,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-12-22 07:41:55.795486,5613,53916.484768
2016-04-01 02:17:53.188112,slurm_normal,,main_w1_handler1,2644697,12306504,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18814,bed,270404129,interval,6514570.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23996079,,23996086,,,29238289.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-01 03:14:30.743184,71114,3397.555072
2016-03-07 16:36:25.981192,slurm_normal,,main_w1_handler0,2624371,12057900,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",118562549,interval,257884199,interval,6281128.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23722098,,23722124,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-07 17:22:28.971504,52630,2762.9903120000004
2016-04-07 21:00:16.953224,slurm_normal,,main_w2_handler0,2661605,12375924,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18814,bed,152060737,bed,6573041.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24196797,,24196790,,,28403310.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-07 21:15:58.280801,70266,941.327577
2016-03-07 21:26:32.188095,slurm_normal,,main_w1_handler0,2624057,12061683,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3550,bed,270307019,interval,6284191.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23722453,,23720945,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-07 22:19:39.290579,52630,3187.102484
2016-03-07 16:38:17.304120,slurm_normal,,main_w1_handler1,2624371,12057935,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",118562549,interval,270307019,interval,6281340.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23722098,,23722128,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-03-07 17:36:26.957570,52630,3489.6534500000002
2016-04-06 00:38:46.220014,slurm_normal,,main_w1_handler0,2658990,12349525,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17133386,bed,349645648,bed,6554605.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24160854,,24160815,,,28316248.0,error,toolshed.g2.bx.psu.edu/repos/devteam/featurecounter/featureCoverage1/2.0.0,2.0.0,,2016-04-06 01:52:12.130767,52630,4405.910753
