create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.hist,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.split,parameters.strandedness,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-15 08:06:38.046082,slurm_normal,,main_w4_handler0,3389990,18036572,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1718508651,bed,1718508651,bed,12113718,slurm,,corral-repl,,"""002316ccf9cb11e7a8fd005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""false""",,"[{'src': 'hda', 'id': 33314588}]",,"[{'src': 'hda', 'id': 33314588}]","""false""","""false""",,,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2018-01-15 08:07:43.337668,109920,65.29158600000001
2016-02-12 11:00:23.035687,slurm_normal,,main_w2_handler0,2263650,11803795,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9163,tabular,842142833,bed,6054479.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""False""",23313327,,23301225,,"""False""","""False""",,28288074.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-02-12 11:02:02.878038,62148,99.84235100000001
2016-10-31 19:07:29.327652,slurm_normal,,main_w3_handler1,2764972,14219812,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1158285448,bam,946996,bed,8429998.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537df2bae0942bfe2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55933046ae552b0df'}]","""false""","""false""",,34003499.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-31 19:40:17.327766,87308,1968.0001140000002
2017-06-11 02:57:50.782764,slurm_normal,,main_w3_handler0,2099081,16072982,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1761445834,bam,3065464,bed,10160832.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 29943868}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,38564836.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-06-11 03:03:32.818153,32853,342.035389
2017-06-12 00:06:16.964888,slurm_normal,,main_w3_handler0,2099081,16076656,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1761445834,bam,3065464,bed,10164002.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 29943868}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,38591770.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-06-12 00:12:05.931542,32853,348.966654
2016-09-01 16:40:28.290465,slurm_normal,,main_w3_handler0,2269996,13763918,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",27578,bed,1172084406,bed,7985228.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mycoGeni.len""","""false""","""mycoGeni""","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51fcbc0425e9073d1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b525ca2d5a1f0d30a9'}]","""false""","""true""",,31781536.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-09-01 16:44:55.790254,62324,267.499789
2016-10-24 16:34:22.838460,slurm_normal,,main_w3_handler0,2764972,14159708,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1077485577,bam,1166471,bed,8371318.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ca82ab827939977'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594677bd1a2b460c9'}]","""false""","""false""",,33719901.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-24 16:36:44.630209,87308,141.791749
2017-04-02 00:03:42.262866,slurm_normal,,main_w4_handler1,2099081,15459125,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4086035227,bam,3065464,bed,9589173.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 27462229}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,37042974.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-04-02 00:10:43.724129,32853,421.46126300000003
2017-03-17 04:02:02.246927,slurm_normal,,main_w4_handler0,3012520,15320240,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",52615,bed,1397672491,bed,9461285.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""false""","""ce10""","""false""",,"[{'src': 'hda', 'id': 28798321}]",,"[{'src': 'hda', 'id': 28799236}]","""false""","""false""",,36313356.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-03-17 04:03:48.262881,94782,106.01595400000001
2016-10-25 04:41:40.158232,slurm_normal,,main_w3_handler1,2764972,14164534,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1158285448,bam,946996,bed,8377066.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f474d61626df5e9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51d1c8f124a698a8b'}]","""false""","""false""",,33887446.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-25 04:44:00.265547,87308,140.107315
2016-01-12 13:03:14.857682,slurm_normal,,main_w2_handler0,2185573,11474061,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4149413823,bam,83602000,gff3,5738737.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/013/439/dataset_13439148.dat""","""False""","""Populus_hybrid""","""False""",22341687,,22279138,,"""False""","""False""",,27345583.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-01-12 13:13:57.097264,28313,642.239582
2017-06-12 03:40:09.515886,slurm_normal,,main_w4_handler0,2099081,16077723,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1761445834,bam,3065464,bed,10164953.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 29943868}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,38564836.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-06-12 03:45:58.556520,32853,349.040634
2017-04-01 23:47:32.714796,slurm_normal,,main_w4_handler0,2099081,15459045,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5192718153,bam,3065464,bed,9588991.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 27462232}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,37042974.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-04-01 23:54:43.730471,32853,431.01567500000004
2016-01-12 12:23:00.134490,slurm_normal,,main_w1_handler0,2185573,11472075,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4149413823,bam,83602000,gff3,5738467.roundup,slurm,,corral-repl,,,"""/galaxy-repl/main/files/013/439/dataset_13439148.dat""","""False""","""Populus_hybrid""","""False""",22341687,,22279138,,"""False""","""False""",,27345583.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-01-12 12:42:27.952840,28313,1167.81835
2016-10-27 08:23:05.428399,slurm_normal,,main_w3_handler0,2764972,14188247,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1077485577,bam,1166471,bed,8400726.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b923f5d3a229ac7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b598cd859f4501592b'}]","""false""","""false""",,33887446.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-27 08:27:56.796750,87308,291.368351
