create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.hist,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.split,parameters.strandedness,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-27 07:54:25.241611,slurm_normal,,main_w3_handler0,2764972,14188000,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1077485577,bam,1166471,bed,8400486.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ca82ab827939977'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce8a6d4c8494ba64'}]","""false""","""false""",,33887446.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-27 07:57:44.920991,87308,199.67938
2017-04-02 00:54:55.462189,slurm_normal,,main_w4_handler0,2099081,15459264,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4086035227,bam,3065464,bed,9589740.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 27462229}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,37042974.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-04-02 01:02:14.548930,32853,439.086741
2017-06-10 23:17:56.991153,slurm_normal,,main_w4_handler0,2099081,16072450,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1761445834,bam,3065464,bed,10160400.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 29943868}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,38532084.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-06-10 23:23:36.997247,32853,340.006094
2017-06-10 17:15:41.950064,slurm_normal,,main_w3_handler0,2099081,16071430,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1761445834,bam,3065464,bed,10159655.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 29943868}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,38532268.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-06-10 17:21:33.265252,32853,351.31518800000003
2017-04-01 23:47:33.191928,slurm_normal,,main_w3_handler0,2099081,15459047,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3813587118,bam,3065464,bed,9589118.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 27462234}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,37042974.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-04-02 00:06:01.930538,32853,1108.73861
2018-01-15 07:52:41.704786,slurm_normal,,main_w4_handler1,3389990,18036513,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1718508651,bed,1718508651,bed,12113657,slurm,,corral-repl,,"""0ce0d266f9c911e7b977005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""false""",,"[{'src': 'hda', 'id': 33314588}]",,"[{'src': 'hda', 'id': 33314588}]","""false""","""false""",,,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2018-01-15 07:53:32.453531,109920,50.74874500000001
2016-10-31 02:28:44.993351,slurm_normal,,main_w3_handler1,2764972,14211220,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1158285448,bam,946996,bed,8422147.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f52784037cb130c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51d1c8f124a698a8b'}]","""false""","""false""",,33958149.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-31 02:31:21.005747,87308,156.01239600000002
2017-06-10 21:04:02.646699,slurm_normal,,main_w4_handler1,2099081,16072247,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1761445834,bam,3065464,bed,10160272.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 29943868}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,38564836.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-06-10 21:09:42.462178,32853,339.81547900000004
2016-02-28 05:36:08.158092,slurm_normal,,main_w1_handler2,2554174,11959831,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1787040627,bed,1787040627,bed,6193066.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""False""",23525891,,23525891,,"""False""","""False""",,27161123.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-02-28 05:38:03.849002,55954,115.69091
2016-11-15 03:57:44.097077,slurm_normal,,main_w4_handler0,2764972,14341300,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1158285448,bam,946996,bed,8547615.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f52784037cb130c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee1e06fc1ed1f71d'}]","""false""","""false""",,34239994.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-11-15 04:00:21.713157,87308,157.61608
2016-10-31 03:44:19.448194,slurm_normal,,main_w3_handler0,2764972,14211587,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1158285448,bam,946996,bed,8422480.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f52784037cb130c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e1c94a6b01c279e'}]","""false""","""false""",,33958149.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-31 03:46:53.071355,87308,153.623161
2017-06-11 12:00:48.787370,slurm_normal,,main_w4_handler1,2099081,16074006,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1761445834,bam,3065464,bed,10161602.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 29943868}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,38564836.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-06-11 12:06:19.321679,32853,330.534309
2016-10-31 04:41:40.498782,slurm_normal,,main_w3_handler0,2764972,14212087,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1181066386,bam,809546,bed,8422886.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c834327751ecb5c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d13d7c772c1d4dd'}]","""false""","""false""",,33958149.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-31 04:44:16.583558,87308,156.084776
2016-01-21 10:21:20.392325,slurm_normal,,main_w1_handler2,2196514,11569047,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17553,csv,5295244092,vcf,5834959.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""False""",22988939,,22880700,,"""False""","""False""",,26867468.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-01-21 10:22:21.818685,59274,61.42636
2016-10-28 03:09:34.939596,slurm_normal,,main_w4_handler1,2764972,14196858,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1392595614,bam,1166471,bed,8408709.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5daf3287053334add'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b598cd859f4501592b'}]","""false""","""false""",,33887446.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-28 03:11:57.818594,87308,142.878998
2017-06-12 12:00:07.225754,slurm_normal,,main_w3_handler0,2099081,16080780,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1761445834,bam,3065464,bed,10167550.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 29943868}]",,"[{'src': 'hda', 'id': 29022375}]","""false""","""false""",,38604368.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-06-12 12:04:54.122624,32853,286.89687000000004
2017-03-17 04:04:07.861778,slurm_normal,,main_w4_handler1,3012520,15320246,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",52615,bed,1397672491,bed,9461295.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""false""","""ce10""","""false""",,"[{'src': 'hda', 'id': 28798321}]",,"[{'src': 'hda', 'id': 28799236}]","""false""","""false""",,36313356.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-03-17 04:06:40.160494,94782,152.298716
2018-01-25 20:24:23.742894,slurm_normal,,main_w4_handler0,3405646,18158222,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1813979777,bam,1328635052,bed,12240069,slurm,,corral-repl,,"""b25fd6fa020d11e880bd005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","""false""",,"[{'src': 'hda', 'id': 33502103}]",,"[{'src': 'hda', 'id': 33451895}]","""false""","""false""",,,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2018-01-25 21:51:30.636286,117460,5226.893392
2016-11-15 07:10:56.260629,slurm_normal,,main_w3_handler1,2764972,14341984,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1077485577,bam,1171571,bed,8548336.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b923f5d3a229ac7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3125dc1dde92414'}]","""false""","""false""",,34239994.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-11-15 07:13:04.461533,87308,128.200904
2017-06-11 16:55:34.460404,slurm_normal,,main_w3_handler0,2099081,16075519,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1761445834,bam,3065464,bed,10162949.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 29943868}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,38532268.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-06-11 17:01:23.298665,32853,348.83826100000005
2016-02-12 12:53:36.861663,slurm_normal,,main_w2_handler1,2263650,11804833,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3924,tabular,842142833,bed,6055867.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""False""",23315678,,23301225,,"""False""","""False""",,28288074.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-02-12 12:56:25.250376,62148,168.38871300000002
2017-04-02 01:47:51.397848,slurm_normal,,main_w4_handler0,2099081,15459380,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4086035227,bam,3065464,bed,9589882.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 27462229}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,37043986.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-04-02 01:54:43.768785,32853,412.370937
2016-10-24 16:31:05.004405,slurm_normal,,main_w4_handler1,2764972,14159686,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1077485577,bam,1166471,bed,8371303.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ca82ab827939977'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594677bd1a2b460c9'}]","""false""","""false""",,33719901.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-24 16:33:26.242088,87308,141.237683
2016-10-24 16:44:02.625472,slurm_normal,,main_w3_handler1,2764972,14159773,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1077485577,bam,1166471,bed,8371383.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ca82ab827939977'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f5d1604dda33360'}]","""false""","""false""",,33719901.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-24 16:46:08.830818,87308,126.205346
2016-10-28 03:29:35.955507,slurm_normal,,main_w3_handler1,2764972,14196981,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1098498906,bam,863196,bed,8408824.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51b86eb52f4e3794f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56235f1132d2022e6'}]","""false""","""false""",,33887446.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-10-28 03:32:15.846779,87308,159.89127200000001
2017-04-01 23:47:33.522917,slurm_normal,,main_w4_handler0,2099081,15459048,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6492377661,bam,3065464,bed,9588992.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""",,"[{'src': 'hda', 'id': 27462235}]",,"[{'src': 'hda', 'id': 29022375}]","""true""","""false""",,37042974.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2017-04-01 23:55:34.402372,32853,480.879455
2016-11-13 17:52:22.563347,slurm_normal,,main_w3_handler0,2764972,14330387,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1158285448,bam,927021,bed,8537223.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537df2bae0942bfe2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d4c3b20c3da3a1d'}]","""false""","""false""",,34003499.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-11-13 17:54:42.425367,87308,139.86202
2016-02-11 17:17:08.457351,slurm_normal,,main_w2_handler1,2263650,11793460,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1518010006,bam,842142833,bed,6046371.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""False""","""hg19""","""False""",23300862,,23301225,,"""False""","""False""",,28288074.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.22.1,2.22.1,,2016-02-11 17:35:01.718216,62148,1073.260865
