create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv.alignments,parameters.adv.header,parameters.adv.matepairDist,parameters.adv.minMapq,parameters.adv.primary,parameters.adv.region,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.accession,parameters.input.input_select,parameters.outputformat,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-14 06:02:49.752344,slurm_normal,,main_w4_handler1,2836388,14079564,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8296100.roundup,slurm,,corral-repl,,both,yes,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR925743,accession_number,"""bam""",,33674748,error,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sam_dump/2.6.2,2.6.2,,2016-10-14 07:01:19.762292,79608,3510.0099480000003
