create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.flag.__current_case__,parameters.flag.filter,parameters.header,parameters.input1,parameters.library,parameters.mapq,parameters.outputtype,parameters.read_group,parameters.regions,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-09-14 10:30:26.370672,slurm_normal,,main_w1_handler1,2435985,10314360,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14089816905,sam,4598906.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,no,"""-h""",21101253,"""""","""20""","""bam""","""""","""""",,25128355,error,toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.1.1,1.1.1,,2015-09-14 10:31:27.761531,69101,61.390859000000006
