create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.c_and_o_argument_repeat,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.header,parameters.input.values,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-07-10 21:31:23.174227,slurm_normal,,main_w4_handler1,3172425,16302815,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6128745570,bam,10371288.roundup,slurm,,corral-repl,,"""1a0e8db265b711e7852e005056a51846""",[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 30376734}]","""""",,,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-07-10 22:40:45.129531,108189,4161.955304
2017-08-24 09:19:53.066642,slurm_normal,,main_w3_handler0,3164491,16647172,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10413305766,bed,10719866.roundup,slurm,,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""","""false""","[{'src': 'hda', 'id': 30973749}]","""-s""",,38961797.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-08-24 09:26:05.639859,61107,372.573217
2017-07-10 23:00:03.091392,slurm_normal,,main_w4_handler0,3172425,16303187,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6128745570,bam,10371364.roundup,slurm,,corral-repl,,"""7d7177a065c311e7a055005056a52a46""",[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 30376734}]","""""",,,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-07-10 23:02:31.274818,108189,148.183426
