create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.deviations,parameters.histWidth,parameters.input_file,parameters.malevel,parameters.minPct,parameters.out_prefix,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-02-16 09:35:00.351838,rodeo_normal,,main_w1_handler1,2186828,8733022,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6166767898,bam,2772492.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10.0""","""0""",18432807,"""ALL_READS""","""0.05""","""Insertion size metrics""",,19921568,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-02-16 10:01:14.409573,57012,1574.057735
