create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1_file,input1_file_filetype,input2_file,input2_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1_file.values,parameters.input2_file.values,parameters.paste_sequence,parameters.style,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-10 18:09:14.462566,slurm_normal_16gb,,main_w3_handler1,1323885,17995180,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1517494767,fastqsanger,125400254955,fastqsanger,12071927,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883526}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-10 18:30:39.235784,31552,1284.773218
2018-01-09 22:24:23.173211,slurm_normal_16gb,,main_w3_handler0,1323885,17986626,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1554928053,fastqsanger,125400254955,fastqsanger,12062993,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883600}]","[{'src': 'hda', 'id': 32728642}]","""""","""old""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-09 22:56:38.120219,31552,1934.947008
2018-01-10 19:36:19.329430,slurm_normal_16gb,,main_w3_handler0,1323885,17995913,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1517494767,fastqsanger,125400254955,fastqsanger,12073418,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883526}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-10 21:06:51.100446,31552,5431.771016000001
2017-12-12 19:10:22.515866,slurm_normal_16gb,,main_w4_handler0,1323885,17788179,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1517494767,fastqsanger,125400254955,fastqsanger,11858172,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883526}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-12-12 21:02:46.338959,31552,6743.823093
2017-12-12 19:10:21.819388,slurm_normal_16gb,,main_w4_handler1,1323885,17788176,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1867216616,fastqsanger,125400254955,fastqsanger,11857949,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883497}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-12-12 20:42:53.472481,31552,5551.653093
2018-01-09 23:15:36.795518,slurm_normal_16gb,,main_w3_handler0,1323885,17986863,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1554928053,fastqsanger,125400254955,fastqsanger,12063291,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883600}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-09 23:39:07.107014,31552,1410.311496
2018-01-10 19:36:20.422488,slurm_normal_16gb,,main_w4_handler0,1323885,17995914,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1554928053,fastqsanger,125400254955,fastqsanger,12072894,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883600}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-10 20:19:42.206926,31552,2601.784438
2018-01-10 19:36:13.106481,slurm_normal_16gb,,main_w4_handler1,1323885,17995909,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3148969126,fastqsanger,125400254955,fastqsanger,12073114,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883515}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-10 20:44:18.302244,31552,4085.195763
2017-12-12 21:00:05.128722,slurm_normal_16gb,,main_w4_handler0,1323885,17789454,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1554928053,fastqsanger,125400254955,fastqsanger,11858315,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883600}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-12-12 21:23:07.045560,31552,1381.916838
2018-01-08 23:30:54.442218,slurm_normal_16gb,,main_w4_handler1,1323885,17976945,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1554928053,fastqsanger,125400254955,fastqsanger,12053491,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883600}]","[{'src': 'hda', 'id': 32728642}]","""""","""old""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-08 23:52:28.706364,31552,1294.264146
2017-12-12 19:09:50.826914,slurm_normal_16gb,,main_w3_handler1,1323885,17788173,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1554928053,fastqsanger,125400254955,fastqsanger,11856962,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883600}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-12-12 19:31:18.933396,31552,1288.1064820000001
2017-12-12 19:10:22.293790,slurm_normal_16gb,,main_w3_handler0,1323885,17788178,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3299566742,fastqsanger,125400254955,fastqsanger,11857546,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883522}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-12-12 20:22:13.427719,31552,4311.1339290000005
2017-12-12 19:10:22.052708,slurm_normal_16gb,,main_w3_handler1,1323885,17788177,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3148969126,fastqsanger,125400254955,fastqsanger,11857146,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883515}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2017-12-12 19:56:37.037935,31552,2774.985227
2018-01-10 19:36:07.052012,slurm_normal_16gb,,main_w3_handler0,1323885,17995906,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1867216616,fastqsanger,125400254955,fastqsanger,12072649,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883497}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-10 19:57:43.058510,31552,1296.0064980000002
2018-01-09 21:50:34.787557,slurm_normal_16gb,,main_w3_handler0,1323885,17986376,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1554928053,fastqsanger,125400254955,fastqsanger,12062760,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883600}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-09 22:21:34.561993,31552,1859.7744360000002
2018-01-08 22:42:53.142271,slurm_normal_16gb,,main_w4_handler0,1323885,17976722,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1554928053,fastqsanger,125400254955,fastqsanger,12053242,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883600}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-08 23:15:41.568466,31552,1968.4261950000002
2018-01-10 18:40:51.955618,slurm_normal_16gb,,main_w3_handler1,1323885,17995478,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1554928053,fastqsanger,125400254955,fastqsanger,12072228,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 32883600}]","[{'src': 'hda', 'id': 32728642}]","""""","""new""",,41678180,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/2.0.1.0,2.0.1.0,,2018-01-10 19:02:12.567299,31552,1280.611681
