create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-23 10:04:22.211918,slurm_normal,,main_w3_handler0,3434486,18494905,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12590463,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,basic,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 34020823}]}}]",hg19,cached,5538927775,bam,,44111879,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.0.2,0.0.2,,2018-02-23 16:08:02.472951,84504,21820.261033000002
