create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.freq,parameters.input,parameters.rsquare,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-23 17:16:42.203621,slurm_normal,,main_w1_handler2,2152077,12237274,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2921274197,bedgraph,6451202.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.0""",18673504,"""0.9""",,29167787,error,hgv_ldtools,1.0.0,,2016-03-23 17:21:32.812971,43909,290.60935
