create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.iterations,parameters.major_only,parameters.pairwise,parameters.root.__current_case__,parameters.root.root_fa,parameters.root.root_selector,parameters.sequences,parameters.sequences.values,root_fa,root_fa_filetype,runner_name,sequences,sequences1,sequences10,sequences10_filetype,sequences11,sequences11_filetype,sequences12,sequences12_filetype,sequences13,sequences13_filetype,sequences14,sequences14_filetype,sequences15,sequences15_filetype,sequences16,sequences16_filetype,sequences17,sequences17_filetype,sequences18,sequences18_filetype,sequences19,sequences19_filetype,sequences1_filetype,sequences2,sequences20,sequences20_filetype,sequences2_filetype,sequences3,sequences3_filetype,sequences4,sequences4_filetype,sequences5,sequences5_filetype,sequences6,sequences6_filetype,sequences7,sequences7_filetype,sequences8,sequences8_filetype,sequences9,sequences9_filetype,sequences_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-24 19:33:12.178443,slurm_normal,,main_w2_handler0,2538795,11591863,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5857173.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""False""","""False""",0,,unrooted,"""23024706,23024707""",,,,,2965369037,2965369037,,,,,,,,,,,,,,,,,,,,,fasta,6273159070.0,,,fasta,,,,,,,,,,,,,,,fasta,27695153,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-01-24 19:36:29.999679,74557,197.821236
2016-01-26 14:47:11.718374,slurm_normal,,main_w1_handler1,2577130,11607529,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5872357.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""True""","""False""",0,,unrooted,"""23044602,23044908,23044955,23045022,23045023,23045027,23045045,23045056,23045059,23045060,23045061,23046552""",,,,,3175111626,3175111626,5901486758.0,fasta,4834590662.0,fasta,6716877972.0,fasta,,,,,,,,,,,,,,,fasta,3875820788.0,,,fasta,5031813082.0,fasta,4972314268.0,fasta,5196376866.0,fasta,4502201608.0,fasta,5641285070.0,fasta,5508047984.0,fasta,4186714394.0,fasta,fasta,27765093,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-01-26 14:49:28.749552,77226,137.031178
2016-01-26 18:57:31.691613,slurm_normal,,main_w1_handler2,2577130,11609655,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5874423.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""True""","""False""",0,,unrooted,"""23044908,23044955,23045022,23045023,23045027,23045045,23045056,23045059,23045060,23045061,23046552""",,,,,3875820788,3875820788,4834590662.0,fasta,6716877972.0,fasta,,,,,,,,,,,,,,,,,fasta,5031813082.0,,,fasta,4972314268.0,fasta,5196376866.0,fasta,4502201608.0,fasta,5641285070.0,fasta,5508047984.0,fasta,4186714394.0,fasta,5901486758.0,fasta,fasta,27765093,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-01-26 19:00:46.354161,77226,194.66254800000002
2016-07-20 14:32:07.628223,slurm_normal,,main_w2_handler1,2765078,13452661,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7666558.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""false""","""false""",0,,unrooted,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b585e6f3dc7d667b9b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b572ef3868dd735939'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cdab52c4530a0779'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59494e55b74b041aa'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fba0478370e8e7cd'}]",,,,32989525,32989525,,,,,,,,,,,,,,,,,,,,,fasta,8915917848.0,,,fasta,8835174288.0,fasta,7897632404.0,fasta,7561018818.0,fasta,,,,,,,,,fasta,31414608,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-07-20 14:35:14.678703,75896,187.05048000000002
2016-01-26 15:44:54.999693,slurm_normal,,main_w2_handler1,2577130,11608368,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5873151.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""100""","""True""","""False""",0,,unrooted,"""23044602,23044908,23044955,23045022,23045023,23045027,23045045,23045056,23045059,23045060,23045061,23046552""",,,,,3175111626,3175111626,5901486758.0,fasta,4834590662.0,fasta,6716877972.0,fasta,,,,,,,,,,,,,,,fasta,3875820788.0,,,fasta,5031813082.0,fasta,4972314268.0,fasta,5196376866.0,fasta,4502201608.0,fasta,5641285070.0,fasta,5508047984.0,fasta,4186714394.0,fasta,fasta,27764955,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-01-26 15:47:34.060390,77226,159.060697
2016-07-20 16:03:19.755480,slurm_normal,,main_w1_handler1,2765078,13453340,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7667310.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""false""","""false""",0,,unrooted,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4ced3aababd3c38'}]",,,,33209743358,33209743358,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,31414608,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-07-20 16:04:57.745015,75896,97.989535
2016-07-25 14:16:06.607317,slurm_normal,,main_w2_handler1,2773015,13485476,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7701420.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""false""","""false""",0,,unrooted,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e3b4bf627abfc63'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d99d298624f6ec6f'}]",,,,4319369896,4319369896,,,,,,,,,,,,,,,,,,,,,fasta,3155906069.0,,,fasta,,,,,,,,,,,,,,,fasta,31636221,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-07-25 14:17:51.627873,77226,105.02055600000001
2016-01-24 19:38:24.896692,slurm_normal,,main_w1_handler2,2538795,11591882,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5857186.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""False""","""False""",0,,unrooted,"""23024706,23024707""",,,,,2965369037,2965369037,,,,,,,,,,,,,,,,,,,,,fasta,6273159070.0,,,fasta,,,,,,,,,,,,,,,fasta,27695153,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-01-24 19:39:13.424911,74557,48.528219
2018-02-22 02:11:16.878194,slurm_normal,,main_w3_handler1,2757697,18476545,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12571178,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/AaegL1.len""","""AaegL1""","""1000""","""false""","""true""",0,,unrooted,,"[{'src': 'hda', 'id': 33938480}, {'src': 'hda', 'id': 33938504}, {'src': 'hda', 'id': 33938887}, {'src': 'hda', 'id': 33938905}, {'src': 'hda', 'id': 33949273}, {'src': 'hda', 'id': 33949276}, {'src': 'hda', 'id': 33949354}, {'src': 'hda', 'id': 33949358}, {'src': 'hda', 'id': 33949378}, {'src': 'hda', 'id': 33949379}, {'src': 'hda', 'id': 33949388}, {'src': 'hda', 'id': 33949390}, {'src': 'hda', 'id': 33949394}, {'src': 'hda', 'id': 33949451}, {'src': 'hda', 'id': 33949452}, {'src': 'hda', 'id': 33949454}, {'src': 'hda', 'id': 33949457}, {'src': 'hda', 'id': 33949461}, {'src': 'hda', 'id': 33949470}, {'src': 'hda', 'id': 33949474}]",,,,5023772291,5023772291,524804202.0,fasta,1577209817.0,fasta,1567382060.0,fasta,2802423991.0,fasta,2784960989.0,fasta,515481914.0,fasta,512249431.0,fasta,2918284659.0,fasta,2899986423.0,fasta,1723772813.0,fasta,fasta,5083391369.0,1712964085.0,fasta,fasta,5044448644.0,fasta,5104312162.0,fasta,1221559639.0,fasta,1206429963.0,fasta,1025503253.0,fasta,1012802241.0,fasta,528115718.0,fasta,fasta,43996791,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2018-02-22 02:13:02.203624,86980,105.32543000000001
2016-07-25 14:23:20.649793,slurm_normal,,main_w2_handler1,2773015,13485625,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7701571.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""false""","""false""",0,,unrooted,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e3b4bf627abfc63'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d99d298624f6ec6f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5400977c10f3de802'}]",,,,4319369896,4319369896,,,,,,,,,,,,,,,,,,,,,fasta,3155906069.0,,,fasta,3130486546.0,fasta,,,,,,,,,,,,,fasta,31636221,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-07-25 14:24:26.285244,77226,65.635451
2016-01-24 19:43:58.380017,slurm_normal,,main_w2_handler1,2538795,11591909,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5857218.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""False""","""False""",0,,unrooted,"""23024706,23024707""",,,,,2965369037,2965369037,,,,,,,,,,,,,,,,,,,,,fasta,6273159070.0,,,fasta,,,,,,,,,,,,,,,fasta,27695153,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-01-24 19:45:19.005583,74557,80.625566
2015-10-29 05:07:46.964046,slurm_normal,,main_w1_handler2,2487562,10761140,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5020020.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""False""","""False""",1,21780459.0,add_root,"""21791032""",,5282162.0,fasta,,7625297562,7625297562,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,25938263,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2015-10-29 05:08:47.081491,70526,60.117445000000004
2016-01-24 19:25:22.625330,slurm_normal,,main_w1_handler0,2538795,11591843,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5857152.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""False""","""False""",0,,unrooted,"""23024706,23024707""",,,,,2965369037,2965369037,,,,,,,,,,,,,,,,,,,,,fasta,6273159070.0,,,fasta,,,,,,,,,,,,,,,fasta,27695153,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-01-24 19:26:08.459987,74557,45.834657
2016-01-24 19:20:41.684069,slurm_normal,,main_w1_handler1,2538795,11591831,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5857142.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""False""","""False""",0,,unrooted,"""23024706,23024707""",,,,,2965369037,2965369037,,,,,,,,,,,,,,,,,,,,,fasta,6273159070.0,,,fasta,,,,,,,,,,,,,,,fasta,27695153,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-01-24 19:23:00.416486,74557,138.732417
2016-01-24 19:27:41.110922,slurm_normal,,main_w1_handler0,2538795,11591846,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5857156.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""False""","""False""",0,,unrooted,"""23024706,23024707""",,,,,2965369037,2965369037,,,,,,,,,,,,,,,,,,,,,fasta,6273159070.0,,,fasta,,,,,,,,,,,,,,,fasta,27695153,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-01-24 19:29:01.923473,74557,80.812551
2016-01-26 19:23:48.300062,slurm_normal,,main_w2_handler0,2577130,11609857,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5874563.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""False""","""True""",1,23046552.0,add_root,"""23044908,23044955,23045022,23045023,23045027,23045045,23045056,23045059,23045060,23045061,23046552""",,6716877972.0,fasta,,3875820788,3875820788,4834590662.0,fasta,6716877972.0,fasta,,,,,,,,,,,,,,,,,fasta,5031813082.0,,,fasta,4972314268.0,fasta,5196376866.0,fasta,4502201608.0,fasta,5641285070.0,fasta,5508047984.0,fasta,4186714394.0,fasta,5901486758.0,fasta,fasta,27765093,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-01-26 19:24:55.568034,77226,67.267972
2018-02-25 23:39:15.072408,slurm_normal,,main_w3_handler0,2757697,18516575,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12612675,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/AaegL1.len""","""AaegL1""","""1000""","""false""","""false""",0,,unrooted,,"[{'src': 'hda', 'id': 33938480}, {'src': 'hda', 'id': 33938504}, {'src': 'hda', 'id': 33938887}, {'src': 'hda', 'id': 33938905}, {'src': 'hda', 'id': 33949273}, {'src': 'hda', 'id': 33949276}, {'src': 'hda', 'id': 33949354}, {'src': 'hda', 'id': 33949358}, {'src': 'hda', 'id': 33949378}, {'src': 'hda', 'id': 33949379}, {'src': 'hda', 'id': 33949388}, {'src': 'hda', 'id': 33949390}, {'src': 'hda', 'id': 33949394}, {'src': 'hda', 'id': 33949451}, {'src': 'hda', 'id': 33949452}, {'src': 'hda', 'id': 33949454}, {'src': 'hda', 'id': 33949457}, {'src': 'hda', 'id': 33949461}, {'src': 'hda', 'id': 33949470}, {'src': 'hda', 'id': 33949474}]",,,,5023772291,5023772291,524804202.0,fasta,1577209817.0,fasta,1567382060.0,fasta,2802423991.0,fasta,2784960989.0,fasta,515481914.0,fasta,512249431.0,fasta,2918284659.0,fasta,2899986423.0,fasta,1723772813.0,fasta,fasta,5083391369.0,1712964085.0,fasta,fasta,5044448644.0,fasta,5104312162.0,fasta,1221559639.0,fasta,1206429963.0,fasta,1025503253.0,fasta,1012802241.0,fasta,528115718.0,fasta,fasta,43996791,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2018-02-25 23:40:56.273965,86980,101.20155700000001
2015-10-29 05:11:10.474238,slurm_normal,,main_w1_handler2,2487562,10761142,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5020024.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""False""","""False""",0,,unrooted,"""21791032""",,,,,7625297562,7625297562,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,25938263,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2015-10-29 05:12:11.180668,70526,60.706430000000005
2016-07-20 15:37:49.027283,slurm_normal,,main_w1_handler0,2765078,13453185,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7667114.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1000""","""false""","""false""",0,,unrooted,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4ced3aababd3c38'}]",,,,33209743358,33209743358,,,,,,,,,,,,,,,,,,,,,fasta,,,,,,,,,,,,,,,,,,,fasta,31414608,error,toolshed.g2.bx.psu.edu/repos/boris/phylorelatives/phylorelatives/0.0.1,0.0.1,,2016-07-20 15:40:17.192672,75896,148.165389
