create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputs,inputs1,inputs1_filetype,inputs2,inputs2_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.annotation.__current_case__,parameters.annotation.use_ref_annotation,parameters.chromInfo,parameters.dbkey,parameters.discard_intron_redundant_transfrags,parameters.discard_single_exon,parameters.inputs.values,parameters.max_dist_exon,parameters.max_dist_group,parameters.seq_data.__current_case__,parameters.seq_data.use_seq_data,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-02 17:49:07.799447,slurm_normal,,main_w3_handler1,3299818,17306496,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",544842279,544842279,gtf,261232632,gtf,gtf,11365651,slurm,,corral-repl,,1,No,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""""","[{'src': 'hda', 'id': 32029712}, {'src': 'hda', 'id': 32032959}]","""100""","""100""",0,No,,41698900,error,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-11-02 19:46:17.330514,111987,7029.531067000001
