create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bam_paired_end_type.__current_case__,parameters.bam_paired_end_type.bam_paired_end_type_selector,parameters.chromInfo,parameters.dbkey,parameters.input1.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-11 22:09:18.135047,slurm_normal,,main_w3_handler0,2418892,18008003,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14713620655,bam,12085207,slurm,,corral-repl,,1,SE,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33267781}]",,41372114,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/2.0.1,2.0.1,,2018-01-11 23:29:26.170222,68237,4808.035175
