create_time,destination_id,dist_file1,dist_file1_filetype,dist_file2,dist_file2_filetype,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.dist_file1,parameters.dist_file1.values,parameters.dist_file2,parameters.dist_file2.values,parameters.flag_in,parameters.nt_spec,parameters.seq_file,parameters.seq_file.values,parameters.threshold,runner_name,seq_file,seq_file_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-11-17 15:34:16.326712,slurm_normal,143201727,txt,143014148,txt,,main_w1_handler1,2477019,10923834,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5179031.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21748009,,21721871,,"""True""","""ATCG""",21678948,,"""7.0""",,76879886,fasta,26314561,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2015-11-17 15:42:59.078541,71683.0,522.751829
2017-05-26 04:08:14.619324,slurm_normal,331285180,txt,331285180,txt,,main_w3_handler1,3126403,15942557,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10041405.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29777895}]",,"[{'src': 'hda', 'id': 29777886}]","""true""","""AC""",,"[{'src': 'hda', 'id': 29777836}]","""7.0""",,182257068,fasta,38225536,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-05-26 04:14:43.714419,106599.0,389.095095
2017-05-26 03:44:17.098774,slurm_normal,331285180,txt,331285180,txt,,main_w3_handler1,3126403,15942482,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10041337.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29777883}]",,"[{'src': 'hda', 'id': 29777886}]","""true""","""AC""",,"[{'src': 'hda', 'id': 29777836}]","""7.0""",,182257068,fasta,38224427,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-05-26 03:50:46.991111,106599.0,389.892337
2015-09-11 17:57:38.081893,slurm_normal,188672122,txt,188828188,txt,,main_w2_handler1,2333811,10304304,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4588973.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",20935539,,20935714,,"""True""","""AC""",20666797,,"""7.0""",,101193932,fasta,25119483,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2015-09-11 18:08:03.514851,64586.0,625.432958
2017-05-26 03:45:19.224923,slurm_normal,331285180,txt,331285180,txt,,main_w4_handler0,3126403,15942484,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10041339.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29777884}]",,"[{'src': 'hda', 'id': 29777887}]","""true""","""AC""",,"[{'src': 'hda', 'id': 29777836}]","""7.0""",,182257068,fasta,38224427,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-05-26 03:51:34.851429,106599.0,375.626506
2017-07-25 14:02:48.517728,slurm_normal,748849285,txt,748849285,txt,,main_w4_handler1,3202079,16413560,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10478682.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""",,"[{'src': 'hda', 'id': 30603779}]",,"[{'src': 'hda', 'id': 30603764}]","""true""","""AC""",,"[{'src': 'hda', 'id': 30603178}]","""7.0""",,380668985,fasta,39495453,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-07-25 14:17:16.564457,59786.0,868.046729
2017-05-26 03:48:45.170279,slurm_normal,331285180,txt,331285180,txt,,main_w3_handler1,3126403,15942495,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10041347.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29777893}]",,"[{'src': 'hda', 'id': 29777891}]","""true""","""AC""",,"[{'src': 'hda', 'id': 29777836}]","""7.0""",,182257068,fasta,38224427,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-05-26 03:55:16.100092,106599.0,390.929813
2017-05-26 05:27:48.936238,slurm_normal,331285180,txt,331285180,txt,,main_w4_handler1,3126403,15943142,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10041965.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29777890}]",,"[{'src': 'hda', 'id': 29777886}]","""true""","""AC""",,"[{'src': 'hda', 'id': 29777836}]","""7.0""",,182257068,fasta,38225536,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-05-26 05:34:16.081908,106599.0,387.14567000000005
2016-06-01 02:16:14.089712,slurm_normal,239436884,txt,239528769,txt,,main_w1_handler0,2119276,13035982,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7215591.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b555644774d8ccf988'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a5006ea83e6ff0c'}]","""true""","""AC""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6412e64277bbfc3'}]","""7.0""",,121182577,fasta,30434297,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2016-06-01 02:28:41.503347,40792.0,747.413635
2017-05-26 03:55:22.449064,slurm_normal,331285180,txt,331285180,txt,,main_w4_handler1,3126403,15942512,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10041362.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29777888}]",,"[{'src': 'hda', 'id': 29777892}]","""true""","""AC""",,"[{'src': 'hda', 'id': 29777836}]","""7.0""",,182257068,fasta,38224427,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-05-26 04:01:55.459943,106599.0,393.01087900000005
2017-04-17 06:41:53.936367,slurm_normal,239760585,txt,239521350,txt,,main_w4_handler1,2918295,15603450,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9723586.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/arabidopsis.len""","""arabidopsis""",,"[{'src': 'hda', 'id': 29237289}]",,"[{'src': 'hda', 'id': 29237290}]","""true""","""AC""",,"[{'src': 'hda', 'id': 28934537}]","""7.0""",,121164007,fasta,36473220,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-04-17 06:53:29.428300,96301.0,695.491933
