create_time,destination_id,dist_file1,dist_file1_filetype,dist_file2,dist_file2_filetype,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.dist_file1,parameters.dist_file1.values,parameters.dist_file2,parameters.dist_file2.values,parameters.flag_in,parameters.nt_spec,parameters.seq_file,parameters.seq_file.values,parameters.threshold,runner_name,seq_file,seq_file_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-26 03:53:57.519567,slurm_normal,331285180,txt,331285180,txt,,main_w4_handler1,3126403,15942504,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10041357.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29777895}]",,"[{'src': 'hda', 'id': 29777886}]","""true""","""AC""",,"[{'src': 'hda', 'id': 29777836}]","""7.0""",,182257068,fasta,38224427,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-05-26 04:00:09.331282,106599.0,371.81171500000005
2017-04-16 07:53:21.115943,slurm_normal,239521350,txt,239760585,txt,,main_w4_handler1,2918295,15599816,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9720600.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 29237290}]",,"[{'src': 'hda', 'id': 29237289}]","""false""","""AC""",,"[{'src': 'hda', 'id': 28934537}]","""7.0""",,121164007,fasta,36473220,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-04-16 08:05:23.020626,96301.0,721.9046830000001
2016-04-24 10:54:53.726143,slurm_normal,96260018,txt,96260018,txt,,main_w1_handler0,2681105,12585571,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6789458.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591e8a507496158a2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591e8a507496158a2'}]","""true""","""ATCG""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5834e9534495fb456'}]","""7.0""",,48817472,fasta,28131261,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2016-04-24 11:00:50.991749,,357.26560600000005
2017-02-24 06:37:29.120236,slurm_normal,723899658,txt,723899658,txt,,main_w4_handler1,3007251,15127045,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9280899.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 28493365}]",,"[{'src': 'hda', 'id': 28493365}]","""true""","""AC""",,"[{'src': 'hda', 'id': 28493361}]","""7.0""",,376520075,fasta,36244752,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-02-24 06:47:50.636692,100758.0,621.5164560000001
2015-09-11 13:45:04.912678,slurm_normal,188672122,txt,188828188,txt,,main_w2_handler1,2333811,10302016,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4586877.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",20935539,,20935714,,"""True""","""AC""",20666797,,"""7.0""",,101193932,fasta,25119483,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2015-09-11 13:56:21.685381,64586.0,676.7727030000001
2016-04-19 14:00:53.551421,slurm_normal,306552710,txt,306552710,txt,,main_w2_handler0,2675360,12523174,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6710076.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c8e0332e1430b164'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c8e0332e1430b164'}]","""true""","""ATCG""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59bbeaaa62e7a28fd'}]","""7.0""",,156692995,fasta,28855654,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2016-04-19 14:09:19.761110,2579.0,506.209689
2016-06-01 02:16:13.807968,slurm_normal,239649252,txt,239528769,txt,,main_w1_handler0,2119276,13035981,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7215590.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b588447c13362ca948'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b514370b0b83a3775b'}]","""true""","""AC""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6412e64277bbfc3'}]","""7.0""",,121182577,fasta,30434297,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2016-06-01 02:27:26.389478,40792.0,672.5815100000001
2015-10-22 10:09:42.932741,slurm_normal,239598483,txt,239688024,txt,,main_w2_handler1,2477019,10683777,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4947806.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21676532,,21676529,,"""True""","""AC""",21615638,,"""7.0""",,121747856,fasta,25829567,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2015-10-22 10:20:47.695782,71683.0,664.763041
2017-05-26 03:46:13.997689,slurm_normal,331285180,txt,331285180,txt,,main_w3_handler1,3126403,15942489,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10041343.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29777888}]",,"[{'src': 'hda', 'id': 29777892}]","""true""","""AC""",,"[{'src': 'hda', 'id': 29777836}]","""7.0""",,182257068,fasta,38224427,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-05-26 03:52:41.041278,106599.0,387.043589
2017-04-16 07:34:43.242091,slurm_normal,239521350,txt,239760585,txt,,main_w3_handler0,2918295,15599793,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9720590.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 29237290}]",,"[{'src': 'hda', 'id': 29237289}]","""true""","""AC""",,"[{'src': 'hda', 'id': 28934537}]","""7.0""",,121164007,fasta,36473220,error,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,1.0,,2017-04-16 07:44:41.728408,96301.0,598.486317
