create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.adv_options.__current_case__,parameters.adv_options.adv_options_input,parameters.adv_options.adv_options_selector,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.isect_union,parameters.loci,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.vcf_input1,parameters.vcf_input2,parameters.window_size,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,vcf_input1,vcf_input1_filetype,vcf_input2,vcf_input2_filetype,runtime
2015-02-28 20:12:10.139744,rodeo_normal,,main_w1_handler1,2222979,8834282,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2955811.roundup,slurm,,corral-repl,,0,"-t ""vcfvcf-intersect-result""",True,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""-i""","""False""",0,hg_g1k_v37,cached,18679626,18679639,"""1""",,,,21502205,error,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-02-28 20:13:33.845638,50040.0,248767859,vcf,120743261,vcf,83.705894
2015-02-28 23:16:57.920776,rodeo_normal,,main_w1_handler1,2223009,8835021,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2957293.roundup,slurm,,corral-repl,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg_g1k_v37,cached,18679824,18680637,"""30""",,,,20941520,error,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-02-28 23:17:56.122914,50040.0,493332963,vcf,1993459,vcf,58.202138000000005
2015-03-12 22:13:50.571675,rodeo_normal,,main_w2_handler1,2104786,8937374,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3148697.roundup,slurm,,corral-repl,,1,,False,"""/galaxy-repl/main/files/010/666/dataset_10666137.dat""","""willowscaff""","""False""","""-u""","""False""",1,18842510,history,18842432,18842494,"""30""",398716904.0,fasta,,21525027,error,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-12 22:14:46.663400,52881.0,2010276125,vcf,359263002,vcf,56.091725000000004
2015-07-19 04:06:03.920598,slurm_normal,,main_w1_handler1,1871712,9905612,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4194137.roundup,slurm,,corral-repl,,1,,False,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""False""","""-i""","""False""",0,mm10,cached,20409208,20413636,"""30""",,,,24210214,error,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-07-19 04:07:29.113321,47785.0,78760975607,vcf,8101510744,vcf,85.192723
2015-03-12 09:36:12.862916,rodeo_normal,,main_w2_handler0,2233695,8925252,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3124051.roundup,slurm,,corral-repl,,1,,False,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""False""","""-i""","""False""",1,18812851,history,18812852,18815957,"""30""",122387948.0,fasta,,21199985,error,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-12 09:37:29.730298,58185.0,4185978690,vcf,169251610,vcf,76.867382
2015-08-10 09:31:05.174112,slurm_normal,,main_w2_handler1,2210340,10090762,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4366506.roundup,slurm,,corral-repl,,0,"-t ""vcfvcf-intersect-result""",True,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""False""","""-i""","""False""",0,hg38,cached,20702791,20731046,"""30""",,,,24610722,error,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-08-10 09:32:29.312615,59804.0,16894224587,vcf,5111462971,vcf,84.138503
2015-02-28 23:16:32.883087,rodeo_normal,,main_w2_handler0,2223009,8835020,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2957291.roundup,slurm,,corral-repl,,1,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""","""-i""","""False""",0,hg_g1k_v37,cached,18679824,18680640,"""30""",,,,20941520,error,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-02-28 23:17:29.678622,50040.0,493332963,vcf,1213206,vcf,56.795535
2015-03-12 09:45:18.186096,rodeo_normal,,main_w1_handler0,2233695,8925426,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3124445.roundup,slurm,,corral-repl,,1,,False,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""True""","""-i""","""False""",1,18812851,history,18812852,18815957,"""30""",122387948.0,fasta,,21199985,error,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-03-12 09:46:46.353789,58185.0,4185978690,vcf,169251610,vcf,88.167693
2015-07-30 10:45:49.196946,slurm_normal,,main_w1_handler0,2372581,10031794,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4313000.roundup,slurm,,corral-repl,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""","""-i""","""False""",0,hg19,cached,20311833,20362945,"""30""",,,,24098513,error,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2015-07-30 10:47:03.919663,,158067315,vcf,848226480,vcf,74.722717
2014-12-21 16:01:10.326558,rodeo_normal,,main_w2_handler1,2149527,8452288,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2357667.roundup,slurm,,corral-repl,,1,,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""-i""","""False""",0,hg19,cached,18041846,18041865,"""30""",,,,20183130,error,toolshed.g2.bx.psu.edu/repos/anton/vcfvcfintersect/vcfvcfintersect/0.0.2,0.0.2,,2014-12-21 16:02:00.933219,50040.0,550379898,vcf,131343543,vcf,50.606661
