create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.out_format1,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-12 18:09:34.779544,slurm_normal,,main_w1_handler1,2659759,12434015,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21442135741,txt,6633615.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24275161,,"""seqtable """,,29484751,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2016-04-12 18:25:06.080135,82126,931.300591
2017-09-11 19:42:58.834691,slurm_normal,,main_w4_handler0,3219828,16789682,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",571060563,fasta,10857773.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 30850503}]","""seqtable """,,40411305,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2017-09-11 19:44:29.753271,110063,90.91858
2016-04-13 15:02:45.695382,slurm_normal,,main_w1_handler1,2659759,12442162,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",48362774722,fasta,6641480.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5022407d85415f5c5'}]","""seqtable """,,29568299,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2016-04-13 16:23:57.105149,82126,4871.409767
2016-04-12 18:28:45.736188,slurm_normal,,main_w1_handler1,2659759,12434225,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21442135741,txt,6633856.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24275161,,"""seqtable """,,29484751,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2016-04-12 18:35:12.123068,82126,386.38688
