create_time,destination_id,exit_code,geneMap,geneMap_filetype,handler,history_id,id,imported,info,input_mate1,input_mate1_filetype,input_mate2,input_mate2_filetype,input_singles,input_singles_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.adv.biasSpeedSamp,parameters.adv.consistentHits,parameters.adv.coverage,parameters.adv.dumpEq,parameters.adv.extraSensitive,parameters.adv.fldMax,parameters.adv.fldMean,parameters.adv.fldSD,parameters.adv.forgettingFactor,parameters.adv.gcSizeSamp,parameters.adv.incompatPrior,parameters.adv.initUniform,parameters.adv.maxOcc,parameters.adv.maxReadOcc,parameters.adv.minLen,parameters.adv.noBiasLengthThreshold,parameters.adv.noEffectiveLengthCorrection,parameters.adv.noFragLengthDist,parameters.adv.numAuxModelSamples,parameters.adv.numBiasSamples,parameters.adv.numBootstraps,parameters.adv.numGibbsSamples,parameters.adv.numPreAuxModelSamples,parameters.adv.perTranscriptPrior,parameters.adv.sensitive,parameters.adv.splitSpanningSeeds,parameters.adv.splitWidth,parameters.adv.strictIntersect,parameters.adv.useVBOpt,parameters.adv.vbPrior,parameters.adv.writeMappings,parameters.adv.writeUnmappedNames,parameters.chromInfo,parameters.dbkey,parameters.gcBias,parameters.geneMap.values,parameters.input_mate1|__identifier__,parameters.input_mate2|__identifier__,parameters.perfectHash,parameters.quasi_orphans.__current_case__,parameters.quasi_orphans.allowOrphans,parameters.quasi_orphans.type,parameters.refTranscriptSource.TranscriptSource,parameters.refTranscriptSource.__current_case__,parameters.refTranscriptSource.kmerLen,parameters.refTranscriptSource.ownFile.values,parameters.sasamp,parameters.seqBias,parameters.single_or_paired.__current_case__,parameters.single_or_paired.input_mate1.values,parameters.single_or_paired.input_mate2.values,parameters.single_or_paired.input_singles.values,parameters.single_or_paired.orientation,parameters.single_or_paired.single_or_paired_opts,parameters.single_or_paired.strandedness,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-01 14:55:50.420783,slurm_normal,,,,main_w4_handler1,2336874,15454480,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3040322025.0,fastq,9585590.roundup,slurm,,corral-repl,3071171941,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29016878}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 28885088}]",,single,U,,37038418,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-04-01 15:29:58.909233,51516,2048.4884500000003
2017-05-16 15:04:40.144847,slurm_normal,,1530327528.0,gff3,main_w4_handler0,3106301,15854859,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1972644326.0,fastqsanger,9955019.roundup,slurm,,corral-repl,46906937,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 29583497}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29603764}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29555580}]",,single,U,,37980692,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-16 15:16:34.133100,105593,713.9882530000001
2017-04-07 15:58:11.689569,slurm_normal,,,,main_w4_handler1,3062646,15522160,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1142346453.0,fastq,1143637801.0,fastq,,,9648664.roundup,slurm,,corral-repl,1536114760,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29120309}]","""1""","""false""",1,"[{'src': 'hda', 'id': 29111190}]","[{'src': 'hda', 'id': 29111191}]",,I,paired,U,,36477825,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-04-07 16:00:54.160567,66567,162.470998
2017-05-09 06:02:59.662590,slurm_normal,,401706329.0,gtf,main_w3_handler0,3099979,15786702,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,4948449550.0,fasta,9892822.roundup,slurm,,corral-repl,6978490612,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""true""","[{'src': 'hda', 'id': 29527859}]",,,"""true""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29524143}]","""1""","""true""",0,,,"[{'src': 'hda', 'id': 29523478}]",,single,SF,,37792689,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-09 06:07:31.046103,70663,271.383513
2017-04-07 15:58:11.249462,slurm_normal,,,,main_w4_handler1,3062646,15522159,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1112532791.0,fastq,1113102359.0,fastq,,,9648663.roundup,slurm,,corral-repl,1536114760,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29120309}]","""1""","""false""",1,"[{'src': 'hda', 'id': 29111187}]","[{'src': 'hda', 'id': 29111188}]",,I,paired,U,,36477825,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-04-07 16:01:09.743953,66567,178.494491
2017-05-15 16:06:51.362931,slurm_normal,,1530327528.0,gff3,main_w3_handler1,3106301,15839968,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2696284860.0,fastqsanger,9940926.roundup,slurm,,corral-repl,46906937,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 29583497}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29603764}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29555574}]",,single,U,,37980692,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-15 16:13:14.069045,105593,382.706114
2017-05-09 15:32:15.263259,slurm_normal,,,,main_w3_handler0,3099979,15795104,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,12149691934.0,fastq,9900940.roundup,slurm,,corral-repl,6978490612,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29524143}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29488854}]",,single,U,,37132479,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-09 15:35:27.533124,70663,192.269865
2017-05-15 17:12:45.671941,slurm_normal,,1530327528.0,gff3,main_w3_handler1,3106301,15840600,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,9622560402.0,fastqsanger,9941449.roundup,slurm,,corral-repl,46906937,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 29583497}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29603764}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29555572}]",,single,U,,37980692,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-15 17:29:09.624159,105593,983.952218
2017-03-08 21:52:11.271760,slurm_normal,,98239438.0,gtf,main_w3_handler1,3010545,15246965,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4562625338.0,fastqsanger,4562625338.0,fastqsanger,,,9393431.roundup,slurm,,corral-repl,237755814,fasta,,1,false,0.7,false,true,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,true,0.001,false,true,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","[{'src': 'hda', 'id': 28683947}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28683961}]","""1""","""true""",1,"[{'src': 'hda', 'id': 28519907}]","[{'src': 'hda', 'id': 28519908}]",,I,paired,SR,,36250985,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-08 21:58:33.516144,100453,382.244384
2017-03-22 15:32:31.302971,slurm_normal,,,,main_w4_handler1,3041418,15367391,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,598357672.0,fasta,9506046.roundup,slurm,,corral-repl,598357672,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28880831}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 28880831}]",,single,SF,,36777709,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-22 15:39:32.976332,102586,421.673361
2017-04-08 04:00:30.708962,slurm_normal,,1423548205.0,gtf,main_w3_handler0,3060527,15528445,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4491604939.0,fastqsanger,3712815205.0,fastqsanger,,,9655291.roundup,slurm,,corral-repl,314064661,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29124805}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29123380}]","""1""","""false""",1,"[{'src': 'hda', 'id': 29090277}]","[{'src': 'hda', 'id': 29090280}]",,I,paired,SF,,37073482,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-04-08 04:05:06.285719,94782,275.57675700000004
2018-03-09 21:14:06.518726,slurm_normal,,,,main_w3_handler0,3458480,18676985,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13051109110.0,fastqsanger,13051109110.0,fastqsanger,,,12773299,slurm,,corral-repl,2818033866,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/main/files/018/576/dataset_18576768.dat""","""Xenopus_Laevis9.1""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 34325556}]","""1""","""false""",1,"[{'src': 'hda', 'id': 34325610}]","[{'src': 'hda', 'id': 34325619}]",,I,paired,U,,43556871,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2018-03-09 21:15:35.743713,17286,89.224987
2017-03-27 07:20:17.574651,slurm_normal,,,,main_w4_handler1,3032397,15404080,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20345227303.0,fastq,20345227303.0,fastq,,,9538390.roundup,slurm,,corral-repl,746364929,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,true,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28936354}]","""1""","""false""",1,"[{'src': 'hda', 'id': 28772034}]","[{'src': 'hda', 'id': 28772038}]",,I,paired,SF,,36897347,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-27 07:26:59.962754,91783,402.388103
2017-03-08 14:00:51.054475,slurm_normal,,554176748.0,gff,main_w3_handler1,2950872,15243199,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6334285951.0,fastqsanger,6334285951.0,fastqsanger,,,9390368.roundup,slurm,,corral-repl,187843041,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 28090096}]","""FASTQsanger_7S1""","""FASTQsanger_7S1""","""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28190772}]","""1""","""false""",1,"[{'src': 'hda', 'id': 27919868}]","[{'src': 'hda', 'id': 27919868}]",,I,paired,U,,35275797,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-08 14:23:29.019064,97818,1357.9645890000002
2017-05-13 16:26:02.370912,slurm_normal,,394068240.0,gff3,main_w4_handler1,3094820,15831630,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2587688498.0,fastqsanger,9933261.roundup,slurm,,corral-repl,3275298969,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29561294}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29561293}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29508391}]",,single,U,,37764987,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-13 16:29:10.131237,105260,187.76032500000002
2017-04-07 17:22:57.055071,slurm_normal,,,,main_w3_handler1,3060527,15524390,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4491604939.0,fastqsanger,3712815205.0,fastqsanger,,,9650028.roundup,slurm,,corral-repl,314064661,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29123380}]","""1""","""false""",1,"[{'src': 'hda', 'id': 29090277}]","[{'src': 'hda', 'id': 29090280}]",,I,paired,SF,,37073482,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-04-07 17:28:52.755728,94782,355.70065700000004
2017-05-15 16:53:30.523716,slurm_normal,,838282565.0,gff3,main_w3_handler1,3111528,15840509,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1260060.0,fastqsanger,10386244.0,fastqsanger,,,9941339.roundup,slurm,,corral-repl,3020168489,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29601941}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29603667}]","""1""","""false""",1,"[{'src': 'hda', 'id': 29603760}]","[{'src': 'hda', 'id': 29603759}]",,I,paired,U,,37852280,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-15 16:55:38.391682,105564,127.86796600000001
2017-02-22 01:32:15.941679,reserved,,,,main_w3_handler0,3004877,15101643,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",173473917.0,fastqsanger,173611995.0,fastqsanger,,,9256900.roundup,slurm,,corral-repl,3274611272,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28453754}]","""1""","""false""",1,"[{'src': 'hda', 'id': 28453704}]","[{'src': 'hda', 'id': 28453705}]",,I,paired,U,,36196859,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-02-22 01:33:35.976448,5254,80.03476900000001
2017-04-13 15:13:07.141908,slurm_normal,,7605854.0,bed,main_w4_handler0,3026915,15577260,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3153506519.0,fasta,9699915.roundup,slurm,,corral-repl,3153506519,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","[{'src': 'hda', 'id': 28741272}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29186505}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29186505}]",,single,U,,36533136,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-04-13 16:13:13.079601,98165,3605.9376930000003
2017-02-22 01:31:54.215528,reserved,,,,main_w4_handler0,3004877,15101639,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",173473917.0,fastqsanger,173611995.0,fastqsanger,,,9256897.roundup,slurm,,corral-repl,3305933801,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28453723}]","""1""","""false""",1,"[{'src': 'hda', 'id': 28453704}]","[{'src': 'hda', 'id': 28453705}]",,I,paired,U,,36196859,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-02-22 01:33:30.121657,5254,95.906129
2017-05-06 11:59:55.431216,slurm_normal,,,,main_w4_handler1,3096404,15766439,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,13491606586.0,fastqsanger,9874032.roundup,slurm,,corral-repl,378001467,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29497510}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29461433}]",,single,U,,37298048,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-06 12:04:03.176547,86668,247.74533100000002
2017-05-03 18:32:32.681903,slurm_normal,,,,main_w4_handler0,3096531,15738822,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,18759552109.0,fastq,9848379.roundup,slurm,,corral-repl,3157608038,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29455303}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29454797}]",,single,U,,37584030,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-03 18:35:56.930270,104237,204.248367
2017-04-07 18:30:11.143927,slurm_normal,,1423548205.0,gtf,main_w4_handler1,3060527,15524874,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4491604939.0,fastqsanger,4640320621.0,fastqsanger,,,9651327.roundup,slurm,,corral-repl,314064661,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29124805}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29123380}]","""1""","""false""",1,"[{'src': 'hda', 'id': 29090277}]","[{'src': 'hda', 'id': 29090278}]",,I,paired,SF,,37073482,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-04-07 18:51:53.566964,94782,1302.423037
2017-05-15 17:37:03.972350,slurm_normal,,1530327528.0,gff3,main_w4_handler1,3106301,15840769,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,9622560402.0,fastqsanger,9941598.roundup,slurm,,corral-repl,46906937,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 29583497}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29603764}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29555572}]",,single,U,,37980692,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-15 17:49:58.515801,105593,774.543451
2017-03-30 13:18:48.066787,slurm_normal,,10137303.0,gtf,main_w3_handler0,3051056,15435177,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3852395687.0,fasta,9566270.roundup,slurm,,corral-repl,3852395687,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""false""","[{'src': 'hda', 'id': 28976121}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28973319}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 28973319}]",,single,U,,36957140,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-30 13:33:42.548745,103097,894.4819580000001
2017-04-11 16:49:13.771264,slurm_normal,,,,main_w3_handler0,3067427,15557088,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,484373292.0,fastq,9680858.roundup,slurm,,corral-repl,622895176,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""",,,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29173342}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29173240}]",,single,U,,37255019,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-04-11 16:58:18.126518,103878,544.3552540000001
2017-03-11 21:41:29.043652,slurm_normal,,1491423317.0,tabular,main_w4_handler1,3019604,15271378,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,985338416.0,fastqsanger,9416884.roundup,slurm,,corral-repl,559803495,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 28665883}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 28665678}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 28668456}]",,single,U,,36490062,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-03-11 21:48:35.589094,101419,426.54544200000004
2017-04-19 14:07:24.173328,slurm_normal,,50083548.0,gtf,main_w4_handler0,3057600,15625396,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2964821762.0,fastq,9744129.roundup,slurm,,corral-repl,636393676,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/main/files/019/283/dataset_19283847.dat""","""Sko_v3""","""false""","[{'src': 'hda', 'id': 29265031}]",,,"""false""",0,,quasi,history,1,31,"[{'src': 'hda', 'id': 29265215}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29277213}]",,single,SR,,36695187,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-04-19 14:14:23.967667,22860,419.79433900000004
2017-05-02 22:40:32.037971,slurm_normal,,,,main_w4_handler1,1031595,15730268,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,616680152.0,fastq,9840800.roundup,slurm,,corral-repl,8282525768,fasta,,1,false,0.7,false,false,1000,200,80,0.65,1,1e-20,false,200,100,19,false,false,false,5000000,2000000,0,0,1000000,false,false,false,0,false,false,0.001,false,false,"""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""","""false""",,,,"""false""",1,true,fmd,history,1,13,"[{'src': 'hda', 'id': 29442209}]","""1""","""false""",0,,,"[{'src': 'hda', 'id': 29385987}]",,single,U,,37606711,error,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/0.7.2,0.7.2,,2017-05-03 09:42:23.124340,23857,39711.086369000004
