create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.additional_annotations,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.analysis_param_type.bad_variant_selector.__current_case__,parameters.analysis_param_type.bad_variant_selector.bad_variant_selector_type,parameters.analysis_param_type.bad_variant_selector.min_num_bad_variants,parameters.analysis_param_type.dirichlet,parameters.analysis_param_type.ignore_filters,parameters.analysis_param_type.max_gaussians,parameters.analysis_param_type.max_iterations,parameters.analysis_param_type.num_k_means,parameters.analysis_param_type.prior_counts,parameters.analysis_param_type.qual_threshold,parameters.analysis_param_type.shrinkage,parameters.analysis_param_type.std_threshold,parameters.analysis_param_type.target_titv,parameters.analysis_param_type.ts_filter_level,parameters.analysis_param_type.ts_tranche,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.gatk_param_type_selector,parameters.mode,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.reference_source.variants,parameters.rod_bind,ref_file,ref_file_filetype,rod_bind_0|input_rod,rod_bind_0|input_rod_filetype,rod_bind_1|input_rod,rod_bind_1|input_rod_filetype,rod_bind_2|input_rod,rod_bind_2|input_rod_filetype,rod_bind_3|input_rod,rod_bind_3|input_rod_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,variants_0|input_variants,variants_0|input_variants_filetype,runtime
2014-11-17 09:09:57.384455,rodeo_normal,,main_w1_handler1,2113310,8182628,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2031041.roundup,slurm,,corral-repl,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 2, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1,min_num,5,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,basic,"""INDEL""",1,17509139,history,"[{'__index__': 0, 'input_variants': 17570213}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""custom_rod_name"": ""MILLS"", ""__current_case__"": 8, ""input_rod"": 17509138}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 17509140}}]",3199905909,fasta,90199019,vcf,10796220779,vcf,,,,,,18494411,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-11-17 09:12:12.705620,51868,11925,vcf,135.321165
2014-11-14 11:13:41.390405,rodeo_normal,,main_w2_handler1,2113310,8166814,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2011805.roundup,slurm,,corral-repl,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""HRun""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""QD""}, {""__index__"": 4, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,basic,"""SNP""",1,17509139,history,"[{'__index__': 0, 'input_variants': 17527164}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 17509136}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""1000G"", ""__current_case__"": 8, ""input_rod"": 17509134}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 17509140}}]",3199905909,fasta,238391040,vcf,7398865818,vcf,10796220779.0,vcf,,,,18494411,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-11-14 11:17:18.630120,51868,5775775,vcf,217.23971500000002
2014-11-14 11:26:18.246414,rodeo_normal,,main_w2_handler1,2113310,8166844,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2011857.roundup,slurm,,corral-repl,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""HRun""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""QD""}, {""__index__"": 4, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,basic,"""SNP""",1,17509139,history,"[{'__index__': 0, 'input_variants': 17527164}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 17509136}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""1000G"", ""__current_case__"": 8, ""input_rod"": 17509134}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 17509140}}]",3199905909,fasta,238391040,vcf,7398865818,vcf,10796220779.0,vcf,,,,18494411,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-11-14 11:29:47.216548,51868,5775775,vcf,208.970134
2014-11-14 09:56:40.796907,rodeo_normal,,main_w2_handler1,2113310,8166561,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2011450.roundup,slurm,,corral-repl,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""HRun""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""QD""}, {""__index__"": 4, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,basic,"""SNP""",1,17509139,history,"[{'__index__': 0, 'input_variants': 17527164}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 17509136}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""omni"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 6, ""input_rod"": 17509135}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""1000G"", ""__current_case__"": 8, ""input_rod"": 17509134}}, {""__index__"": 3, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 17509140}}]",3199905909,fasta,238391040,vcf,208735365,vcf,7398865818.0,vcf,10796220779.0,vcf,,18543717,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-11-14 09:59:51.831106,51868,5775775,vcf,191.034199
2014-11-14 13:48:05.084342,rodeo_normal,,main_w1_handler1,2113310,8167276,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2013145.roundup,slurm,,corral-repl,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""HRun""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""QD""}, {""__index__"": 4, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,basic,"""SNP""",1,17509139,history,"[{'__index__': 0, 'input_variants': 17527164}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 17509136}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""1000G"", ""__current_case__"": 8, ""input_rod"": 17509134}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 17509140}}]",3199905909,fasta,238391040,vcf,7398865818,vcf,10796220779.0,vcf,,,,18494411,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-11-14 15:25:42.373008,51868,5775775,vcf,5857.288666
2014-11-14 11:55:18.042787,rodeo_normal,,main_w1_handler0,2113310,8166904,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2011947.roundup,slurm,,corral-repl,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""HRun""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""QD""}, {""__index__"": 4, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,basic,"""SNP""",1,17509139,history,"[{'__index__': 0, 'input_variants': 17527164}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 17509136}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""1000G"", ""__current_case__"": 8, ""input_rod"": 17509134}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 17509140}}]",3199905909,fasta,238391040,vcf,7398865818,vcf,10796220779.0,vcf,,,,18494411,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-11-14 11:57:41.249533,51868,5775775,vcf,143.206746
2014-11-17 09:29:13.751477,rodeo_normal,,main_w2_handler0,2113310,8182687,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2031113.roundup,slurm,,corral-repl,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}]",1,advanced,1,min_num,5,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,basic,"""INDEL""",1,17509139,history,"[{'__index__': 0, 'input_variants': 17570213}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""custom_rod_name"": ""MILLS"", ""__current_case__"": 8, ""input_rod"": 17509138}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 17509140}}]",3199905909,fasta,90199019,vcf,10796220779,vcf,,,,,,18494411,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-11-17 09:30:56.366479,51868,11925,vcf,102.615002
2014-11-14 16:00:22.090468,rodeo_normal,,main_w1_handler1,2113310,8167809,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2013717.roundup,slurm,,corral-repl,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""HRun""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""QD""}, {""__index__"": 4, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,basic,"""SNP""",1,17509139,history,"[{'__index__': 0, 'input_variants': 17527164}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 17509136}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""1000G"", ""__current_case__"": 8, ""input_rod"": 17509134}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 17509140}}]",3199905909,fasta,238391040,vcf,7398865818,vcf,10796220779.0,vcf,,,,18494411,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-11-14 16:03:50.418169,51868,5775775,vcf,208.32770100000002
2014-11-17 09:52:03.861501,rodeo_normal,,main_w1_handler1,2113310,8182804,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2031258.roundup,slurm,,corral-repl,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}]",1,advanced,1,min_num,5,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,basic,"""INDEL""",1,17509139,history,"[{'__index__': 0, 'input_variants': 17570211}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""12.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""custom_rod_name"": ""MILLS"", ""__current_case__"": 8, ""input_rod"": 17509138}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 17509140}}]",3199905909,fasta,90199019,vcf,10796220779,vcf,,,,,,18494411,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-11-17 09:54:15.062730,51868,14001,vcf,131.201229
2014-11-14 11:18:08.998075,rodeo_normal,,main_w1_handler1,2113310,8166822,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2011819.roundup,slurm,,corral-repl,,"[{""__index__"": 0, ""additional_annotation_name"": ""FS""}, {""__index__"": 1, ""additional_annotation_name"": ""HRun""}, {""__index__"": 2, ""additional_annotation_name"": ""MQRankSum""}, {""__index__"": 3, ""additional_annotation_name"": ""QD""}, {""__index__"": 4, ""additional_annotation_name"": ""ReadPosRankSum""}]",1,advanced,1,min_num,50,0.001,[],1,100,30,20.0,80.0,1.0,8.0,2.15,99.0,"100.0, 99.9, 99.0, 90.0","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,basic,"""SNP""",1,17509139,history,"[{'__index__': 0, 'input_variants': 17527164}]","[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""hapmap"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""15.0"", ""bad"": ""False"", ""truth"": ""True"", ""known"": ""False""}, ""__current_case__"": 5, ""input_rod"": 17509136}}, {""__index__"": 1, ""rod_bind_type"": {""rod_bind_type_selector"": ""custom"", ""rod_training_type"": {""training"": ""True"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""10.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""False""}, ""custom_rod_name"": ""1000G"", ""__current_case__"": 8, ""input_rod"": 17509134}}, {""__index__"": 2, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""rod_training_type"": {""training"": ""False"", ""__current_case__"": 1, ""rod_training_type_selector"": ""is_training_truth_known"", ""prior"": ""2.0"", ""bad"": ""False"", ""truth"": ""False"", ""known"": ""True""}, ""__current_case__"": 3, ""input_rod"": 17509140}}]",3199905909,fasta,238391040,vcf,7398865818,vcf,10796220779.0,vcf,,,,18494411,error,toolshed.g2.bx.psu.edu/repos/devteam/variant_recalibrator/gatk_variant_recalibrator/0.0.4,0.0.4,,2014-11-14 11:21:38.944663,51868,5775775,vcf,209.94658800000002
