create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.complement,parameters.dbkey,parameters.input1.values,parameters.mismatch,parameters.out_format1,parameters.pattern,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-25 11:31:25.413559,slurm_normal,,main_w4_handler0,3212086,18153276,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6264419,fasta,12234434,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""yes""","""?""","[{'src': 'hda', 'id': 30750876}]","""6""","""seqtable""","""GTTCCAC""",,43433732,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzznuc37/5.0.1,5.0.1,,2018-01-25 11:32:41.390141,102197,75.97658200000001
2018-01-25 11:27:19.266990,slurm_normal,,main_w4_handler1,3212086,18153262,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6264419,fasta,12234417,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""yes""","""?""","[{'src': 'hda', 'id': 30750876}]","""7""","""seqtable""","""GTTCCAC""",,43433732,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: fuzznuc37/5.0.1,5.0.1,,2018-01-25 11:28:57.079643,102197,97.81265300000001
