create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.predictor_cols,parameters.response_col,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-13 16:10:08.556811,slurm_normal,,main_w3_handler1,3427580,18366864,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3490990213,vcf,12451554,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33830306}]","[""3"", ""4""]","""1""",,43886841,error,toolshed.g2.bx.psu.edu/repos/devteam/partialr_square/partialRsq/1.0.0,1.0.0,,2018-02-13 21:19:19.189194,121441,18550.632383
