corData,corData_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.corData.values,parameters.dbkey,parameters.outFileFormat,parameters.outFileNameData,parameters.plotTitle,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
47248209,deeptools_coverage_matrix,2016-06-20 13:05:16.493848,slurm_normal,,main_w2_handler0,2744133,13210202,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7394764.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56f8ed42a6b2bcfd0'}]","""sacCer3""","""png""","""false""","""""",,30959408,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-20 13:30:03.945755,10211,1487.4519070000001
47248209,deeptools_coverage_matrix,2016-06-21 08:32:41.506035,slurm_normal,,main_w2_handler0,2744133,13221543,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7405909.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56f8ed42a6b2bcfd0'}]","""sacCer3""","""png""","""false""","""""",,30984572,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-21 08:57:54.258054,10211,1512.752019
907494616,deeptools_coverage_matrix,2016-09-29 13:56:11.824146,slurm_normal,,main_w4_handler1,2811244,13974151,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8193310.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a423cd9f181033db'}]","""hg19""","""pdf""","""false""","""""",,32866886,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-09-29 13:58:29.932037,60415,138.107891
47248209,deeptools_coverage_matrix,2016-06-20 14:14:54.716413,slurm_normal,,main_w1_handler1,2744133,13211019,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7395504.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56f8ed42a6b2bcfd0'}]","""sacCer3""","""png""","""false""","""""",,30959408,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.2.3.0,2.2.3.0,,2016-06-20 14:41:23.549849,10211,1588.8334360000001
