create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coverage_dtype,parameters.advanced_options.safe,parameters.chromInfo,parameters.dbkey,parameters.min_base_quality,parameters.min_mapping_quality,parameters.min_support_depth,parameters.ploidy,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.reference_source|input_bams_0|input_bam|__identifier__,parameters.regions,parameters.use_strand,parameters.variants_only,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,reference_source|input_bams_1|input_bam,reference_source|input_bams_1|input_bam_filetype,reference_source|input_bams_2|input_bam,reference_source|input_bams_2|input_bam_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-13 12:23:20.815783,slurm_normal_dynamic_mem,,main_w4_handler0,3381070,18364515,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,12449391,slurm,,corral-repl,,,0,basic,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33827737}]}}]",hg19,,cached,,[],"""false""","""false""",,,10466256.0,bam,,,,,,43733849.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2018-02-13 15:14:13.966468,117381.0,10253.150685
2015-11-18 05:30:26.518969,slurm_normal_16gb,,main_w1_handler0,2509768,10930903,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13452268.0,bam,,,,,5186162.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 22042998}]",PhumU1,,cached,,[],"""True""","""False""",,,,,,,,,,26281595.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2015-11-18 05:38:32.241107,72942.0,485.72213800000003
2016-02-12 09:20:55.318609,slurm_normal_16gb,,main_w1_handler1,2581132,11798700,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30386534.0,bam,,,,,6053444.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 23305758}]",Homo_sapiens_nuHg19_mtrCRS,,cached,,[],"""True""","""True""",,,,,,,,,,28326533.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2016-02-12 09:25:46.693718,77689.0,291.375109
2017-04-12 08:54:26.879297,slurm_normal_dynamic_mem,,main_w4_handler0,3069581,15563604,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,9687202.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29179239}]}}]",hg19,,cached,,[],"""false""","""false""",,,13358501.0,bam,,,,,,36667716.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2017-04-12 14:34:44.988800,102235.0,20418.109503
2017-07-23 16:00:37.531500,slurm_normal_dynamic_mem,,main_w4_handler1,3199731,16399436,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,10463707.roundup,slurm,,corral-repl,,,1,advanced,guess,false,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 30577072}]}}]",hg19,,cached,,[],"""false""","""false""",,,13465093.0,bam,,,,,,38421260.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2017-07-23 18:31:47.078395,106317.0,9069.546895000001
2015-11-03 03:24:27.815567,slurm_normal_16gb,,main_w1_handler2,2186621,10802945,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",78962356.0,bam,,,,,5058282.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""""","""""","""1""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21850699}]",hg_g1k_v37,,cached,,[],"""True""","""False""",,,,,,,,,,24912719.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2015-11-03 03:37:25.940728,58857.0,778.125161
2017-09-20 16:04:14.889993,slurm_normal_dynamic_mem,,main_w4_handler1,3260719,16877937,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,10943188.roundup,slurm,,corral-repl,,,0,basic,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31325764}]}}]",mm10,,cached,,[],"""false""","""true""",,,19183897.0,bam,,,,,,39837932.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2017-09-20 16:10:33.626943,21426.0,378.73695000000004
2015-11-04 02:16:48.377919,slurm_normal_16gb,,main_w1_handler2,2186621,10812568,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",25334266.0,bam,,,,,5068147.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""""","""""","""1""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21866839}]",hg_g1k_v37,,cached,,[],"""True""","""False""",,,,,,,,,,24912719.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2015-11-04 02:27:59.622995,58857.0,671.245076
2016-07-03 01:41:04.326304,slurm_normal_64gb,,main_w1_handler0,2755839,13316520,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,7520217,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""""","""""","""0""","""1""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b548904b625676a829'}]}}]",hg38,,cached,,[],"""true""","""false""",,,161323154.0,bam,,,,,,31200388.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2016-07-03 01:53:39.454463,75824.0,755.1281590000001
2015-10-18 02:07:19.659218,slurm_normal_16gb,,main_w2_handler0,2475611,10616174,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33171019.0,bam,,,,,4885788.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""""","""""","""0""","""2""",1.0,"[{'__index__': 0, 'input_bam': 21585459}]",21585484,,history,,[],"""True""","""True""",3157608038.0,fasta,,,,,,,,25595189.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2015-10-18 02:08:49.369493,70832.0,89.71027500000001
2018-03-05 20:24:32.897320,slurm_normal_dynamic_mem,,main_w4_handler0,3448485,18615013,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,12710792,slurm,,corral-repl,,,1,advanced,uint8,false,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 34224288}]}}]",hg19,,cached,,[],"""true""","""true""",,,30405836.0,bam,,,,,,44205185.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2018-03-05 20:26:53.936258,122650.0,141.038938
2017-11-30 15:57:47.093885,slurm_normal_dynamic_mem,,main_w3_handler0,3346065,17651985,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,11710713,slurm,,corral-repl,,,0,basic,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 32649892}]}}]",hg19,,cached,,[],"""false""","""true""",,,9573708.0,bam,,,,,,42346473.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2017-11-30 21:00:10.052346,116574.0,18142.958461000002
2017-04-10 13:33:23.862477,slurm_normal_dynamic_mem,,main_w3_handler1,3059523,15540925,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,9666199.roundup,slurm,,corral-repl,,,1,advanced,uint8,false,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29140139}]}}]",hg38,,cached,,[],"""true""","""true""",,,8775049.0,bam,,,,,,36594413.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2017-04-10 13:34:16.916845,101848.0,53.054368000000004
2015-09-22 06:34:12.504214,slurm_normal_16gb,,main_w1_handler1,2446875,10379643,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29672339.0,bam,,,,,4660857.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21204136}]",Homo_sapiens_nuHg19_mtrCRS,,cached,,[],"""True""","""False""",,,,,,,,,,25313824.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2015-09-22 06:35:35.551875,69363.0,83.047661
2018-02-11 20:51:40.149948,slurm_normal_dynamic_mem,,main_w4_handler1,2672994,18344044,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,12428386,slurm,,corral-repl,,,0,basic,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33652707}]}}]",hg19,,cached,,[],"""false""","""false""",,,97043144.0,bam,,,,,,43672878.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2018-02-11 20:54:50.993089,82647.0,190.843141
2016-02-12 00:29:40.675811,slurm_normal_16gb,,main_w2_handler1,2581132,11796630,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30386534.0,bam,,,,,6051368.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 23305758}]",Homo_sapiens_nuHg19_mtrCRS,,cached,,[],"""True""","""True""",,,,,,,,,,28286947.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2016-02-12 00:33:37.610281,77689.0,236.93447
2018-01-24 08:58:50.821192,slurm_normal_dynamic_mem,,main_w4_handler0,3387340,18141351,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,12221378,slurm,,corral-repl,,,0,basic,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""""","""""","""5""","""1""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33306799}]}}]",hg19,,cached,,[],"""false""","""false""",,,4877088587.0,bam,,,,,,43401643.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2018-01-25 03:11:54.621518,84504.0,65583.800326
2015-09-21 02:23:12.044625,slurm_normal_16gb,,main_w2_handler1,2445582,10369522,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",23006335.0,bam,,,,,4650613.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21187992}]",hg19,,cached,,[],"""True""","""True""",,,,,,,,,,25290189.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2015-09-21 09:35:37.661731,37540.0,25945.617106
2015-11-12 14:20:56.357821,slurm_normal_16gb,,main_w1_handler1,2492276,10885712,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9090697.0,bam,,,,,5139160.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21853221}]",hg19,,cached,,[],"""False""","""False""",,,,,,,,,,26015328.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2015-11-12 14:35:46.161018,53650.0,889.8031970000001
2015-12-04 10:53:07.062657,slurm_normal_16gb,,main_w2_handler1,2527658,11086447,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9662599.0,bam,,,,,5339025.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 22297848}]",12931,,cached,,[],"""True""","""True""",,,,,,,,,,26395825.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2015-12-04 10:56:20.794010,70631.0,193.731353
2015-10-19 22:16:47.680311,slurm_normal_16gb,,main_w1_handler0,2476286,10646961,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29442697.0,bam,,,,,4910803.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 21626732}]",hg19,,cached,,[],"""True""","""True""",,,,,,,,,,25536600.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2015-10-20 03:44:43.562120,70584.0,19675.881809000002
2017-12-05 02:27:58.686030,slurm_normal_dynamic_mem,,main_w3_handler1,3353205,17697787,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,11762439,slurm,,corral-repl,,,0,basic,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 32729960}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 32729956}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 32729939}]}}]",hg19,,cached,,[],"""false""","""false""",,,13484519.0,bam,10218152.0,bam,10196694.0,bam,,42147488.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2017-12-05 11:37:37.034614,116810.0,32978.348584
2017-08-30 15:53:15.140019,slurm_normal_dynamic_mem,,main_w3_handler0,3237815,16695557,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,10767491.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 31046919}]}}]",12931,,cached,,[],"""false""","""false""",,,5184365.0,bam,,,,,,40004947.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2017-08-30 20:06:54.257132,110337.0,15219.117113
2017-04-05 16:39:49.751956,slurm_normal_dynamic_mem,,main_w3_handler1,3060582,15496495,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,9623893.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""25""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29085599}]}}]",hg38,,cached,,[],"""true""","""true""",,,11968829.0,bam,,,,,,37049035.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2017-04-05 16:42:28.776801,95346.0,159.024845
2018-02-14 11:56:16.905468,slurm_normal_dynamic_mem,,main_w4_handler1,3427421,18381770,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,12466698,slurm,,corral-repl,,,0,basic,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 33827107}]}}]",hg38,,cached,"""WQ01-DNA85I11-16HO3308_S1_L001__001.fastq""",[],"""false""","""false""",,,1514632818.0,bam,,,,,,43630822.0,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.2,0.0.2,,2018-02-14 14:20:12.646892,116234.0,8635.741424
