create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.correction,parameters.dbkey,parameters.fasta.values,parameters.filter,parameters.increment,parameters.window,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-29 09:23:43.103520,slurm_normal,,6953324,mothur.align,main_w3_handler0,3377237,18187064,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12268062,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 33550550}]","""false""","""25""","""0""",,43242053,error,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_bellerophon/mothur_chimera_bellerophon/1.36.1.0,1.36.1.0,,2018-01-29 09:25:27.913991,119175,104.810471
