bed_data,bed_data_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bed_data.values,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.key_option,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
3898020775,bed,2016-11-05 03:38:12.116555,slurm_normal,,main_w3_handler1,2881902,14258990,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",161332120,vcf,8467608.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c65ee3485be1188'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58913c11bfcc04c3e'}]","""BED-features""",,33346758,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-05 03:40:41.912564,91306,149.796009
3898020775,bed,2016-11-05 21:43:17.575286,slurm_normal,,main_w3_handler1,2881902,14261190,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",189011453,vcf,8469773.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c65ee3485be1188'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5764350b4aab88129'}]","""BED-features""",,33346758,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-05 21:47:31.665546,91306,254.09026000000003
6158235822,bed,2017-05-23 19:29:00.054037,slurm_normal,,main_w4_handler1,3124128,15920423,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",24132603,vcf,10018301.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 29736782}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29736604}]","""BED-features""",,37635728,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-23 19:35:16.116361,104814,376.06232400000005
3898020775,bed,2016-11-04 23:14:02.904718,slurm_normal,,main_w4_handler1,2881902,14257869,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",54551195,vcf,8466523.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c65ee3485be1188'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59f3efdba77709a10'}]","""BED-features""",,34031617,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-04 23:17:57.610958,91306,234.70624
4493036040,bed,2016-12-11 03:59:42.785173,slurm_normal,,main_w3_handler1,2925866,14541359,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",450447,bed,8724143.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 27580731}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27580552}]","""BED-features""",,34785072,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-11 04:02:41.166513,93212,178.38134000000002
3898020775,bed,2016-11-05 03:38:58.787535,slurm_normal,,main_w3_handler0,2881902,14258991,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",161332120,vcf,8467617.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b535a2b6674b223cc3'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58913c11bfcc04c3e'}]","""BED-features""",,33346758,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-05 03:41:52.007277,91306,173.21974200000002
3898020775,bed,2016-11-04 23:14:03.919762,slurm_normal,,main_w4_handler1,2881902,14257872,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",189011453,vcf,8466525.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c65ee3485be1188'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5764350b4aab88129'}]","""BED-features""",,34031617,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-04 23:27:05.281647,91306,781.361885
3898020775,bed,2016-11-04 23:14:03.235101,slurm_normal,,main_w4_handler0,2881902,14257870,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",161340546,vcf,8466524.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c65ee3485be1188'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b574f5d25fe0dbb55a'}]","""BED-features""",,34031617,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-04 23:27:10.868360,91306,787.6332590000001
3898020775,bed,2016-11-05 21:42:03.412611,slurm_normal,,main_w3_handler0,2881902,14261184,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",161340546,vcf,8469765.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59c65ee3485be1188'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b574f5d25fe0dbb55a'}]","""BED-features""",,33346758,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-05 21:47:09.002140,91306,305.589529
5129579932,bed,2017-07-26 22:08:36.150124,slurm_normal,,main_w4_handler1,3183018,16428934,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",334732380,vcf,10495931.roundup,slurm,,corral-repl,,"[{'src': 'hda', 'id': 30630400}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30630172}]","""""",,39324643,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotate/vcfannotate/1.0.0_rc1.0,1.0.0_rc1.0,,2017-07-26 22:10:46.197662,108593,130.047538
