create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.phone,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-15 22:33:14.939729,slurm_multi,,main_w4_handler2,3244779,16841684,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5655270802,tabular,10908207,slurm,,corral-repl,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31271386}]","""false""",,40442309,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.8.1,0.8.1,,2017-09-16 00:37:54.641716,111368,7479.701987
