create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input2,parameters.out_format1,parameters.prefer,parameters.wordsize,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-17 07:57:57.656851,slurm_normal,,main_w1_handler1,2409240,10131996,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",369856092,fasta,369871767,fasta,4403741.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20784258,20781579,"""fasta""","""no""","""20""",,24695213,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: megamerger53/5.0.0,5.0.0,,2015-08-17 21:20:00.933833,65190,48123.276982
