create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.sort_order,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-01 17:50:15.667860,rodeo_normal,,main_w2_handler1,2217500,8836986,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2660677345,bam,2961283.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18641387,"""coordinate""","""LENIENT""",,21473342,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-01 17:53:56.089825,15202,220.421965
2015-03-18 10:29:58.330479,rodeo_normal,,main_w1_handler0,2239926,8975898,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7976267080,sam,3218180.roundup,slurm,,corral-repl,,"""b92e1d02cd5911e49827005056a51846""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18896906,"""coordinate""","""LENIENT""",,21829099,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-18 10:34:32.199286,58185,273.868807
2015-02-27 19:00:00.227991,rodeo_normal,,main_w2_handler1,2222244,8830378,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1693168556,bam,2948468.roundup,slurm,,corral-repl,,"""cd37e446beb211e485c1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18658329,"""coordinate""","""LENIENT""",,20604233,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-02-27 19:06:25.576404,58475,385.34841300000005
2015-03-10 11:23:16.427795,rodeo_normal,,main_w2_handler1,1376907,8906389,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",840136914,bam,3088864.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",10581439,"""coordinate""","""LENIENT""",,21276057,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-10 11:26:51.723945,28538,215.29615
2015-03-18 18:31:19.452580,rodeo_normal,,main_w2_handler0,2240335,8980654,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4650027956,sam,3226451.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18892664,"""coordinate""","""SILENT""",,21593985,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-18 18:34:25.008266,16722,185.555686
2015-02-27 19:00:02.004650,rodeo_normal,,main_w2_handler1,2222244,8830379,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2442075467,bam,2948508.roundup,slurm,,corral-repl,,"""cd37e446beb211e485c1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18658324,"""coordinate""","""LENIENT""",,20604233,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-02-27 19:07:17.963597,58475,435.958947
2015-03-19 16:39:09.970110,rodeo_normal,,main_w2_handler0,2152853,8989786,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2286927983,bam,3244064.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18625067,"""coordinate""","""LENIENT""",,21833398,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-19 16:43:08.205417,10211,238.235307
2015-03-03 01:02:19.281826,rodeo_normal,,main_w1_handler1,427993,8845989,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2319102724,bam,2978254.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18701400,"""coordinate""","""LENIENT""",,21540956,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-03 01:05:59.455293,6725,220.17346700000002
2015-03-01 17:50:18.632318,rodeo_normal,,main_w1_handler1,2217500,8836989,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3667358036,bam,2961287.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18643476,"""coordinate""","""LENIENT""",,21473342,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-01 17:54:00.939522,15202,222.307204
2015-02-27 19:00:06.507231,rodeo_normal,,main_w2_handler0,2222244,8830381,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2838358307,bam,2948548.roundup,slurm,,corral-repl,,"""cd37e446beb211e485c1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18658344,"""coordinate""","""LENIENT""",,20604233,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-02-27 19:10:39.180421,58475,632.6731900000001
2015-03-17 06:44:14.966153,rodeo_normal,,main_w2_handler0,1376907,8963990,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",840136914,bam,3195947.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",10581439,"""coordinate""","""LENIENT""",,21276057,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-17 06:47:14.903373,28538,179.93722000000002
2015-03-05 17:31:35.404693,rodeo_normal,,main_w1_handler1,2226638,8872854,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19310867370,bam,3028375.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",18730611,"""coordinate""","""LENIENT""",,21589997,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-05 17:36:30.053972,43734,294.64927900000004
2015-03-19 18:49:48.746616,rodeo_normal,,main_w2_handler0,2175008,8991232,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5987898045,bam,3246511.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""",18853559,"""coordinate""","""LENIENT""",,21271085,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-19 18:55:12.175027,58312,323.42841100000004
2015-02-27 18:59:58.149786,rodeo_normal,,main_w2_handler0,2222244,8830375,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2363360431,bam,2948470.roundup,slurm,,corral-repl,,"""cd37e446beb211e485c1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18657098,"""coordinate""","""LENIENT""",,20604233,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-02-27 19:05:19.125104,58475,320.975318
2015-03-01 17:18:01.047426,rodeo_normal,,main_w2_handler0,1312032,8836914,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6439997025,bam,2961154.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",18680082,"""coordinate""","""LENIENT""",,21250017,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-01 17:20:41.789757,8187,160.742331
2015-03-11 18:09:14.594256,rodeo_normal,,main_w1_handler0,2215476,8918495,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1580862368,bam,3112376.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18814959,"""coordinate""","""LENIENT""",,21721621,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-11 18:14:41.193827,60007,326.599571
2015-03-05 20:35:28.345568,rodeo_normal,,main_w2_handler1,2175008,8874037,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6236241179,bam,3030340.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18741580,"""coordinate""","""LENIENT""",,20938813,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-05 20:39:07.153328,58312,218.80776
2015-03-19 03:52:09.344517,rodeo_normal,,main_w1_handler1,2175008,8984589,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5987898045,bam,3234025.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""",18853559,"""coordinate""","""LENIENT""",,21489977,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-19 03:55:07.745203,58312,178.400686
2015-03-14 02:13:05.500315,rodeo_normal,,main_w1_handler0,2175008,8947186,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5987898045,bam,3164668.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""",18853559,"""coordinate""","""LENIENT""",,21271085,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-14 02:17:58.859916,58312,293.359601
2015-02-27 18:59:59.468395,rodeo_normal,,main_w2_handler0,2222244,8830377,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2775781959,bam,2948506.roundup,slurm,,corral-repl,,"""cd37e446beb211e485c1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18658319,"""coordinate""","""LENIENT""",,20604233,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-02-27 19:06:32.849046,58475,393.380651
2015-03-11 18:09:14.123451,rodeo_normal,,main_w2_handler1,2215476,8918494,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1592166500,bam,3112433.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18814956,"""coordinate""","""LENIENT""",,21721621,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-11 18:18:21.277951,60007,547.1545
2015-03-01 17:50:16.898666,rodeo_normal,,main_w1_handler0,2217500,8836987,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2440142572,bam,2961289.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18641390,"""coordinate""","""LENIENT""",,21473342,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-01 17:54:44.743156,15202,267.84449
2015-03-18 18:27:00.324320,rodeo_normal,,main_w1_handler1,2240335,8980554,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4650027956,sam,3226366.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18892664,"""coordinate""","""LENIENT""",,21593985,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-18 18:28:47.312856,16722,106.98853600000001
2015-03-18 07:06:57.635358,rodeo_normal,,main_w1_handler1,2239926,8975091,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2677797219,bam,3216679.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18892149,"""coordinate""","""LENIENT""",,21829099,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-18 07:11:08.531531,58185,250.896173
2015-03-01 18:10:52.318064,rodeo_normal,,main_w2_handler0,2217500,8837079,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3540128402,bam,2961470.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18641382,"""coordinate""","""LENIENT""",,21473342,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-01 18:14:18.372778,15202,206.05471400000002
2015-03-16 06:47:44.156564,rodeo_normal,,main_w2_handler1,1376907,8955145,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",698064836,bam,3178725.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",10581410,"""coordinate""","""LENIENT""",,21276057,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-16 06:51:17.881631,28538,213.72506700000002
2015-03-11 18:25:20.516308,rodeo_normal,,main_w1_handler0,2215476,8918566,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1730547640,bam,3112530.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18814842,"""coordinate""","""LENIENT""",,21721621,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-11 18:28:03.678753,60007,163.16244500000002
2015-03-19 17:05:16.861958,rodeo_normal,,main_w2_handler1,2235893,8989916,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15602400422,sam,3244484.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18920004,"""coordinate""","""LENIENT""",,21622266,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-19 17:27:14.270663,5254,1317.408705
2015-03-11 18:09:12.665670,rodeo_normal,,main_w2_handler1,2215476,8918490,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1730547640,bam,3112382.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18814842,"""coordinate""","""LENIENT""",,21721621,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-11 18:13:57.556997,60007,284.891327
2015-03-17 22:30:17.471513,rodeo_normal,,main_w2_handler1,2239926,8972596,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2631731665,bam,3211886.roundup,slurm,,corral-repl,,"""2f6723e8ccf511e49190005056a52a46""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18892265,"""coordinate""","""LENIENT""",,21829099,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-17 22:57:02.724233,58185,1605.2527200000002
2015-03-07 12:52:57.667091,rodeo_normal,,main_w1_handler0,2229749,8886670,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8068611878,bam,3052460.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18765499,"""coordinate""","""LENIENT""",,21633565,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-07 12:55:39.453045,58799,161.785954
2015-03-11 06:32:48.373001,rodeo_normal,,main_w1_handler1,2207752,8914272,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",384689596,bam,3105029.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/venter1.len""","""venter1""",18533901,"""coordinate""","""LENIENT""",,21294278,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-11 06:35:42.669714,59756,174.296713
2015-03-02 16:37:24.477370,rodeo_normal,,main_w2_handler0,2224396,8841927,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20685633791,sam,2970849.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18696375,"""coordinate""","""LENIENT""",,20662697,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-02 17:02:38.182732,5254,1513.7053620000002
2015-03-19 16:39:00.612632,rodeo_normal,,main_w2_handler0,2152853,8989785,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2645872346,bam,3244062.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18611764,"""coordinate""","""LENIENT""",,21833398,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-19 16:42:33.518742,10211,212.90611
2015-03-06 14:03:38.012887,rodeo_normal,,main_w2_handler1,2226638,8880029,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",67508004766,sam,3041545.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",18751395,"""coordinate""","""LENIENT""",,21616330,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-06 14:07:14.533591,43734,216.52070400000002
2015-02-27 18:59:58.828558,rodeo_normal,,main_w1_handler1,2222244,8830376,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2350226670,bam,2948510.roundup,slurm,,corral-repl,,"""cd37e446beb211e485c1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18658314,"""coordinate""","""LENIENT""",,20604233,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-02-27 19:08:34.761586,58475,515.933028
2015-03-01 17:50:17.487159,rodeo_normal,,main_w2_handler0,2217500,8836988,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2526327483,bam,2961285.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18643472,"""coordinate""","""LENIENT""",,21473342,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-01 17:54:45.259010,15202,267.771851
2015-03-05 20:06:32.527583,rodeo_normal,,main_w1_handler0,2175008,8873937,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6236241179,bam,3030134.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18741580,"""coordinate""","""LENIENT""",,20938813,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-05 20:09:44.455412,58312,191.927829
2015-03-01 17:49:31.020671,rodeo_normal,,main_w2_handler0,2217500,8836984,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3540128402,bam,2961279.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18641382,"""coordinate""","""LENIENT""",,21473342,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-01 17:53:58.772304,15202,267.751633
2015-03-01 12:10:18.021739,rodeo_normal,,main_w2_handler1,2201111,8836296,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",552017714,bam,2960134.roundup,slurm,,corral-repl,,"""e9af1d88c00b11e486af005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18685536,"""coordinate""","""LENIENT""",,21416631,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-01 12:49:01.113126,14873,2323.091387
2015-03-17 18:52:31.997825,rodeo_normal,,main_w2_handler0,2175008,8970528,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6344229132,bam,3207745.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18887221,"""coordinate""","""LENIENT""",,21489977,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-17 19:00:21.560062,58312,469.56223700000004
2015-02-27 19:00:04.082381,rodeo_normal,,main_w2_handler1,2222244,8830380,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3995126264,bam,2948546.roundup,slurm,,corral-repl,,"""cd37e446beb211e485c1005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18658334,"""coordinate""","""LENIENT""",,20604233,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-02-27 19:10:25.504200,58475,621.421819
2015-03-05 17:31:08.983630,rodeo_normal,,main_w2_handler0,2226638,8872842,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19519635456,bam,3028369.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",18730615,"""coordinate""","""LENIENT""",,21589997,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SortSam/1.126.0,1.126.0,,2015-03-05 17:37:05.751444,43734,356.76781400000004
