create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.termini,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-01 09:20:00.533987,slurm_normal,,main_w4_handler1,3410821,18220585,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19960938,tabular,12301130,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33605717}]","""yes""",,43555954,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: pepstats71/5.0.0,5.0.0,,2018-02-01 09:21:12.391478,120952,71.85749100000001
