create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.alpha,parameters.advancedOpt.averageTypeSummaryPlot,parameters.advancedOpt.colorList,parameters.advancedOpt.colorMap,parameters.advancedOpt.endLabel,parameters.advancedOpt.heatmapHeight,parameters.advancedOpt.heatmapWidth,parameters.advancedOpt.missingDataColor,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotTitle,parameters.advancedOpt.referencePointLabel,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.startLabel,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.whatToShow,parameters.advancedOpt.xAxisLabel,parameters.advancedOpt.yAxisLabel,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.advancedOpt.zMax,parameters.advancedOpt.zMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.dpi,parameters.output.outFileFormat,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-16 17:17:47.102009,slurm_normal,,main_w4_handler1,605821,15060298,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9222949.roundup,slurm,,63997911,deeptools_compute_matrix_archive,corral-repl,,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,true,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,8,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28386937}]",1,200,png,true,true,yes,,34508217.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-17 15:04:36.753912,12956,78409.651903
2017-02-06 16:44:30.814371,slurm_normal,,main_w3_handler0,605821,14962123,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9119770.roundup,slurm,,356635307,deeptools_compute_matrix_archive,corral-repl,,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,true,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,4,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27684263}]",0,,,,,no,,34508217.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-02-06 16:56:12.982941,12956,702.16857
2016-12-03 08:58:37.883966,slurm_normal,,main_w4_handler1,605821,14477513,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8670653.roundup,slurm,,289058994,deeptools_compute_matrix_archive,corral-repl,,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27476808}]",0,,,,,no,,34508217.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2016-12-03 09:07:24.489531,12956,526.6055650000001
2017-01-03 10:22:33.503061,slurm_normal,,main_w3_handler0,2860547,14679792,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8850071.roundup,slurm,,40632282,deeptools_compute_matrix_archive,corral-repl,,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27797085}]",0,,,,,no,,35160027.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-01-03 10:28:09.416197,92519,335.913136
2016-12-01 10:20:48.248443,slurm_normal,,main_w4_handler0,605821,14460046,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8654260.roundup,slurm,,29425224,deeptools_compute_matrix_archive,corral-repl,,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27447440}]",0,,,,,no,,34508217.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2016-12-01 10:25:18.975062,12956,270.726619
2017-01-11 12:56:50.771467,slurm_normal,,main_w3_handler0,2818927,14739800,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8904741.roundup,slurm,,25991450,deeptools_compute_matrix_archive,corral-repl,,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 27867374}]",1,200,png,false,false,yes,,34652384.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-01-11 13:02:40.883300,50137,350.11183300000005
2016-12-07 08:37:05.831355,slurm_normal,,main_w3_handler0,605821,14505838,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8687862.roundup,slurm,,289058994,deeptools_compute_matrix_archive,corral-repl,,,1,1.0,mean,,['RdYlBu'],TES,25.0,7.5,black,true,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,4,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27476808}]",1,200,png,true,true,yes,,34508217.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2016-12-07 08:44:40.653270,12956,454.82191500000005
2016-12-01 09:56:09.669295,slurm_normal,,main_w3_handler1,605821,14459845,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8654131.roundup,slurm,,29425224,deeptools_compute_matrix_archive,corral-repl,,,0,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27447440}]",0,,,,,no,,34508217.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2016-12-01 10:06:24.491547,12956,614.822252
2017-03-04 20:08:07.731601,slurm_normal,,main_w3_handler0,2788464,15208414,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9358196.roundup,slurm,,58376826,deeptools_compute_matrix_archive,corral-repl,,,1,1.0,mean,,['pink_r'],TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28618271}]",1,300,pdf,false,false,yes,,35333241.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-03-04 20:13:03.750639,66832,296.019038
2017-01-07 10:48:26.845109,slurm_normal,,main_w4_handler0,2762924,14708354,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8877893.roundup,slurm,,130898154,deeptools_compute_matrix_archive,corral-repl,,,1,1.0,mean,,['Blues'],TES,25.0,7.5,1,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 27832341}]",1,200,png,true,false,yes,,34276193.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.3.6.0,2.3.6.0,,2017-01-07 10:54:45.585084,87213,378.739975
