create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageType,parameters.advancedOpt.colors,parameters.advancedOpt.outFileNameData,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotHeight,parameters.advancedOpt.plotTitle,parameters.advancedOpt.plotType,parameters.advancedOpt.plotWidth,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.scaleRegions.__current_case__,parameters.scaleRegions.endLabel,parameters.scaleRegions.showScaleRegionsOpt,parameters.scaleRegions.startLabel,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-10 02:39:56.571102,slurm_normal,,main_w1_handler0,2762021,13368920,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7580759.roundup,slurm,,143590269,deeptools_compute_matrix_archive,corral-repl,,"""94cbbe52464711e6ac07005056a52a46""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52990e5f163d48d9d'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-10 16:14:28.638427,29338,48872.067325
2016-07-10 02:35:17.012300,slurm_normal,,main_w2_handler0,2762009,13368844,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7579856.roundup,slurm,,144953122,deeptools_compute_matrix_archive,corral-repl,,"""ee62aeb8464611e6a816005056a52a46""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b517a58cdb6222ec52'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-10 09:23:52.950532,29338,24515.938232
2016-07-17 02:47:46.692882,slurm_normal,,main_w1_handler0,2767919,13424490,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7642127.roundup,slurm,,441240504,deeptools_compute_matrix_archive,corral-repl,,"""d5c6b6ec4bc811e680bb005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55f7d0a6dfa6d3172'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-18 11:06:03.709277,29338,116297.01639500001
2016-07-10 02:36:45.434060,slurm_normal,,main_w2_handler0,2762013,13368868,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7580118.roundup,slurm,,327814900,deeptools_compute_matrix_archive,corral-repl,,"""22d9386a464711e6a816005056a52a46""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f5f0c89732cca8a2'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-10 11:41:43.124187,29338,32697.690127
2016-07-13 01:47:31.949275,slurm_normal,,main_w1_handler0,2763737,13392244,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7603844.roundup,slurm,,536701836,deeptools_compute_matrix_archive,corral-repl,,,1,mean,,false,true,5,,lines,11,,,yes,0.0,2.0,none,,,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b545671a88ec829de1'}]",1,eps,false,yes,0,,no,,,30822841,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-13 01:51:24.994735,42951,233.04546000000002
2016-07-08 14:26:49.634660,slurm_normal,,main_w2_handler1,2761103,13362233,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7575767.roundup,slurm,,131872606,deeptools_compute_matrix_archive,corral-repl,,"""fdd74fb4451711e6a3c0005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b539040b9dac51233e'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-09 03:15:31.098463,29338,46121.463803000006
2016-07-10 02:41:42.330134,slurm_normal,,main_w2_handler0,2762025,13368948,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7581178.roundup,slurm,,134208669,deeptools_compute_matrix_archive,corral-repl,,"""d12ef4e0464711e6a816005056a52a46""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c6d8c8d7fd4b108e'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-10 18:30:01.537793,29338,56899.20765900001
2016-05-20 03:37:07.578331,slurm_normal,,main_w1_handler0,2710359,12944816,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7140788.roundup,slurm,,197533082,deeptools_compute_matrix_archive,corral-repl,,"""1efe8f0c1e3c11e6a605005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b592dae2ef56cd4811'}]",0,,,no,0,,no,,,30331515,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-05-20 08:05:37.039193,41189,16109.460862000002
2016-07-08 14:24:18.158429,slurm_normal,,main_w1_handler0,2761097,13362203,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7575953.roundup,slurm,,176312976,deeptools_compute_matrix_archive,corral-repl,,"""a485b39c451711e6903a005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c847d279d0dd3f74'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-09 05:29:43.481340,29338,54325.322911
2016-07-16 14:52:33.236228,slurm_normal,,main_w2_handler1,2767707,13423384,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7638332.roundup,slurm,,443568452,deeptools_compute_matrix_archive,corral-repl,,"""ec39763a4b6411e6ba13005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b527231ae7d85bf539'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-17 22:38:24.650440,29338,114351.414212
2016-07-18 14:44:06.866492,slurm_normal,,main_w2_handler0,2768855,13432124,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7656202.roundup,slurm,,184141030,deeptools_compute_matrix_archive,corral-repl,,"""12c2717a4cf611e6b03d005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b572fa5eca038e6290'}]",0,,,no,1,TES,yes,TSS,,31533916,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-19 16:20:36.226162,29338,92189.35967
2016-05-20 16:10:49.949656,slurm_normal,,main_w1_handler0,2710359,12950120,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7143702.roundup,slurm,,197533082,deeptools_compute_matrix_archive,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b592dae2ef56cd4811'}]",0,,,no,1,TES,yes,TSS,,30346243,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-05-20 16:14:38.252360,41189,228.302704
2016-07-10 02:46:37.432043,slurm_normal,,main_w1_handler1,2762034,13369024,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7582796.roundup,slurm,,148893302,deeptools_compute_matrix_archive,corral-repl,,"""834391f4464811e6bf7f005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53cab4043ab59b72c'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-11 03:07:04.351331,29338,87626.919288
2016-07-16 14:52:04.171286,slurm_normal,,main_w2_handler1,2767706,13423377,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7637669.roundup,slurm,,233508342,deeptools_compute_matrix_archive,corral-repl,,"""d96e300e4b6411e6bf7f005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ffa1421f7a2baf32'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-17 19:29:48.809714,29338,103064.638428
2016-06-15 02:29:37.968808,slurm_normal,,main_w2_handler0,2736596,13164961,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7349387.roundup,slurm,,293959055,deeptools_compute_matrix_archive,corral-repl,,,1,mean,,false,false,5,,fill,11,,H1foo AE4,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54af8e565f0be4323'}]",1,eps,false,yes,1,TES,yes,TSS,,30822841,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-06-15 05:47:35.350540,42951,11877.381732000002
2016-09-30 10:05:38.870687,slurm_normal,,main_w3_handler1,2837437,13981313,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8203650.roundup,slurm,,135136571,deeptools_compute_matrix_archive,corral-repl,,,1,mean,,false,true,5,5mC Rep1,lines,11,All Down No_Change Up,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e87baf1690bbefb6'}]",0,,,no,1,TES,yes,TSS,,32496435,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-09-30 18:31:28.835005,70838,30349.964318000002
2016-07-17 02:47:23.100448,slurm_normal,,main_w1_handler0,2767918,13424483,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7643520.roundup,slurm,,238956311,deeptools_compute_matrix_archive,corral-repl,,"""c8c4097c4bc811e6af87005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af95858081b5f0cf'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-18 14:36:21.080127,29338,128937.97967900001
2016-07-08 14:16:18.384779,slurm_normal,,main_w1_handler0,2761085,13362107,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7575099.roundup,slurm,,135398281,deeptools_compute_matrix_archive,corral-repl,,"""86b8c3be451611e6ae6d005056a52a46""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b511e9a05e39f4614a'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-08 23:19:34.980521,29338,32596.595742
2016-07-18 14:44:33.783957,slurm_normal,,main_w1_handler1,2768856,13432134,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7658809.roundup,slurm,,384456392,deeptools_compute_matrix_archive,corral-repl,,"""213d4fc24cf611e6af87005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58c7a083d972bd2b7'}]",0,,,no,1,TES,yes,TSS,,31533916,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-19 20:18:47.513021,29338,106453.72906400001
2016-07-13 02:10:34.840273,slurm_normal,,main_w1_handler1,2763737,13392326,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7603929.roundup,slurm,,631387877,deeptools_compute_matrix_archive,corral-repl,,,1,mean,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57fd6a80e615779bd'}]",1,eps,false,yes,0,,no,,,30822841,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-13 02:14:29.263891,42951,234.423618
2016-07-09 01:30:11.095322,slurm_normal,,main_w2_handler1,2761073,13365593,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7575630.roundup,slurm,,144658653,deeptools_compute_matrix_archive,corral-repl,,,1,mean,,true,true,5,,fill,11,,,yes,0.0,0.0,kmeans,0,,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fae45e5be17435dd'}]",1,png,false,yes,0,,no,,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-09 01:32:47.951231,29338,156.855909
2016-07-12 15:27:00.902390,slurm_normal,,main_w1_handler0,2764197,13386543,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7613672.roundup,slurm,,447656831,deeptools_compute_matrix_archive,corral-repl,,"""10c63f06484511e6af87005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52944165840d4c5d8'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-14 00:11:20.974341,29338,117860.071951
2016-07-08 14:13:16.670202,slurm_normal,,main_w1_handler0,2761080,13362041,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7574500.roundup,slurm,,453658346,deeptools_compute_matrix_archive,corral-repl,,"""1b0cf220451611e6b7f6005056a52a46""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b511f281a31a5bd3d7'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-08 21:12:02.726203,29338,25126.056001
2016-07-17 14:54:13.853179,slurm_normal,,main_w2_handler0,2768105,13425245,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7650061.roundup,slurm,,199952789,deeptools_compute_matrix_archive,corral-repl,,"""5264ca9e4c2e11e6903a005056a51846""",0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59b936429b28788ac'}]",0,,,no,1,TES,yes,TSS,,31311709,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-07-18 23:43:14.507759,29338,118140.65458
2016-09-03 10:51:25.355319,slurm_normal,,main_w4_handler0,2714516,13775437,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7996766.roundup,slurm,,90855754,deeptools_compute_matrix_archive,corral-repl,,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57a5ebc1656655932'}]",0,,,no,0,,no,,,32752010,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.2.3.0,2.2.3.0,,2016-09-03 10:54:25.688114,84889,180.332795
