create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.format,parameters.pdf,parameters.samples,runner_name,samples_0|bamcontrol,samples_0|bamcontrol_filetype,samples_0|bamreads,samples_0|bamreads_filetype,samples_0|peaks,samples_0|peaks_filetype,samples_1|bamcontrol,samples_1|bamcontrol_filetype,samples_1|bamreads,samples_1|bamreads_filetype,samples_1|peaks,samples_1|peaks_filetype,samples_2|bamcontrol,samples_2|bamcontrol_filetype,samples_2|bamreads,samples_2|bamreads_filetype,samples_2|peaks,samples_2|peaks_filetype,samples_3|bamcontrol,samples_3|bamcontrol_filetype,samples_3|bamreads,samples_3|bamreads_filetype,samples_3|peaks,samples_3|peaks_filetype,samples_4|bamcontrol,samples_4|bamcontrol_filetype,samples_4|bamreads,samples_4|bamreads_filetype,samples_4|peaks,samples_4|peaks_filetype,samples_5|bamcontrol,samples_5|bamcontrol_filetype,samples_5|bamreads,samples_5|bamreads_filetype,samples_5|peaks,samples_5|peaks_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-18 14:47:12.176805,slurm_normal,,main_w3_handler1,2335718,15880565,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9980196.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 19955340}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 29672569}]}, ""sample_id"": ""BEAS-2B-1"", ""tissue"": ""BEAS-2B"", ""replicate"": ""1"", ""factor"": ""HIF2a"", ""__index__"": 0, ""condition"": ""hypoxia"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 19955338}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 29672513}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 29672519}]}, ""sample_id"": ""786O-1"", ""tissue"": ""786O"", ""replicate"": ""1"", ""factor"": ""HIF2a"", ""__index__"": 1, ""condition"": ""hypoxia"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 29672516}]}}]",,902858765.0,bam,984816447,bam,201077791,bed,822886556.0,bam,774434372,bam,300252,bed,,,,,,,,,,,,,,,,,,,,,,,,,38056146,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,2.2.1,,2017-05-18 14:54:26.755115,26920,434.57831000000004
2017-10-04 20:44:45.399226,slurm_normal,,main_w3_handler0,3273205,17026859,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11082762.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""bed""","""true""",,,,,1052662551,bam,1430634990,bed,,,1028666485,bam,1412644759,bed,,,1155194264.0,bam,1586191241.0,bed,,,,,,,,,,,,,,,,,,,41048553,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,2.2.1,,2017-10-04 21:18:11.086747,49474,2005.687521
2017-06-01 15:26:06.228362,slurm_normal,,main_w3_handler0,3102514,15989948,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10085006.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 29735537}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 29850900}]}, ""sample_id"": ""PCa1_BreakSeq_1"", ""tissue"": ""PCa1 organoid"", ""replicate"": ""1"", ""factor"": ""DSB"", ""__index__"": 0, ""condition"": ""no treatment"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 29775294}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 29839309}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 29850901}]}, ""sample_id"": ""PCa1_BreakSeq_2"", ""tissue"": ""PCa1 organoid"", ""replicate"": ""2"", ""factor"": ""DSB"", ""__index__"": 1, ""condition"": ""no treatment"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 29839282}]}}]",,2789868416.0,bam,3779081202,bam,826982346,bed,3692985646.0,bam,4194816602,bam,1427421732,bed,,,,,,,,,,,,,,,,,,,,,,,,,38343189,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,2.2.1,,2017-06-01 16:03:53.317432,105389,2267.08907
2017-12-12 19:41:12.906400,slurm_normal,,main_w4_handler1,3357776,17788571,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11857296,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 32816736}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 32883396}]}, ""sample_id"": ""N2"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 0, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 32815302}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 32816735}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 32883397}]}, ""sample_id"": ""f49e8.2"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 1, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 32815253}]}}]",,1771471007.0,bam,1173741671,bam,1155574202,bed,1636981272.0,bam,990609625,bam,1033338484,bed,,,,,,,,,,,,,,,,,,,,,,,,,40513132,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,2.2.1,,2017-12-12 19:54:10.113021,80875,777.206621
2017-07-25 21:19:48.060144,slurm_normal,,main_w3_handler0,3197977,16418132,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10483329.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bed""","""true""",,,,,4036773805,bam,55986445,bed,,,2541597179,bam,55986445,bed,,,5143079871.0,bam,55986445.0,bed,,,5359868986.0,bam,55986445.0,bed,,,2481794104.0,bam,55986445.0,bed,,,4246740541.0,bam,55986445.0,bed,39432631,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,2.2.1,,2017-07-25 21:23:29.363347,50986,221.30320300000002
2017-11-06 16:31:28.684441,slurm_normal,,main_w4_handler0,3313293,17347686,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11411172,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""dm3""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 32092707}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 32095451}]}, ""sample_id"": ""wildtype"", ""tissue"": ""Tissue"", ""replicate"": ""2"", ""factor"": ""PolII"", ""__index__"": 0, ""condition"": ""USP+"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 32092708}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 32092688}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 32095452}]}, ""sample_id"": ""QL"", ""tissue"": ""Tissue"", ""replicate"": ""2"", ""factor"": ""PolII"", ""__index__"": 1, ""condition"": ""USP-QL"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 32092686}]}}]",,995102369.0,bam,1098722736,bam,1361128430,bed,1222290264.0,bam,935683678,bam,1346927754,bed,,,,,,,,,,,,,,,,,,,,,,,,,41787512,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,2.2.1,,2017-11-06 17:00:18.696114,9277,1730.0116730000002
2017-08-23 14:55:58.865858,slurm_normal,,main_w4_handler1,3041826,16641570,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10714086.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bed""","""false""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 30920035}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 30920741}]}, ""sample_id"": ""N2"", ""tissue"": ""Soma"", ""replicate"": ""1"", ""factor"": ""H3K36me3"", ""__index__"": 0, ""condition"": ""1"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 30920472}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 30919525}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 30966084}]}, ""sample_id"": ""csr-1"", ""tissue"": ""Soma"", ""replicate"": ""1"", ""factor"": ""H3k36me3"", ""__index__"": 1, ""condition"": ""1"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 30919810}]}}]",,997190371.0,bam,856329073,bam,824275699,bed,1039254587.0,bam,1035896565,bam,919689815,bed,,,,,,,,,,,,,,,,,,,,,,,,,39216818,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,2.2.1,,2017-08-23 15:33:21.509941,83591,2242.644083
2017-08-28 18:28:03.417909,slurm_normal,,main_w4_handler0,3041826,16675770,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10747622.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""bed""","""false""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 30920035}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 31018820}]}, ""sample_id"": ""N2a"", ""tissue"": ""BT474"", ""replicate"": ""1"", ""factor"": ""ER"", ""__index__"": 0, ""condition"": ""Resistent"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 30920472}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 30919525}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 31018821}]}, ""sample_id"": ""N2b"", ""tissue"": ""BT474"", ""replicate"": ""1"", ""factor"": ""ER"", ""__index__"": 1, ""condition"": ""Resistent"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 30919810}]}}]",,997190371.0,bam,856329073,bam,824275699,bed,1039254587.0,bam,1035896565,bam,919689815,bed,,,,,,,,,,,,,,,,,,,,,,,,,39216818,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,2.2.1,,2017-08-28 19:07:03.442152,83591,2340.0242430000003
2017-10-10 13:05:06.908307,slurm_normal,,main_w4_handler1,3281473,17065098,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11123009.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""bed""","""true""",,,,,950069466,bam,520970,bed,,,926559336,bam,1049043,bed,,,841233517.0,bam,875217.0,bed,,,707774657.0,bam,2098417331.0,bed,,,,,,,,,,,,,41182166,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,2.2.1,,2017-10-10 13:41:12.654928,112578,2165.7466210000002
2017-06-01 15:46:58.581665,slurm_normal,,main_w4_handler0,3102514,15990162,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10085156.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 29735537}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 29851184}]}, ""sample_id"": ""PCa2_BreakSeq_1"", ""tissue"": ""PCa2 organoid"", ""replicate"": ""1"", ""factor"": ""DSB"", ""__index__"": 0, ""condition"": ""no treatment"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 29735574}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": 29839309}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": 29851186}]}, ""sample_id"": ""PCa2_BreakSeq_2"", ""tissue"": ""PCa2 organoid"", ""replicate"": ""2"", ""factor"": ""DSB"", ""__index__"": 1, ""condition"": ""no treatment"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": 29802160}]}}]",,2789868416.0,bam,3177032736,bam,701499055,bed,3692985646.0,bam,3822064249,bam,1391093861,bed,,,,,,,,,,,,,,,,,,,,,,,,,38343189,error,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.2.1,2.2.1,,2017-06-01 16:25:32.410217,105389,2313.828552
