create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.methodChoice.__current_case__,parameters.methodChoice.method,parameters.var_cols,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-12-05 18:46:47.017608,rodeo_normal,,main_w1_handler0,2077256,8337490,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1047400103,wig,445179.rodeo,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17665283,0,cor,"[""1"", ""2""]",,17433167,error,toolshed.g2.bx.psu.edu/repos/devteam/principal_component_analysis/pca1/1.0.2,1.0.2,,2014-12-05 18:55:43.967895,47471,536.950287
