chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB10,inputB10_filetype,inputB11,inputB11_filetype,inputB12,inputB12_filetype,inputB13,inputB13_filetype,inputB14,inputB14_filetype,inputB15,inputB15_filetype,inputB16,inputB16_filetype,inputB17,inputB17_filetype,inputB18,inputB18_filetype,inputB19,inputB19_filetype,inputB1_filetype,inputB2,inputB20,inputB20_filetype,inputB21,inputB21_filetype,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB6,inputB6_filetype,inputB7,inputB7_filetype,inputB8,inputB8_filetype,inputB9,inputB9_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.hist,parameters.inputA.values,parameters.inputB.values,parameters.split,parameters.strandedness,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-19 13:55:17.477715,slurm_normal,,main_w3_handler0,2917373,15336090,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",344541,bed,1248483214,1248483214,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,9476032.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 28443954}]","[{'src': 'hda', 'id': 28475145}]","""false""","""false""",,36481463,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-03-19 13:55:54.858180,81867.0,37.380465
,,2017-01-17 17:31:57.075577,reserved,,main_w3_handler0,2959011,14790965,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9441155,bed,4720480235,4720480235,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,8954069.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 27964602}]","[{'src': 'hda', 'id': 27964900}]","""false""","""false""",,34652796,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-01-17 18:12:23.686703,5254.0,2426.6111260000002
,,2017-03-25 09:24:26.401330,slurm_normal,,main_w3_handler0,2917373,15394073,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",332408,bed,338780378,338780378,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,9529765.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 28622712}]","[{'src': 'hda', 'id': 28873893}]","""true""","""false""",,36481463,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-03-25 09:25:04.403878,81867.0,38.002548000000004
,,2017-01-17 11:59:09.960552,slurm_normal,,main_w3_handler1,2954941,14787536,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9441155,bed,3870348660,3870348660,,,,,,,,,,,,,,,,,,,,,bam,3062104294.0,,,,,bam,3959746310.0,bam,3932954083.0,bam,,,,,,,,,,,bam,8950067.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 27959371}]","[{'src': 'hda', 'id': 27955532}, {'src': 'hda', 'id': 27955534}, {'src': 'hda', 'id': 27955537}, {'src': 'hda', 'id': 27955545}]","""false""","""false""",,35406219,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-01-17 11:59:46.245079,98094.0,36.284527000000004
,,2017-03-22 22:42:47.538221,slurm_normal,,main_w4_handler0,3041549,15370924,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5881,bed,7086617072,7086617072,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,9509439.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""false""","[{'src': 'hda', 'id': 28885574}]","[{'src': 'hda', 'id': 28883761}]","""false""","""false""",,36788700,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-03-22 22:44:51.851402,26085.0,124.31318100000001
,,2017-04-13 09:31:44.414472,slurm_normal,,main_w4_handler0,3038254,15573403,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3353098,bed,922148115,922148115,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,9696524.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""true""","""hg19""","""false""","[{'src': 'hda', 'id': 29199208}]","[{'src': 'hda', 'id': 29186843}]","""false""","""false""",,37305008,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-04-13 09:33:01.857300,42091.0,77.442828
,,2016-12-12 09:57:20.670532,slurm_normal,,main_w3_handler0,2827663,14547211,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",36559,bed,1543011774,1543011774,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,8729318.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""true""","""hg19""","""false""","[{'src': 'hda', 'id': 27589678}]","[{'src': 'hda', 'id': 26582526}]","""false""","""false""",,34799954,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-12-12 09:57:58.301312,42091.0,37.63078
,,2017-01-17 12:11:29.395636,slurm_normal,,main_w3_handler0,2954941,14787662,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9441155,bed,3870348660,3870348660,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,8950154.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 27959371}]","[{'src': 'hda', 'id': 27955532}]","""false""","""false""",,35406219,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-01-17 12:12:05.163737,98094.0,35.768101
,,2017-03-25 09:19:02.521325,slurm_normal,,main_w3_handler1,2917373,15394062,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",332408,bed,338780378,338780378,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,9529751.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""false""","[{'src': 'hda', 'id': 28622712}]","[{'src': 'hda', 'id': 28873893}]","""true""","""false""",,36481463,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2017-03-25 09:19:38.296840,81867.0,35.775515000000006
,,2016-10-04 11:57:19.732328,slurm_normal,,main_w4_handler0,2827663,14003920,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9012,bed,735409915,735409915,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,bam,8222704.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50f8070ce596512cf'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b555e0623eb08011a2'}]","""false""","""false""",,33445106,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.24.1,2.24.1,,2016-10-04 12:04:58.302905,42091.0,458.570577
