create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB6,inputB6_filetype,inputB7,inputB7_filetype,inputB8,inputB8_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.a_or_b,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.hist,parameters.inputA.values,parameters.overlap_a,parameters.overlap_b,parameters.reciprocal_overlap,parameters.reduce_or_iterate.__current_case__,parameters.reduce_or_iterate.inputB.values,parameters.reduce_or_iterate.reduce_or_iterate_selector,parameters.split,parameters.strandedness,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-06 20:52:28.173163,slurm_normal,,main_w3_handler1,3449807,18630176,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",58903,bed,452135499,452135499,bam,454947043,bam,575099711,bam,775313957,bam,1108004105.0,bam,1593005364.0,bam,1316021102.0,bam,817060203.0,bam,bam,12726792,slurm,,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""false""","""mm10""","""false""","[{'src': 'hda', 'id': 34244750}]","""""","""""","""false""",1,"[{'src': 'hda', 'id': 34176862}, {'src': 'hda', 'id': 34176864}, {'src': 'hda', 'id': 34176865}, {'src': 'hda', 'id': 34176866}, {'src': 'hda', 'id': 34179234}, {'src': 'hda', 'id': 34179235}, {'src': 'hda', 'id': 34179236}, {'src': 'hda', 'id': 34179237}]",reduce,"""false""","""false""",,43945109,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.27.0.2,2.27.0.2,,2018-03-06 21:32:07.567127,115477,2379.3939640000003
2018-03-06 21:41:02.531238,slurm_normal,,main_w3_handler0,3449807,18630594,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",58903,bed,452135499,452135499,bam,454947043,bam,575099711,bam,775313957,bam,1108004105.0,bam,1593005364.0,bam,1316021102.0,bam,817060203.0,bam,bam,12727130,slurm,,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""false""","""mm10""","""false""","[{'src': 'hda', 'id': 34244750}]","""""","""""","""false""",1,"[{'src': 'hda', 'id': 34176862}, {'src': 'hda', 'id': 34176864}, {'src': 'hda', 'id': 34176865}, {'src': 'hda', 'id': 34176866}, {'src': 'hda', 'id': 34179234}, {'src': 'hda', 'id': 34179235}, {'src': 'hda', 'id': 34179236}, {'src': 'hda', 'id': 34179237}]",reduce,"""false""","""false""",,43945109,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.27.0.2,2.27.0.2,,2018-03-06 21:59:39.363935,115477,1116.832697
2018-03-06 23:15:49.974322,slurm_normal,,main_w4_handler0,3449807,18631805,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",58903,bed,1108004105,1108004105,bam,1593005364,bam,1316021102,bam,817060203,bam,,,,,,,,,bam,12728144,slurm,,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""false""","""mm10""","""false""","[{'src': 'hda', 'id': 34244750}]","""""","""""","""false""",1,"[{'src': 'hda', 'id': 34179234}, {'src': 'hda', 'id': 34179235}, {'src': 'hda', 'id': 34179236}, {'src': 'hda', 'id': 34179237}]",reduce,"""false""","""false""",,43945109,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.27.0.2,2.27.0.2,,2018-03-06 23:17:15.711261,115477,85.736939
2018-03-06 23:16:01.342265,slurm_normal,,main_w4_handler1,3449807,18631807,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",58903,bed,452135499,452135499,bam,454947043,bam,575099711,bam,775313957,bam,,,,,,,,,bam,12728146,slurm,,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""false""","""mm10""","""false""","[{'src': 'hda', 'id': 34244750}]","""""","""""","""false""",1,"[{'src': 'hda', 'id': 34176862}, {'src': 'hda', 'id': 34176864}, {'src': 'hda', 'id': 34176865}, {'src': 'hda', 'id': 34176866}]",reduce,"""false""","""false""",,43945109,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.27.0.2,2.27.0.2,,2018-03-06 23:17:27.519883,115477,86.17761800000001
