create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile1_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filter_type.__current_case__,parameters.filter_type.filter,parameters.inputFile,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-03 02:00:26.344214,rodeo_normal,,main_w1_handler1,427993,8846279,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2342322750,2342322750,bam,bam,2978803.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,includeAligned,"""18702099""","""LENIENT""",,21540956,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.126.0,1.126.0,,2015-03-03 02:07:24.239615,6725,417.89540100000005
