create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.descr_columns,parameters.input.values,parameters.keep_first,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-14 09:11:06.789753,slurm_normal,,main_w1_handler1,2737951,13156695,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12923220715,fastqillumina,7340883.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56390604a1f0976c0'}]","""0""",,30843849,error,toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0,1.1.0,,2016-06-14 09:19:07.479955,84998,480.69020200000006
2018-03-09 04:11:12.645345,slurm_normal,,main_w4_handler0,3457849,18667349,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2112599758,fasta,12763532,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 34312702}]","""0""",,43176009,error,toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0,1.1.0,,2018-03-09 04:15:58.084451,119191,285.43910600000004
2016-06-14 08:20:09.210745,slurm_normal,,main_w2_handler0,2737951,13156049,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12923220715,fastqillumina,7340284.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56390604a1f0976c0'}]","""0""",,30843849,error,toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0,1.1.0,,2016-06-14 08:27:22.216915,84998,433.00617000000005
2016-06-14 08:29:27.309799,slurm_normal,,main_w1_handler0,2737951,13156157,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12923220715,fastqillumina,7340371.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56390604a1f0976c0'}]","""0""",,30843849,error,toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0,1.1.0,,2016-06-14 08:36:43.499049,84998,436.18925
2018-03-09 04:11:11.525184,slurm_normal,,main_w3_handler1,3457849,18667345,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1202483490,fasta,12763523,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""","[{'src': 'hda', 'id': 34312698}]","""0""",,43176009,error,toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0,1.1.0,,2018-03-09 04:14:09.098437,119191,177.57325300000002
2016-06-15 11:01:35.132377,slurm_normal,,main_w2_handler1,2737951,13167735,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12923220715,fastqillumina,7351792.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""5""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56390604a1f0976c0'}]","""0""",,30843849,error,toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0,1.1.0,,2016-06-15 11:11:24.403644,84998,589.2712670000001
