create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.queries,queries_0|input2,queries_0|input2_filetype,queries_1|input2,queries_1|input2_filetype,queries_2|input2,queries_2|input2_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-06 18:20:47.053862,slurm_normal,,main_w1_handler0,2359186,9797738,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2922347040,maf,4099278.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20203975,"[{""input2"": 20203978, ""__index__"": 0}, {""input2"": 20203981, ""__index__"": 1}, {""input2"": 20204016, ""__index__"": 2}]",2116728623,maf,2363863227,maf,2788098895,maf,,23780005,error,cat1,1.0.0,,2015-07-06 18:50:51.306700,64699,1804.252838
