create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv_options.__current_case__,parameters.adv_options.adv_options_input,parameters.adv_options.adv_options_selector,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.isect_union,parameters.loci,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.vcf_input1.values,parameters.vcf_input2.values,parameters.window_size,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,vcf_input1,vcf_input1_filetype,vcf_input2,vcf_input2_filetype,runtime
2017-01-09 14:17:56.207158,slurm_normal,,main_w3_handler0,2950505,14716815,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8885537.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""-i""","""false""",1,,"[{'src': 'hda', 'id': 27852940}]",history,"[{'src': 'hda', 'id': 27853095}]","[{'src': 'hda', 'id': 27853093}]","""30""",14563489.0,fasta,,33727698.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-09 14:18:53.873491,69692.0,2913362791,vcf,2922241127,vcf,57.666333
2018-01-22 10:50:33.292093,slurm_normal,,main_w4_handler0,3399319,18117303,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12196973,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""false""","""-i""","""false""",0,Arabidopsis_thaliana_TAIR10,,cached,"[{'src': 'hda', 'id': 33417515}]","[{'src': 'hda', 'id': 33417516}]","""30""",,,,43343929.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-22 10:51:32.876289,109550.0,17143999186,vcf,15473666821,vcf,59.584196000000006
2017-12-14 19:16:43.268128,slurm_normal,,main_w4_handler1,3274229,17811160,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11879549,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""true""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 32936960}]","[{'src': 'hda', 'id': 32937034}]","""30""",,,,42669457.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-14 19:18:05.026304,3502.0,235066713,vcf,113946364,vcf,81.758176
2017-10-18 17:37:37.294962,slurm_normal,,main_w4_handler1,3291150,17135281,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11191884,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-i""","""false""",0,mm10,,cached,"[{'src': 'hda', 'id': 31743104}]","[{'src': 'hda', 'id': 31743117}]","""30""",,,,41360946.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-18 17:39:21.643942,47785.0,1883560011,vcf,1859141743,vcf,104.34898000000001
2017-12-19 14:56:49.005354,slurm_normal,,main_w3_handler1,3276658,17850091,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11923116,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/main/files/018/543/dataset_18543602.dat""","""Zmv4""","""true""","""-i""","""false""",1,,"[{'src': 'hda', 'id': 31572138}]",history,"[{'src': 'hda', 'id': 33005258}]","[{'src': 'hda', 'id': 31658002}]","""30""",2161056334.0,fasta,,42689181.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-19 14:58:15.524146,85290.0,2494137008,vcf,1018169625,vcf,86.518792
2017-10-09 18:36:51.344851,slurm_normal,,main_w4_handler0,3278868,17057766,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11115117.roundup,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-i""","""false""",0,mm10,,cached,"[{'src': 'hda', 'id': 31614016}]","[{'src': 'hda', 'id': 31614017}]","""30""",,,,41138016.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-09 18:37:42.882348,47785.0,1883560011,vcf,44757865,vcf,51.537497
2018-01-22 19:06:41.430740,slurm_normal,,main_w3_handler0,3399319,18124696,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12202584,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""false""","""-i""","""false""",0,Arabidopsis_thaliana_TAIR10,,cached,"[{'src': 'hda', 'id': 33417515}]","[{'src': 'hda', 'id': 33417516}]","""30""",,,,43356100.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-22 19:07:45.435606,109550.0,17143999186,vcf,15473666821,vcf,64.004866
2017-10-26 21:09:53.135487,slurm_normal,,main_w4_handler0,3301402,17234005,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11294307,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/main/files/018/618/dataset_18618420.dat""","""1""","""false""","""-i""","""false""",1,,"[{'src': 'hda', 'id': 31912235}]",history,"[{'src': 'hda', 'id': 31911770}]","[{'src': 'hda', 'id': 31911283}]","""50""",453368006.0,fasta,,41254459.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-26 21:10:52.789151,87394.0,10281278607,vcf,9633523812,vcf,59.653664000000006
2017-01-18 15:00:58.187861,slurm_normal,,main_w4_handler1,2958065,14800570,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8963078.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 27970564}]","[{'src': 'hda', 'id': 27954321}]","""30""",,,,35420448.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 15:02:29.007309,3402.0,537425821,vcf,575770696,vcf,90.81944800000001
2017-12-01 18:10:25.206466,slurm_normal,,main_w4_handler1,2700890,17666462,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11726577,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-i""","""false""",0,hg38,,cached,"[{'src': 'hda', 'id': 32677380}]","[{'src': 'hda', 'id': 32679158}]","""30""",,,,42379644.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-01 18:11:37.502459,36551.0,1967828125,vcf,2032921576,vcf,72.29599300000001
