create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv_options.__current_case__,parameters.adv_options.adv_options_input,parameters.adv_options.adv_options_selector,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.isect_union,parameters.loci,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.vcf_input1.values,parameters.vcf_input2.values,parameters.window_size,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,vcf_input1,vcf_input1_filetype,vcf_input2,vcf_input2_filetype,runtime
2017-06-16 21:06:51.709543,slurm_normal,,main_w4_handler1,3155334,16119555,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10201212.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""-i""","""false""",0,oviAri1,,cached,"[{'src': 'hda', 'id': 30032418}]","[{'src': 'hda', 'id': 30032422}]","""30""",,,,38669267.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-16 21:08:12.694645,,1056611758,vcf,1209183766,vcf,80.98510200000001
2017-12-14 19:08:48.353676,slurm_normal,,main_w3_handler0,3274229,17811075,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11879531,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""true""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 32936960}]","[{'src': 'hda', 'id': 32937034}]","""30""",,,,42669457.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-14 19:15:05.299972,3502.0,235066713,vcf,113946364,vcf,376.946296
2018-02-21 17:45:30.284926,slurm_normal,,main_w4_handler0,3403038,18470628,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12564431,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","""-i""","""false""",0,hg38,,cached,"[{'src': 'hda', 'id': 33992030}]","[{'src': 'hda', 'id': 33815139}]","""2""",,,,43396494.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-21 17:46:26.412523,48193.0,356171311,vcf,1299612,vcf,56.127597
2017-01-18 16:25:22.641416,slurm_normal,,main_w3_handler1,2958065,14801879,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8964870.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 27979711}]","[{'src': 'hda', 'id': 27979713}]","""30""",,,,35420448.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 16:26:33.959049,3402.0,336935277,vcf,337462568,vcf,71.317633
2017-12-28 03:26:59.328919,slurm_normal,,main_w4_handler0,3248770,17906763,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11981561,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 33101668}]","[{'src': 'hda', 'id': 33101817}]","""30""",,,,42883940.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-28 03:27:49.353197,55534.0,916766902,vcf,418514276,vcf,50.024278
2017-01-18 14:52:43.661488,slurm_normal,,main_w4_handler1,2958065,14800437,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8962932.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 27970564}]","[{'src': 'hda', 'id': 27954321}]","""30""",,,,35420448.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-18 14:55:53.046286,3402.0,537425821,vcf,575770696,vcf,189.38479800000002
2017-11-26 20:01:16.059485,slurm_normal,,main_w3_handler0,3329725,17592334,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11651467,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-u""","""false""",1,,"[{'src': 'hda', 'id': 32383483}]",history,"[{'src': 'hda', 'id': 32518858}]","[{'src': 'hda', 'id': 32518866}]","""30""",841878399.0,fasta,,41937083.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-26 20:02:22.779836,114875.0,937307923,vcf,938170948,vcf,66.72035100000001
2018-02-19 20:14:28.287039,slurm_normal,,main_w3_handler1,3344973,18440007,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12534686,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 33941193}]","[{'src': 'hda', 'id': 33941196}]","""30""",,,,42326605.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-19 20:15:40.565545,117534.0,922370852,vcf,921060750,vcf,72.27850600000001
2018-02-19 21:24:11.347979,slurm_normal,,main_w3_handler0,3344973,18440566,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12535351,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 33941193}]","[{'src': 'hda', 'id': 33941196}]","""30""",,,,42326605.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-19 21:25:22.324940,117534.0,922370852,vcf,921060750,vcf,70.976961
2017-12-01 18:10:24.508629,slurm_normal,,main_w3_handler0,2700890,17666458,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11726574,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-i""","""false""",0,hg38,,cached,"[{'src': 'hda', 'id': 32665247}]","[{'src': 'hda', 'id': 32667076}]","""30""",,,,42379644.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-01 18:11:35.916925,36551.0,1970951012,vcf,2049745339,vcf,71.408296
2016-11-30 04:41:52.925492,slurm_normal,,main_w3_handler0,2906856,14451190,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8646879.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""true""","""-i""","""true""",0,dm6,,cached,"[{'src': 'hda', 'id': 27441654}]","[{'src': 'hda', 'id': 27441656}]","""30""",,,,34500823.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-30 04:43:56.437661,95884.0,502061885,vcf,493170742,vcf,123.51216900000001
2018-02-18 09:47:55.246087,slurm_normal,,main_w3_handler1,3409034,18426026,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12520184,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""true""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 33653494}]","[{'src': 'hda', 'id': 33718331}]","""30""",,,,43986725.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-18 09:49:05.745827,84504.0,10796220779,vcf,82175075,vcf,70.49974
2017-12-14 19:32:16.965202,slurm_normal,,main_w4_handler1,3274229,17811256,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11879654,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 32937229}]","[{'src': 'hda', 'id': 32936960}]","""30""",,,,42669457.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-14 19:33:35.366163,3502.0,121163017,vcf,235066713,vcf,78.40096100000001
2017-09-07 17:15:35.049076,slurm_normal,,main_w3_handler0,2916175,16764972,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10831989.roundup,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","""-i""","""false""",0,mm10,,cached,"[{'src': 'hda', 'id': 31148691}]","[{'src': 'hda', 'id': 31148690}]","""30""",,,,40311830.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-09-07 17:16:53.129379,96205.0,2698036909,vcf,552858,vcf,78.080303
2017-10-18 17:30:46.751358,slurm_normal,,main_w3_handler0,3291150,17135201,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11191789,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-u""","""false""",0,mm10,,cached,"[{'src': 'hda', 'id': 31743104}]","[{'src': 'hda', 'id': 31743117}]","""30""",,,,41360946.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-18 17:31:43.330166,47785.0,1883560011,vcf,1859141743,vcf,56.578808
2018-01-12 23:57:16.311798,slurm_normal,,main_w3_handler1,3159970,18024211,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12101649,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""-u""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 33296971}]","[{'src': 'hda', 'id': 33107300}]","""30""",,,,42910204.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-12 23:58:21.477626,47785.0,302089786,vcf,79244885,vcf,65.165828
2017-12-03 17:15:01.640412,slurm_normal,,main_w3_handler0,3329725,17682743,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11746546,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","""-i""","""false""",1,,"[{'src': 'hda', 'id': 32383483}]",history,"[{'src': 'hda', 'id': 32518858}]","[{'src': 'hda', 'id': 32518866}]","""30""",841878399.0,fasta,,41937083.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-03 17:16:12.656522,114875.0,937307923,vcf,938170948,vcf,71.01611
2018-02-27 10:02:03.860055,slurm_normal,,main_w4_handler1,3444145,18532763,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12629186,slurm,,corral-repl,,,1,"-t ""vcfvcf-intersect-result""",use_adv_controls,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 34089825}]","[{'src': 'hda', 'id': 34089935}]","""30""",,,,44189489.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-27 10:02:59.693833,,951075448,vcf,142905498,vcf,55.833778
2018-02-23 01:00:32.020901,slurm_normal,,main_w3_handler1,3403038,18491275,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12586615,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","""-i""","""false""",0,hg38,,cached,"[{'src': 'hda', 'id': 34025190}]","[{'src': 'hda', 'id': 33815139}]","""30""",,,,43396494.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-23 01:04:45.526685,48193.0,337529730,vcf,1299612,vcf,253.505784
2017-04-16 16:48:01.238198,slurm_normal,,main_w4_handler0,3073733,15600967,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9721816.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""-i""","""false""",1,,"[{'src': 'hda', 'id': 29223845}]",history,"[{'src': 'hda', 'id': 29239744}]","[{'src': 'hda', 'id': 29239742}]","""30""",2227444.0,fasta,,37348427.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-16 18:58:11.596097,102410.0,402426027,vcf,385118820,vcf,7810.3578990000005
2017-12-01 18:28:55.231411,slurm_normal,,main_w4_handler0,2700890,17666594,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11726869,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-i""","""false""",0,hg38,,cached,"[{'src': 'hda', 'id': 32665247}]","[{'src': 'hda', 'id': 32667076}]","""30""",,,,42379644.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-01 18:30:22.094110,36551.0,1970951012,vcf,2049745339,vcf,86.862699
2017-01-09 14:19:47.501246,slurm_normal,,main_w3_handler0,2950505,14716828,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8885551.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","""-i""","""false""",1,,"[{'src': 'hda', 'id': 27852940}]",history,"[{'src': 'hda', 'id': 27853095}]","[{'src': 'hda', 'id': 27853093}]","""30""",14563489.0,fasta,,33727698.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-09 14:20:42.658735,69692.0,2913362791,vcf,2922241127,vcf,55.157489000000005
2017-03-20 06:06:49.612998,slurm_normal,,main_w4_handler1,3003438,15340164,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9479678.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""-u""","""false""",1,,"[{'src': 'hda', 'id': 28439919}]",history,"[{'src': 'hda', 'id': 28831659}]","[{'src': 'hda', 'id': 28831660}]","""30""",1075546369.0,fasta,,36716204.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-20 06:07:55.392314,72940.0,1307544859,vcf,446666276,vcf,65.77931600000001
2017-02-01 23:03:10.207921,slurm_normal,,main_w4_handler1,2978299,14928251,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9085944.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""false""","""-i""","""false""",0,sacCer3,,cached,"[{'src': 'hda', 'id': 28173064}]","[{'src': 'hda', 'id': 28173060}]","""30""",,,,35749228.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-02 02:12:18.252983,78003.0,798151929,vcf,764915268,vcf,11348.045062000001
2017-12-28 03:46:57.129586,slurm_normal,,main_w3_handler1,3248770,17906809,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11981612,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-i""","""false""",0,hg19,,cached,"[{'src': 'hda', 'id': 33101817}]","[{'src': 'hda', 'id': 33101817}]","""30""",,,,42883940.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-28 03:47:48.074548,55534.0,418514276,vcf,418514276,vcf,50.944962000000004
2017-12-04 19:33:35.180595,slurm_normal,,main_w3_handler0,3082566,17694625,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11758640,slurm,,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""false""","""-i""","""false""",0,hg_g1k_v37,,cached,"[{'src': 'hda', 'id': 32724444}]","[{'src': 'hda', 'id': 32724395}]","""30""",,,,41799839.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-04 19:38:50.254778,58799.0,231179425,vcf,30880401,vcf,315.074183
2017-07-27 05:16:38.878046,slurm_normal,,main_w3_handler1,3003438,16430717,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10497834.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""-i""","""true""",1,,"[{'src': 'hda', 'id': 29481410}]",history,"[{'src': 'hda', 'id': 30633465}]","[{'src': 'hda', 'id': 30617052}]","""30""",1076244640.0,fasta,,39016230.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-07-27 05:18:06.210816,72940.0,260133654,vcf,14639243036,vcf,87.33277000000001
2016-12-22 03:50:56.230396,slurm_normal,,main_w3_handler0,2906856,14629748,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8805944.roundup,slurm,,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""false""","""-i""","""false""",0,dm6,,cached,"[{'src': 'hda', 'id': 27702811}]","[{'src': 'hda', 'id': 27702780}]","""30""",,,,34500823.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-22 03:52:51.129680,95884.0,489103677,vcf,493170742,vcf,114.89928400000001
