create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.coverage_max,parameters.coverage_min,parameters.coverage_step,parameters.dbkey,parameters.filter_by_flags.__current_case__,parameters.filter_by_flags.filter_flags,parameters.gc_depth,parameters.input_file,parameters.insert_size,parameters.most_inserts,parameters.read_length,parameters.remove_dups,parameters.split_output.__current_case__,parameters.split_output.split_output_selector,parameters.trim_quality,parameters.use_reference.__current_case__,parameters.use_reference.use_ref_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-30 23:30:36.456688,slurm_normal,,main_w1_handler0,2378585,10038088,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",109175088,bam,4318829.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""100000000000""","""1""","""1""","""mm10""",1,nofilter,"""20000.0""",20642446,"""8000""","""0.99""","""0""","""False""",0,no,"""0""",1,no,,24382547,error,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2015-07-30 23:36:20.683893,66288,344.227205
