create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.maxrepeat,parameters.minrepeat,parameters.mismatch,parameters.out_format1,parameters.threshold,parameters.uniform,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-04 01:24:07.975782,slurm_normal,,main_w4_handler1,3097324,15741775,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",120657,fasta,9851417.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29461230}]","""10000""","""10""","""no""","""table""","""20""","""no""",,37747045,error,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: etandem33/5.0.0,5.0.0,,2017-05-04 01:59:59.313954,,2151.338172
