create_time,destination_id,exit_code,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.analysis_type.__current_case__,parameters.analysis_type.analysis_type_selector,parameters.chromInfo,parameters.dbkey,parameters.fastq_input.__current_case__,parameters.fastq_input.fastq_input1.values,parameters.fastq_input.fastq_input2.values,parameters.fastq_input.fastq_input_selector,parameters.fastq_input.iset_stats,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.rg.__current_case__,parameters.rg.rg_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-31 16:44:24.041798,slurm_multi_dynamic_walltime,,899699026,fastqsanger,899699026,fastqsanger,main_w3_handler2,3052935,15449722,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9580609,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,"[{'src': 'hda', 'id': 29008823}]","[{'src': 'hda', 'id': 29008823}]",paired,,0,hg38,cached,3,do_not_set,,36312818,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.12.1,0.7.12.1,,2017-03-31 18:12:31.604689,64939,5287.5628910000005
