create_time,destination_id,exit_code,handler,history_id,id,imported,infile_control,infile_control_filetype,infile_treatment,infile_treatment_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.bdgcmp_options.__current_case__,parameters.bdgcmp_options.bdgcmp_options_selector,parameters.bdgcmp_options.pseudocount,parameters.chromInfo,parameters.dbkey,parameters.infile_control.values,parameters.infile_treatment.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-19 10:37:00.762235,slurm_normal,,main_w3_handler0,2853037,14116684,False,4948670937,bedgraph,4104289377,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8331085.roundup,slurm,,corral-repl,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e96fb94c4401a945'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5745f6205caf70ebe'}]",,32769120,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-19 10:57:37.306190,39728,1236.543955
2016-10-19 10:37:58.063582,slurm_normal,,main_w4_handler1,2853037,14116687,False,4948670937,bedgraph,4776974496,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8331099.roundup,slurm,,corral-repl,,0,FE,0.0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e96fb94c4401a945'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec7e196680f18334'}]",,32769120,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgcmp/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-19 10:57:47.654728,39728,1189.591146
