create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-24 10:04:17.721590,slurm_normal,,main_w4_handler0,2963003,14855513,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9640478064,tabular,9015535.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28023852}]",,35557766,error,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/combineproballelecom/2.0.0,2.0.0,,2017-01-24 10:04:56.829358,23209,39.107768
