create_time,destination_id,exit_code,fasta,fasta_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.case,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.input.values,parameters.pattern,parameters.seq,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-20 21:28:22.225262,slurm_normal,,3443815088,fasta,main_w3_handler1,3388989,18453026,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2022645,bed,12547996,slurm,,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33557930}]","[{'src': 'hda', 'id': 33561451}]","""false""","""false""","""false""",,43527896,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.26.0.0,2.26.0.0,,2018-02-20 21:30:20.166180,119734,117.94091800000001
