chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,geneMap,geneMap_filetype,handler,history_id,id,imported,info,input_mate1,input_mate1_filetype,input_mate2,input_mate2_filetype,input_singles,input_singles_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.allowOrphans,parameters.biasCorrect,parameters.chromInfo,parameters.dbkey,parameters.fldMean,parameters.fldSD,parameters.geneMap,parameters.geneMap.values,parameters.input_singles|__identifier__,parameters.maxFragLen,parameters.maxReadOcc,parameters.noEffectiveLengthCorrection,parameters.refTranscriptSource.TranscriptSource,parameters.refTranscriptSource.__current_case__,parameters.refTranscriptSource.kmerSize,parameters.refTranscriptSource.ownFile,parameters.refTranscriptSource.ownFile.values,parameters.single_or_paired.__current_case__,parameters.single_or_paired.input_mate1,parameters.single_or_paired.input_mate1.values,parameters.single_or_paired.input_mate2,parameters.single_or_paired.input_mate2.values,parameters.single_or_paired.input_singles,parameters.single_or_paired.input_singles.values,parameters.single_or_paired.orientation,parameters.single_or_paired.single_or_paired_opts,parameters.single_or_paired.strandedness,parameters.txpAggregationKey,parameters.unsmoothedFLD,parameters.useVBOpt,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-20 13:10:59.652200,slurm_normal,,,,main_w4_handler1,3002429,15086175,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",743106.0,fastq,1107586.0,fastq,,,9241423.roundup,slurm,,corral-repl,201322807,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 28428514}]",1,,"[{'src': 'hda', 'id': 28428524}]",,"[{'src': 'hda', 'id': 28428523}]",,,I,paired,U,"""gene_id""","""false""","""false""",,36165190,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-02-20 13:36:52.422726,,1552.770526
,,2016-01-12 15:05:32.227031,slurm_normal,,1075175.0,tabular,main_w1_handler1,2559660,11477434,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12647934237.0,fastqsanger,12647934237.0,fastqsanger,,,5740813.roundup,slurm,,corral-repl,319373141,fasta,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""200""","""80""",22800796,,,"""1000""","""200""","""False""",history,1,21,22800675.0,,1,22796059.0,,22796063.0,,,,I,paired,U,"""name2""","""False""","""False""",,27296078,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-01-12 15:10:01.612965,57847.0,269.385934
,,2016-07-04 14:40:00.932214,slurm_normal,,,,main_w1_handler1,2756032,13327231,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6549498731.0,fastq,6663206372.0,fastq,,,7534138.roundup,slurm,,corral-repl,78378799,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539e1f9412dbb9ca5'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b524ea8aa7621eed7b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b557e39180a4852a09'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,30730493,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-07-04 14:46:53.870342,29285.0,412.938128
,,2017-09-12 18:26:46.135570,slurm_normal,,,,main_w3_handler1,3194506,16797996,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,9094030202.0,fastq,10866644.roundup,slurm,,corral-repl,566359360,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31200716}]",0,,,,,,"[{'src': 'hda', 'id': 31184475}]",,single,U,"""gene_id""","""false""","""false""",,40438690,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-09-12 18:37:39.909165,108729.0,653.773595
,,2018-03-08 05:34:30.096427,slurm_normal,,,,main_w3_handler1,3276120,18651702,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13180635898.0,fastq,13183599654.0,fastq,,,12747544,slurm,,corral-repl,347360470,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 32829949}]",1,,"[{'src': 'hda', 'id': 31571316}]",,"[{'src': 'hda', 'id': 31571317}]",,,I,paired,U,"""gene_id""","""false""","""false""",,44434486,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2018-03-08 05:39:54.829997,112841.0,324.73357000000004
,,2016-09-26 18:09:01.861449,slurm_normal,,,,main_w4_handler1,2825440,13946849,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12118837165.0,fastq,11421070263.0,fastq,,,8167970.roundup,slurm,,corral-repl,244282188,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532d06472a3c8d73d'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56f7b0e154bd21d90'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8a103bbf5689e05'}]",,,I,paired,U,"""gene_id""","""false""","""false""",,33224532,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-09-26 18:12:48.507816,90072.0,226.64636700000003
,,2016-06-26 12:49:23.702411,slurm_normal,,1249402843.0,gff,main_w2_handler1,2652603,13261966,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3877029993.0,fastqsanger,7449737.roundup,slurm,,corral-repl,335880719,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""200""","""80""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55fc8610fb824d1b0'}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50d7d77b69ccd589d'}]",0,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5549e5f99824194ed'}]",,single,SR,"""gene_name""","""false""","""false""",,30574998,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-26 12:54:22.904586,64006.0,299.202175
,,2017-12-04 22:34:15.396303,slurm_normal,,1143842801.0,gtf,main_w3_handler0,3338796,17696491,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5931002196.0,fastqsanger,5931463074.0,fastqsanger,,,11760899,slurm,,corral-repl,344968861,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""","""200""","""80""",,"[{'src': 'hda', 'id': 32590609}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 32725167}]",1,,"[{'src': 'hda', 'id': 32521505}]",,"[{'src': 'hda', 'id': 32521506}]",,,I,paired,SF,"""gene_name""","""false""","""false""",,42243511,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-12-04 22:53:30.265250,117186.0,1154.8689470000002
,,2017-09-12 20:07:17.863300,slurm_normal,,,,main_w3_handler0,3194506,16798637,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,10783219770.0,fastq,10867493.roundup,slurm,,corral-repl,566359360,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31200716}]",0,,,,,,"[{'src': 'hda', 'id': 31184476}]",,single,U,"""gene_id""","""false""","""false""",,40438690,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-09-12 20:17:55.011726,108729.0,637.1484260000001
,,2017-01-04 00:25:36.120474,slurm_normal,,,,main_w3_handler0,2945780,14684235,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2593757239.0,fastq,8854343.roundup,slurm,,corral-repl,212210845,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""50""","""10""",,,,"""1000""","""20""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27804029}]",0,,,,,,"[{'src': 'hda', 'id': 27803970}]",,single,U,"""""","""false""","""false""",,35112450,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-01-04 00:33:54.025481,68538.0,497.905007
,,2017-11-01 15:56:36.360893,slurm_normal,,1151947379.0,gtf,main_w4_handler1,3217414,17286929,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1053904135.0,fastqsanger,11348620,slurm,,corral-repl,3290776768,fasta,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""200""","""80""",,"[{'src': 'hda', 'id': 31040570}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31042040}]",0,,,,,,"[{'src': 'hda', 'id': 31873246}]",,single,U,"""gene_id""","""false""","""false""",,41183753,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-11-01 16:00:23.599901,109973.0,227.239008
,,2016-06-15 14:54:02.591387,slurm_normal,,,,main_w2_handler0,2539812,13169934,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6663206372.0,fastq,6549498731.0,fastq,,,7353915.roundup,slurm,,corral-repl,361961632,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5062a00ba3afd48cb'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544830198701e8a84'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594014ac1abaf2e3e'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,29411905,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-15 15:00:18.511798,29285.0,375.920411
,,2015-12-31 03:38:08.728351,slurm_normal,,,,main_w2_handler1,1871712,11352565,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2804122844.0,fastq,5625954.roundup,slurm,,corral-repl,2712085157,fasta,,"""False""","""False""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,,,"""1000""","""200""","""False""",history,1,21,20405333.0,,0,,,,,19943181.0,,,single,U,"""gene_id""","""False""","""False""",,27083614,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2015-12-31 08:55:20.749093,47785.0,19032.020742
,,2016-11-25 07:13:29.198848,slurm_normal,,304067158.0,gff3,main_w3_handler0,2901350,14428407,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,7446918252.0,fastqsanger,8630182.roundup,slurm,,corral-repl,991372457,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""10""",,"[{'src': 'hda', 'id': 27395994}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27395995}]",0,,,,,,"[{'src': 'hda', 'id': 27328226}]",,single,U,"""gene_id""","""false""","""false""",,34457758,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-11-25 07:23:48.816458,95320.0,619.61761
,,2016-06-24 10:35:51.272749,slurm_normal,,,,main_w2_handler1,2514920,13253714,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,404558984.0,fastqsanger,7440702.roundup,slurm,,corral-repl,248063367,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5790205ec5fbe5fa4'}]",0,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7fc1daed7e89ba8'}]",,single,SF,"""gene_id""","""false""","""false""",,30311462,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-24 10:40:48.550917,73963.0,297.278168
,,2017-12-04 22:34:12.635419,slurm_normal,,1143842801.0,gtf,main_w4_handler0,3338796,17696484,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5972756820.0,fastqsanger,5973267336.0,fastqsanger,,,11760928,slurm,,corral-repl,344968861,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""","""200""","""80""",,"[{'src': 'hda', 'id': 32590609}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 32725167}]",1,,"[{'src': 'hda', 'id': 32520665}]",,"[{'src': 'hda', 'id': 32520666}]",,,I,paired,SF,"""gene_name""","""false""","""false""",,42243511,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-12-04 22:57:32.219031,117186.0,1399.5836120000001
,,2017-12-14 18:31:58.231387,slurm_normal,,16825566.0,tabular,main_w4_handler1,3314517,17810634,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1210082653.0,fastq,11878979,slurm,,corral-repl,578510366,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Tcas_3.0.len""","""Tcas_3.0""","""200""","""80""",,"[{'src': 'hda', 'id': 32936347}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 32107426}]",0,,,,,,"[{'src': 'hda', 'id': 32936393}]",,single,U,"""gene_id""","""false""","""false""",,42437086,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-12-14 18:40:33.912805,115517.0,515.681418
,,2016-02-09 22:43:10.055831,slurm_normal,,,,main_w1_handler2,2520642,11767451,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,15031842998.0,fastqsanger,6023273.roundup,slurm,,corral-repl,1189428176,fasta,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""200""","""80""",,,,"""1000""","""200""","""False""",history,1,21,23111199.0,,0,,,,,22872631.0,,,single,U,"""gene_id""","""False""","""False""",,26623667,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-02-09 22:49:56.324049,74877.0,406.26821800000005
,,2016-06-01 05:28:15.567931,slurm_normal,,,,main_w1_handler1,2450871,13037034,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3149586595.0,fastqsanger,7217065.roundup,slurm,,corral-repl,1180751611,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,,"""35_LTA_C81U4ANXX_ACAGTG_L007_R1.fastq""","""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de0f152df1eacf9f'}]",0,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d12c1c92174451ed'}]",,single,U,"""gene_id""","""false""","""false""",,30532423,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-01 05:31:07.610389,70052.0,172.042458
,,2017-01-03 21:44:26.377183,slurm_normal,,4718405.0,tabular,main_w3_handler1,2944304,14683565,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,15587048449.0,fastqsanger,8853576.roundup,slurm,,corral-repl,212210845,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""50""","""10""",,"[{'src': 'hda', 'id': 27802590}]",,"""1000""","""20""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27802554}]",0,,,,,,"[{'src': 'hda', 'id': 27793351}]",,single,U,"""gene_id""","""false""","""false""",,35112450,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-01-03 21:53:40.313430,68538.0,553.936247
,,2016-12-31 06:52:08.021382,slurm_normal,,752162770.0,gtf,main_w4_handler1,2941867,14669309,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,5178485694.0,fastqsanger,8841291.roundup,slurm,,corral-repl,224656812,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,"[{'src': 'hda', 'id': 27779817}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27780116}]",0,,,,,,"[{'src': 'hda', 'id': 27771145}]",,single,U,"""gene_id""","""false""","""false""",,35112450,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-12-31 07:14:19.978511,68538.0,1331.9571290000001
,,2017-02-20 13:10:56.362130,slurm_normal,,,,main_w3_handler0,3002429,15086169,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",743106.0,fastq,1107586.0,fastq,,,9241350.roundup,slurm,,corral-repl,201322807,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 28428514}]",1,,"[{'src': 'hda', 'id': 28428501}]",,"[{'src': 'hda', 'id': 28428500}]",,,I,paired,U,"""gene_id""","""false""","""false""",,36165190,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-02-20 13:20:52.222114,,595.859984
4914.0,len,2017-02-23 17:19:33.495413,slurm_normal,,5381723.0,tabular,main_w3_handler1,2229800,15120695,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7233090962.0,fastq,7233090962.0,fastq,,,9274863.roundup,slurm,,corral-repl,378822238,fasta,,"""false""","""false""","""/galaxy-repl/main/files/018/945/dataset_18945079.dat""","""?""","""200""","""80""",,"[{'src': 'hda', 'id': 28481843}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 28473884}]",1,,"[{'src': 'hda', 'id': 28482299}]",,"[{'src': 'hda', 'id': 28479307}]",,,I,paired,SR,"""gene_id""","""false""","""false""",,36234406,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-02-23 17:31:31.761280,5088.0,718.2658670000001
,,2016-12-31 06:52:01.246040,slurm_normal,,752162770.0,gtf,main_w4_handler0,2941867,14669299,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,9957358580.0,fastqsanger,8841261.roundup,slurm,,corral-repl,224656812,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,"[{'src': 'hda', 'id': 27779817}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27780116}]",0,,,,,,"[{'src': 'hda', 'id': 27771135}]",,single,U,"""gene_id""","""false""","""false""",,35112450,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-12-31 07:13:23.073928,68538.0,1281.827888
,,2016-09-01 17:30:29.217598,slurm_normal,,3783505788.0,gff,main_w4_handler0,1866780,13764350,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,39051357.0,fasta,7985633.roundup,slurm,,corral-repl,39051357,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""25""","""5""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee79cce44d857b21'}]",,"""50""","""100""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e66545156326900b'}]",0,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e66545156326900b'}]",,single,U,"""gene_id""","""false""","""false""",,30674177,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-09-01 17:35:41.510272,1514.0,312.29267400000003
,,2016-02-01 02:34:18.212039,slurm_normal,,2528350373.0,sam,main_w1_handler0,2547455,11653354,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1725899951.0,fastq,5912738.roundup,slurm,,corral-repl,5316931,fasta,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",22815021,,,"""1000""","""200""","""False""",history,1,21,22814857.0,,0,,,,,22647227.0,,,single,U,"""gene_id""","""False""","""False""",,27971737,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-02-01 02:45:18.104281,75765.0,659.892242
,,2017-05-17 14:39:34.761817,slurm_normal,,,,main_w4_handler1,3115088,15867913,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,16166590196.0,fastqsanger,9968372.roundup,slurm,,corral-repl,261308530,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 29648438}]",0,,,,,,"[{'src': 'hda', 'id': 29647340}]",,single,U,"""gene_id""","""false""","""false""",,38004262,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-05-17 14:44:48.144913,104237.0,313.383096
,,2017-03-27 07:51:56.546676,slurm_normal,,,,main_w4_handler0,3032397,15404295,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19540308970.0,fastq,19540308970.0,fastq,,,9538712.roundup,slurm,,corral-repl,746364929,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 28936354}]",1,,"[{'src': 'hda', 'id': 28772030}]",,"[{'src': 'hda', 'id': 28772031}]",,,I,paired,SF,"""gene_id""","""false""","""false""",,36897347,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-03-27 07:59:12.043641,91783.0,435.49696500000005
,,2016-02-01 02:34:00.065038,slurm_normal,,2494591175.0,sam,main_w1_handler0,2547455,11653346,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1693720937.0,fastq,5912688.roundup,slurm,,corral-repl,5316931,fasta,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",22814957,,,"""1000""","""200""","""False""",history,1,21,22814857.0,,0,,,,,22642799.0,,,single,U,"""gene_id""","""False""","""False""",,27971737,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-02-01 02:38:02.687231,75765.0,242.622193
,,2017-12-14 19:17:22.989597,slurm_normal,,6248922.0,interval,main_w3_handler1,3312415,17811166,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,4763729510.0,fastq,11879564,slurm,,corral-repl,342998276,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""200""","""80""",,"[{'src': 'hda', 'id': 32936534}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 32936714}]",0,,,,,,"[{'src': 'hda', 'id': 32937176}]",,single,U,"""gene_id""","""false""","""false""",,41794894,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-12-14 19:23:49.176795,115350.0,386.187198
,,2016-06-01 05:28:16.280289,slurm_normal,,,,main_w2_handler0,2450871,13037036,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3089827976.0,fastqsanger,7217063.roundup,slurm,,corral-repl,1180751611,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,,"""31_LTA_C81U4ANXX_ATCACG_L007_R1.fastq""","""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de0f152df1eacf9f'}]",0,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e789f552a76e4d00'}]",,single,U,"""gene_id""","""false""","""false""",,30532423,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-01 05:30:16.436001,70052.0,120.15571200000001
,,2018-02-22 10:28:29.144174,slurm_normal,,468852305.0,gtf,main_w3_handler0,3296281,18481047,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6791898468.0,fastq,6791898468.0,fastq,,,12575963,slurm,,corral-repl,2543661261,fasta,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,"[{'src': 'hda', 'id': 33955896}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 33955905}]",1,,"[{'src': 'hda', 'id': 34009625}]",,"[{'src': 'hda', 'id': 34009626}]",,,I,paired,U,"""gene_id""","""false""","""false""",,44025909,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2018-02-22 10:33:11.411775,114204.0,282.267601
,,2016-07-04 14:39:49.135397,slurm_normal,,,,main_w2_handler1,2756032,13327228,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6549498731.0,fastq,6663206372.0,fastq,,,7534134.roundup,slurm,,corral-repl,78378799,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539e1f9412dbb9ca5'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b524ea8aa7621eed7b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b557e39180a4852a09'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,30730493,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-07-04 14:48:16.913866,29285.0,507.77846900000003
