create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.maf_source_type.__current_case__,parameters.maf_source_type.mafType,parameters.maf_source_type.maf_source,parameters.maf_source_type.species,parameters.split_blocks_by_species_selector.__current_case__,parameters.split_blocks_by_species_selector.remove_all_gap_columns,parameters.split_blocks_by_species_selector.split_blocks_by_species,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-04 19:16:52.913415,slurm_normal,,main_w3_handler1,2083280,15752039,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16619208,bed,9860680.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478022}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,37712844,error,Interval2Maf1,1.0.1,,2017-05-04 19:43:02.058810,40052.0,1569.145395
2017-05-11 13:04:19.968172,slurm_normal_16gb,,main_w3_handler1,2083280,15817246,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16620019,bed,9921202.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478023}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,37712844,error,Interval2Maf1,1.0.1,,2017-05-11 15:34:30.762421,40052.0,9010.794249
2017-05-11 21:42:47.734581,slurm_normal_16gb,,main_w4_handler1,2083280,15820622,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16620019,bed,9923900.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478023}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,37712844,error,Interval2Maf1,1.0.1,,2017-05-11 22:40:28.772636,40052.0,3461.0380550000004
2015-11-20 00:21:59.426742,slurm_normal,,main_w2_handler1,2513188,10956209,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5259373,bed,5216235.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22083773,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,26271629,error,Interval2Maf1,1.0.1,,2015-11-20 01:24:26.904122,62349.0,3747.4773800000003
2015-04-03 01:11:01.894470,slurm_normal,,main_w1_handler0,2246158,9129502,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4252993,bed,3413791.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19122164,,1.0,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']",1,remove_all_gap_columns,split_blocks_by_species,,21969528,error,Interval2Maf1,1.0.1,,2015-04-04 03:22:38.312662,,94296.41819200001
2015-11-27 17:53:12.753339,slurm_normal,,main_w1_handler1,2521211,11024399,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",393730,bed,5282412.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22189629,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'papHam1']",0,,dont_split_blocks_by_species,,26198813,error,Interval2Maf1,1.0.1,,2015-11-27 18:03:27.818251,69813.0,615.064912
2017-05-04 20:16:40.757603,slurm_normal,,main_w4_handler0,2083280,15752432,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1199789,bed,9861095.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478025}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,37712844,error,Interval2Maf1,1.0.1,,2017-05-04 20:40:44.489896,40052.0,1443.732293
2017-05-13 10:37:54.489609,slurm_normal_16gb,,main_w4_handler1,3109723,15830624,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",22290,bed,9932397.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29590301}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'nomLeu3', 'rheMac3', 'macFas5', 'papHam1', 'chlSab1', 'calJac3', 'saiBol1', 'otoGar3', 'tupChi1', 'speTri2', 'jacJac1', 'micOch1', 'criGri1', 'mesAur1', 'mm10', 'rn5', 'hetGla2', 'cavPor3', 'chiLan1', 'octDeg1', 'oryCun2', 'ochPri3', 'susScr3', 'vicPac2', 'camFer1', 'turTru2', 'orcOrc1', 'panHod1', 'bosTau7', 'oviAri3', 'capHir1', 'equCab2', 'cerSim1', 'felCat5', 'canFam3', 'musFur1', 'ailMel1', 'odoRosDiv1', 'lepWed1', 'pteAle1', 'pteVam1', 'myoDav1', 'myoLuc2', 'eptFus1', 'eriEur2', 'sorAra2', 'conCri1', 'loxAfr3', 'eleEdw1', 'triMan1', 'chrAsi1', 'echTel2', 'oryAfe1', 'dasNov3', 'monDom5', 'sarHar1', 'macEug2', 'ornAna1', 'falChe1', 'falPer1', 'ficAlb2', 'zonAlb1', 'geoFor1', 'taeGut2', 'pseHum1', 'melUnd1', 'amaVit1', 'araMac1', 'colLiv1', 'anaPla1', 'galGal4', 'melGal1', 'allMis1', 'cheMyd1', 'chrPic1', 'pelSin1', 'apaSpi1', 'anoCar2', 'xenTro7', 'latCha1', 'tetNig2', 'fr3', 'takFla1', 'oreNil2', 'neoBri1', 'hapBur1', 'mayZeb1', 'punNye1', 'oryLat2', 'xipMac1', 'gasAcu1', 'gadMor1', 'danRer7', 'astMex1', 'lepOcu1', 'petMar2']",0,,dont_split_blocks_by_species,,37950444,error,Interval2Maf1,1.0.1,,2017-05-13 19:42:55.791366,,32701.301757
2015-11-10 10:11:25.312690,slurm_normal,,main_w1_handler0,2501277,10862884,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",463739,bed,5115667.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21941600,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'nomLeu3', 'rheMac3']",0,,dont_split_blocks_by_species,,25684589,error,Interval2Maf1,1.0.1,,2015-11-10 10:22:55.237480,69813.0,689.92479
2015-11-20 04:41:55.468191,slurm_normal,,main_w2_handler0,2513358,10957096,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",998318,bed,5217647.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22085721,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,26362777,error,Interval2Maf1,1.0.1,,2015-11-20 09:51:26.421329,62349.0,18570.953138
2017-05-04 20:16:26.692729,slurm_normal,,main_w4_handler0,2083280,15752429,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",940656,bed,9861090.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478028}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,37712844,error,Interval2Maf1,1.0.1,,2017-05-04 20:36:07.184222,40052.0,1180.491493
2015-11-20 04:41:53.986980,slurm_normal,,main_w1_handler1,2513358,10957095,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1115586,bed,5217641.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22085720,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,26362777,error,Interval2Maf1,1.0.1,,2015-11-20 08:46:13.031304,62349.0,14659.044324
2017-05-13 15:31:20.184863,slurm_normal_16gb,,main_w4_handler1,2083280,15831498,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16620019,bed,9933232.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478023}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,37712844,error,Interval2Maf1,1.0.1,,2017-05-13 16:55:35.136692,40052.0,5054.9518290000005
2015-09-13 14:42:50.828056,slurm_normal,,main_w2_handler0,2436419,10310446,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",85093146,bed,4595079.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21096637,,1.0,100_WAY_MULTIZ_v2_hg19,cached,['hg19'],0,,dont_split_blocks_by_species,,25155181,error,Interval2Maf1,1.0.1,,2015-09-13 14:51:57.406393,69126.0,546.578337
2015-09-09 09:33:11.567302,slurm_normal,,main_w1_handler1,2431383,10283513,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2250269,bed,4569247.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21053540,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'mm10', 'musFur1']",0,,dont_split_blocks_by_species,,25066689,error,Interval2Maf1,1.0.1,,2015-09-09 21:55:24.671693,,44533.104391
2017-05-04 19:16:56.062734,slurm_normal,,main_w4_handler0,2083280,15752046,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",940597,bed,9860782.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478029}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,37712844,error,Interval2Maf1,1.0.1,,2017-05-04 19:41:52.726820,40052.0,1496.664086
2017-05-04 20:17:07.786214,slurm_normal,,main_w4_handler0,2083280,15752438,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16620019,bed,9861117.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478023}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,37712844,error,Interval2Maf1,1.0.1,,2017-05-04 20:45:14.887739,40052.0,1687.101525
2016-05-22 16:43:10.334380,slurm_normal,,main_w1_handler1,2713617,12958821,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18807671,bed,7150287.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da178abc20d627f1'}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'rheMac3', 'calJac3', 'mm10', 'susScr3', 'bosTau7', 'felCat5', 'canFam3']",0,,dont_split_blocks_by_species,,30362865,error,Interval2Maf1,1.0.1,,2016-05-22 17:51:53.954044,84852.0,4123.619664
2016-05-31 04:57:05.137125,slurm_normal,,main_w1_handler0,2722530,13026535,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1826064,bed,7207004.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579ca0b8ac51bce4b'}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'gorGor3', 'rheMac3', 'mm10', 'rn5']",0,,dont_split_blocks_by_species,,30504385,error,Interval2Maf1,1.0.1,,2016-05-31 12:50:58.185047,,28433.047922
2015-10-08 21:14:22.998652,slurm_normal,,main_w1_handler2,2459073,10531351,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3594536,bed,4805527.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21447832,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,24989804,error,Interval2Maf1,1.0.1,,2015-10-09 15:19:07.253222,62349.0,65084.254570000005
2016-05-19 01:56:54.525640,slurm_normal,,main_w2_handler1,2709600,12935352,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16875012,bed,7129880.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d4abb38e454fd10'}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'mm10', 'rn5', 'canFam3', 'galGal4']",0,,dont_split_blocks_by_species,,30298691,error,Interval2Maf1,1.0.1,,2016-05-19 02:49:20.363556,,3145.8379160000004
2015-11-20 04:41:56.568828,slurm_normal,,main_w2_handler0,2513358,10957097,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",934810,bed,5218571.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22085722,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,26362777,error,Interval2Maf1,1.0.1,,2015-11-20 14:05:01.883336,62349.0,33785.314508
2017-04-17 22:18:08.241498,slurm_normal,,main_w4_handler0,3076869,15609605,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37310229,bed,9728849.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29253087}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'nomLeu3', 'rheMac3', 'macFas5', 'papHam1', 'chlSab1', 'calJac3', 'saiBol1', 'otoGar3']",0,,dont_split_blocks_by_species,,37281602,error,Interval2Maf1,1.0.1,,2017-04-19 03:13:26.812384,80807.0,104118.570886
2015-11-27 17:36:07.901866,slurm_normal,,main_w2_handler0,2521211,11024320,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",393730,bed,5282347.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22189629,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'nomLeu3', 'papHam1']",0,,dont_split_blocks_by_species,,26198813,error,Interval2Maf1,1.0.1,,2015-11-27 17:45:34.887971,69813.0,566.9861050000001
2017-05-04 20:17:19.248408,slurm_normal,,main_w3_handler0,2083280,15752441,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16619208,bed,9861198.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478022}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,37712844,error,Interval2Maf1,1.0.1,,2017-05-04 21:00:35.412695,40052.0,2596.164287
2015-05-22 14:53:57.248029,slurm_normal,,main_w1_handler1,2316541,9519844,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6370087,bed,3840229.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19791976,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'mm10', 'bosTau7', 'monDom5', 'galGal4']",0,,dont_split_blocks_by_species,,23223639,error,Interval2Maf1,1.0.1,,2015-05-22 16:25:45.988485,,5508.740456
2015-11-30 08:26:47.492493,slurm_normal,,main_w2_handler0,2521211,11040413,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",393730,bed,5295937.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22189629,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'nomLeu3', 'papHam1']",0,,dont_split_blocks_by_species,,26198813,error,Interval2Maf1,1.0.1,,2015-11-30 08:35:12.360364,69813.0,504.86787100000004
2017-05-13 13:42:59.364018,slurm_normal_16gb,,main_w3_handler1,2083280,15831074,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16619208,bed,9932797.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29478022}]",1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'ponAbe2', 'rheMac3']",0,,dont_split_blocks_by_species,,37712844,error,Interval2Maf1,1.0.1,,2017-05-13 14:11:07.251524,40052.0,1687.887506
2015-11-10 16:24:57.988041,slurm_normal,,main_w1_handler0,2501519,10867681,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",465232,bed,5121203.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21944701,,1.0,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'nomLeu3', 'rheMac3']",0,,dont_split_blocks_by_species,,26198813,error,Interval2Maf1,1.0.1,,2015-11-10 16:52:43.135422,69813.0,1665.147381
