create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.outputFormat,parameters.readGroupOpts.__current_case__,parameters.readGroupOpts.rgOpts,parameters.rgid,parameters.rglb,parameters.rgpl,parameters.rgpu,parameters.rgsm,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-01-15 17:47:35.883051,rodeo_normal,,main_w2_handler0,2172644,8553044,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3197022572,bam,778255.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18199293,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,20101159,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-01-15 19:01:54.070088,57500,4458.187037000001
2015-06-29 19:50:12.107915,slurm_normal,,main_w2_handler1,2359444,9761887,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1610575924,bam,4065073.roundup,slurm,,corral-repl,,"""0b22a1e81e9811e5a11f005056a52a46""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",20181288,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,23852984,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-06-29 20:42:38.129022,65378,3146.021107
2015-02-20 17:08:19.684994,rodeo_normal,,main_w2_handler0,2211209,8777455,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26321568931,sam,2851440.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18580597,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,21342061,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-02-20 18:21:42.305578,59828,4402.620584
2015-01-01 15:51:50.666156,rodeo_normal,,main_w1_handler0,2161771,8485767,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2711471426,bam,669458.rodeo,slurm,,corral-repl,,"""1611bce491ce11e49b9b005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18109992,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,20288141,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-01-01 17:49:50.373283,57500,7079.707127000001
2016-01-27 06:07:10.788817,slurm_normal,,main_w1_handler2,2579079,11612499,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6648581329,sam,5877201.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23051893,"""False""",0,preSet,"""B23Amy2""","""B23-2""","""illumina""","""run""","""B23""",,27700850,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2016-01-27 06:15:29.651908,20517,498.86309100000005
2016-01-26 22:58:00.510285,slurm_normal,,main_w1_handler1,2579079,11610975,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6648581329,sam,5876165.roundup,slurm,,corral-repl,,"""3b8414dcc48011e58fa9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23051893,"""False""",0,preSet,"""B23Amy2""","""B23-2""","""illumina""","""run""","""B23""",,27700850,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2016-01-27 00:57:45.866697,20517,7185.356412
2014-12-30 03:27:56.585163,rodeo_normal,,main_w1_handler1,2160524,8478173,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3196997052,bam,656438.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18092688,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,20267500,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2014-12-30 04:16:14.915939,57500,2898.3307760000002
2015-01-13 19:46:17.773430,rodeo_normal,,main_w2_handler1,2172644,8540524,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3197022572,bam,763054.rodeo,slurm,,corral-repl,,"""cf7fc80a9b5c11e4ad7b005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18199293,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,20101159,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-01-14 04:03:17.952326,57500,29820.178896
2016-01-25 23:52:38.216749,slurm_normal,,main_w1_handler0,2577856,11601552,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6648545699,sam,5866889.roundup,slurm,,corral-repl,,"""b2cee264c3be11e5aba4005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23039311,"""False""",0,preSet,"""B23Amy2""","""B23-2""","""illumina""","""run""","""B23""",,27700850,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2016-01-26 01:37:36.247507,20517,6298.030758000001
2016-02-22 18:48:14.040855,slurm_normal,,main_w2_handler1,2579079,11902326,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6648581329,sam,6140807.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23051893,"""False""",0,preSet,"""B23Amy2""","""B23-2""","""illumina""","""run""","""B23""",,27700850,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2016-02-22 19:56:56.264360,20517,4122.223505
2015-01-01 19:52:23.020172,rodeo_normal,,main_w2_handler0,2161771,8486375,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2711471426,bam,669998.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18109992,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,20288141,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-01-01 20:30:57.865489,57500,2314.8453170000003
2015-02-04 01:26:58.557044,rodeo_normal,,main_w1_handler0,2172644,8660998,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3197022572,bam,2638628.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18199293,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,20986947,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-02-04 02:13:21.698202,57500,2783.1411580000004
2015-01-15 19:09:29.292540,rodeo_normal,,main_w1_handler1,2172644,8553471,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3197022572,bam,778780.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18199293,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,20101159,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-01-15 20:14:46.940246,57500,3917.647706
2015-02-20 23:24:16.406466,rodeo_normal,,main_w2_handler0,2211209,8780591,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",26321568931,sam,2857026.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18580597,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,21342061,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-02-21 00:54:56.717236,59828,5440.31077
2016-01-25 23:51:08.549068,slurm_normal,,main_w1_handler2,2577774,11601540,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5959009400,sam,5866513.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23038475,"""False""",0,preSet,"""B21Amy2""","""B21-2""","""illumina""","""run""","""B21""",,27700850,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2016-01-26 00:03:08.660652,20517,720.111584
2014-11-14 00:57:25.257977,rodeo_normal,,main_w2_handler0,2096443,8164800,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1509623048,bam,2009366.roundup,slurm,,corral-repl,,"""31aeb34a6b9911e4b2a8005056a52a46""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",17537035,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,17931410,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2014-11-14 02:09:16.396668,53758,4311.138691
2015-04-28 12:20:21.495563,slurm_normal,,main_w1_handler0,2275122,9350089,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1832358185,bam,3688357.roundup,slurm,,corral-repl,,"""eb6592a2eda011e4aaca005056a52a46""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",19493130,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,22603641,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-04-28 14:34:52.712737,60924,8071.217174
2016-01-26 22:15:58.627859,slurm_normal,,main_w2_handler0,2579038,11610643,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5959009400,sam,5875896.roundup,slurm,,corral-repl,,"""5ad74328c47a11e58fa9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23051406,"""False""",0,preSet,"""B21Amy2""","""B21-2""","""illumina""","""run""","""B21""",,27700850,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2016-01-26 23:57:53.747140,20517,6115.119281
2015-01-14 20:23:47.141449,rodeo_normal,,main_w1_handler0,2172644,8547829,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3197022572,bam,769943.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18199293,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,20101159,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-01-14 21:15:29.784002,57500,3102.642553
2016-02-23 04:28:42.410211,slurm_normal,,main_w2_handler0,2608950,11906161,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6648545699,sam,6144787.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23465453,"""True""",0,preSet,"""L23Amy2""","""L23-2""","""illumina""","""run""","""L23""",,27700850,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2016-02-23 04:46:46.549257,20517,1084.139046
2015-01-01 17:52:55.005241,rodeo_normal,,main_w1_handler1,2161771,8486219,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2711471426,bam,2399123.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18109992,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,20288141,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-01-01 18:26:38.812675,57500,2023.807434
2014-12-29 21:41:52.271396,rodeo_normal,,main_w2_handler0,2160524,8477414,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3196997052,bam,655565.rodeo,slurm,,corral-repl,,"""7bd170a68fa311e48051005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18092688,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,20255652,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2014-12-30 00:17:59.452389,57500,9367.180993
2015-06-29 19:58:07.995684,slurm_normal,,main_w1_handler1,2359457,9761961,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1671021317,bam,4065157.roundup,slurm,,corral-repl,,"""2837ece21e9911e580db005056a51846""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",20181402,"""True""",0,preSet,"""1""","""rgLB""","""illumina""","""rgPU""","""rgSM""",,23852984,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2015-06-29 20:57:02.257765,65378,3534.2620810000003
2016-01-25 21:53:00.734947,slurm_normal,,main_w1_handler1,2577774,11600969,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5959009400,sam,5866376.roundup,slurm,,corral-repl,,"""f85ca8e0c3ad11e59c23005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23038475,"""False""",0,preSet,"""B21Amy2""","""B21-2""","""illumina""","""run""","""B21""",,27700850,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0,1.56.0,,2016-01-25 23:37:34.912881,20517,6274.177934
