bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.histogram,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.values,parameters.multibam_conditional.orderMatters,parameters.plotTitle,parameters.samplesLabel,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
1215905487,1215905487,706913032,bam,2923764054,bam,1091362448,bam,bam,979332001,bam,565773999,bam,1205115051,bam,1087264358,bam,1116007138,bam,1471246834,bam,899567983,bam,1522991063,bam,bam,2017-08-14 10:49:44.724899,slurm_multi,,main_w3_handler2,3219246,16574505,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10645471,slurm,,corral-repl,,0,no,"""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""true""",0,"[{'src': 'hdca', 'id': 66011}]",No,"""""","""""",,39128503,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.5.0.0,2.5.0.0,,2017-08-14 10:52:01.807769,96567,137.08287
