chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
821099989,len,2016-06-03 08:05:02.939735,slurm_normal,,main_w1_handler1,2723998,13057571,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8260300828,fasta,7243807.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/016/077/dataset_16077462.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5728c45a7e860c2ac'}]",,30534010,error,CONVERTER_fasta_to_2bit,1.0.0,,2016-06-03 08:07:31.707540,85044,148.767805
1514239936,len,2015-11-12 00:19:09.918340,slurm_normal,,main_w2_handler1,2500536,10880560,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4570249350,fasta,5134160.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/013/168/dataset_13168567.dat""","""?""",21956470,,,26210900,error,CONVERTER_fasta_to_2bit,1.0.0,,2015-11-12 00:21:23.430392,73128,133.512052
