bigwigfiles,bigwigfiles1,bigwigfiles1_filetype,bigwigfiles2,bigwigfiles2_filetype,bigwigfiles3,bigwigfiles3_filetype,bigwigfiles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bigwigfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.outRawCounts,parameters.region,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
57941718,57941718,bigwig,62359937,bigwig,46774522,bigwig,bigwig,2016-10-18 18:01:58.691299,slurm_multi,,main_w4_handler2,2858168,14111230,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8325718,slurm,,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eaaeffe300e60818'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bddbe40f38c9dfff'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d69bd0e13f111fa8'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,10,0,bins,"""false""","""""",,33762920,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-18 21:50:34.401186,92367,13715.709887
