create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.regions,parameters.regions.values,regions,regions_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-04 15:11:16.261489,slurm_normal,,main_w3_handler0,2916175,17024419,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2589054185,vcf,11079834.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 31145982}]",,"[{'src': 'hda', 'id': 31558692}]",571238785,bed,,40474016.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2017-10-04 19:59:38.945770,96205.0,17302.684281
2016-09-21 07:29:36.779398,slurm_normal,,main_w3_handler0,2818638,13903075,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",27090740684,vcf,8125903.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56d40ced0585ccb27'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e5c50e7a96b0f014'}]",733936,bed,,33066042.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2016-09-21 08:00:09.166989,42102.0,1832.3875910000002
2015-10-15 02:32:01.426923,slurm_normal,,main_w2_handler0,2285263,10577003,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",845819583,vcf,4847953.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21524615,,19733270,,201018,bed,,25521060.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2015-10-15 02:34:04.647649,37542.0,123.22072600000001
2016-01-20 15:15:24.085456,slurm_normal,,main_w1_handler1,2572221,11562324,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",43039676,vcf,5827437.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/canFam3.len""","""canFam3""",22978788,,22978671,,522,bed,,27433187.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2016-01-20 15:18:58.994868,71467.0,214.909412
2016-01-28 16:43:07.552310,slurm_normal,,main_w2_handler0,2578781,11624331,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1697140699,vcf,5888398.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23070204,,23070079,,3352991,bed,,27765908.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2016-01-28 16:45:06.571957,,119.019647
2015-07-13 18:53:28.885882,slurm_normal,,main_w2_handler1,2374621,9853824,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1473241706,vcf,4148693.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20335584,,20336318,,24,bed,,24125249.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2015-07-13 18:56:47.554446,66084.0,198.668564
2017-04-19 15:19:23.843351,slurm_normal,,main_w4_handler0,3079047,15626496,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2179,vcf,9748200.roundup,slurm,,corral-repl,,"""89eb3660251311e7ad20005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29279328}]",,"[{'src': 'hda', 'id': 29279305}]",4560,bed,,,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2017-04-19 22:51:24.893484,97752.0,27121.050133
2015-10-15 23:58:14.824097,slurm_normal,,main_w2_handler0,2285263,10589920,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",845819583,vcf,4859826.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21524615,,19733270,,201018,bed,,25693830.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2015-10-16 00:01:30.588450,37542.0,195.764353
2016-02-15 14:19:17.737643,slurm_normal,,main_w1_handler1,2597925,11834493,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",47684,vcf,6077572.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23354103,,23327016,,51823355,bed,,28391525.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2016-02-15 14:23:49.400587,72096.0,271.66294400000004
2015-02-05 22:35:56.456167,rodeo_normal,,main_w1_handler1,2187783,8673162,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",392771,vcf,2660820.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18422822,,18422717,,415,bed,,20364837.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2015-02-05 22:38:44.323156,50685.0,167.86698900000002
2015-10-27 09:47:07.575294,slurm_normal,,main_w1_handler0,2445033,10742369,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",31631557,vcf,5002184.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21763568,,21763947,,10592,bed,,25287510.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2015-10-27 09:50:36.721642,,209.14634800000002
2016-01-28 16:15:05.485860,slurm_normal,,main_w1_handler2,2578781,11624057,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1697140699,vcf,5888139.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23070204,,23070079,,3352991,bed,,27765908.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2016-01-28 16:19:13.894128,,248.40826800000002
2017-04-19 20:03:56.501432,slurm_normal,,main_w3_handler1,3079529,15628841,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29812118,vcf,9750851.roundup,slurm,,corral-repl,,"""4beaa170253b11e78e97005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 29283302}]",,"[{'src': 'hda', 'id': 29279305}]",4560,bed,,,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2017-04-20 07:44:12.371106,97752.0,42015.869674
2015-10-15 00:31:40.398254,slurm_normal,,main_w2_handler1,2407151,10576522,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",845819583,vcf,4847301.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21451476,,20763963,,155365,bed,,25693830.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2015-10-15 00:33:51.478784,37542.0,131.08053
2016-02-04 22:37:54.117009,slurm_normal,,main_w1_handler2,2419718,11714026,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1172435898,vcf,5971751.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",23179521,,23178402,,23,bed,,28045571.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2016-02-04 22:40:10.279430,62983.0,136.162421
2017-06-26 22:28:25.287952,slurm_normal,,main_w4_handler0,3127780,16193386,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10918542,vcf,10269687.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29778407}]",,"[{'src': 'hda', 'id': 30168794}]",15,bed,,38224464.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2017-06-26 22:31:27.203940,91298.0,181.915988
2016-06-24 11:28:41.720897,slurm_normal,,main_w1_handler0,2747266,13253812,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",44864146681,vcf,7440789.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bbab472b7ecca4a1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54be88dbb5bb640cb'}]",51387890,bed,,31058670.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2016-06-24 12:15:54.960479,86484.0,2833.239582
2015-12-02 19:09:05.229053,slurm_normal,,main_w1_handler2,2526260,11068545,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1753046662,vcf,5320949.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22266245,,22266553,,1312,bed,,26539515.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2015-12-02 19:14:22.574634,2722.0,317.34558100000004
2016-03-09 12:41:57.834965,slurm_normal,,main_w1_handler1,2597925,12082451,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1753046662,vcf,6307558.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23323685,,23757752,,9937,bed,,28391525.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2016-03-09 12:44:15.584786,72096.0,137.749821
2015-12-02 18:55:55.566151,slurm_normal,,main_w1_handler0,2526260,11068485,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1753046662,vcf,5320867.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22266245,,22266553,,1312,bed,,26539515.0,error,toolshed.g2.bx.psu.edu/repos/devteam/vcftools_slice/vcftools_slice/0.1,0.1,,2015-12-02 19:03:17.269500,2722.0,441.703349
